ticker,route,name_src,bond_code,bond_name,quote_date,curve_date,maturity,tenor_yrs,coupon,price,yield_pct,tsy_pct,spread_bp,ytm_check_gap_bp
LNT,name_block,catalogue,US976826BL07,WISCONSIN PWR & LT CO 3.05% 15Oct2027,2026-08-19,2026-08-13,2027-10-15,1.1554,3.05,98.446,4.4446,3.998,44.66,-0.3
LNT,name_block,catalogue,US976826BP11,LNT 1.95 16-SEP-31,2026-08-19,2026-08-13,2031-09-16,5.076,1.95,86.5088,4.9934,4.3257,66.77,-0.2
LNT,name_block,catalogue,US01882YAD85,LNT 3.6 01-MAR-32,2026-08-19,2026-08-13,2032-03-01,5.5332,3.6,92.5086,5.1747,4.36,81.47,-0.1
LNT,name_block,catalogue,US976826BE63,WISCONSIN PWR & LT CO 6.375% 15Aug2037,2026-08-05,2026-08-05,2037-08-15,11.0281,6.375,106.904,5.53,4.6865,84.35,0.0
LOW,cusip6,catalogue,US548661EG89,LOW 3.35 01-APR-27,2026-08-14,2026-08-13,2027-04-01,0.6297,3.35,99.47,4.2166,3.9206,29.6,-1.0
LOW,cusip6,fundamentals,US548661DP97,LOWES COS INC 3.1% 03May2027,2026-08-14,2026-08-13,2027-05-03,0.7173,3.1,99.321,4.0729,3.9323,14.06,-0.8
LOW,cusip6,fundamentals,US548661AH09,LOWES COS INC 6.875% 15Feb2028,2026-08-14,2026-08-13,2028-02-15,1.5058,6.875,103.436,4.4722,4.061,41.12,1.7
LOW,cusip6,fundamentals,US548661DX22,LOWES COS INC 1.3% 15Apr2028,2026-08-14,2026-08-13,2028-04-15,1.6701,1.3,94.935,4.4976,4.0906,40.7,-1.7
LOW,cusip6,catalogue,US548661ED58,LOW 1.7 15-SEP-28,2026-08-14,2026-08-13,2028-09-15,2.089,1.7,94.34,4.5864,4.1544,43.2,-1.5
LOW,cusip6,fundamentals,US548661AK38,LOWES COS INC 6.5% 15Mar2029,2026-08-13,2026-08-13,2029-03-15,2.5873,6.5,104.744,4.5331,4.1794,35.37,0.1
LOW,cusip6,fundamentals,US548661DR53,LOWES COS INC 3.65% 05Apr2029,2026-08-14,2026-08-13,2029-04-05,2.642,3.65,97.5297,4.6559,4.1821,47.38,-0.3
LOW,cusip6,fundamentals,US548661DU82,LOWES COS INC 4.5% 15Apr2030,2026-08-14,2026-08-13,2030-04-15,3.6687,4.5,99.117,4.7639,4.2401,52.38,-0.1
LOW,cusip6,fundamentals,US548661DY05,LOWES COS INC 1.7% 15Oct2030,2026-08-14,2026-08-13,2030-10-15,4.1697,1.7,88.163,4.8769,4.2702,60.67,-0.6
LOW,cusip6,fundamentals,US548661EA10,LOWES COS INC 2.625% 01Apr2031,2026-08-14,2026-08-13,2031-04-01,4.6297,2.625,90.6944,4.8985,4.2978,60.07,-0.4
LOW,cusip6,catalogue,US548661EH62,LOW 3.75 01-APR-32,2026-08-14,2026-08-13,2032-04-01,5.6318,3.75,93.762,5.037,4.3674,66.96,-0.2
LOW,cusip6,catalogue,US548661EL74,LOW 5 15-APR-33,2026-08-14,2026-08-13,2033-04-15,6.6694,5.0,98.901,5.196,4.4452,75.08,-0.0
LOW,cusip6,fundamentals,US548661CJ47,LOWES COS INC 5.5% 15Oct2035,2026-08-14,2026-08-13,2035-10-15,9.1691,5.5,101.059,5.3511,4.5857,76.54,0.0
LOW,cusip6,fundamentals,US548661CL92,LOWES COS INC 5.8% 15Oct2036,2026-08-14,2026-08-13,2036-10-15,10.1711,5.8,104.634,5.2059,4.6398,56.61,0.0
LOW,cusip6,fundamentals,US548661CP07,LOWES COS INC 6.65% 15Sep2037,2026-08-14,2026-08-13,2037-09-15,11.0883,6.65,109.209,5.5266,4.692,83.46,0.1
LOW,cusip6,catalogue,US548661EE32,LOW 2.8 15-SEP-41,2026-08-14,2026-08-13,2041-09-15,15.0883,2.8,69.305,5.9019,4.92,98.19,-0.2
LOW,cusip6,fundamentals,US548661CX31,LOWES COS INC 4.65% 15Apr2042,2026-08-11,2026-08-11,2042-04-15,15.6769,4.65,86.663,5.9713,5.0122,95.91,-0.0
LOW,cusip6,fundamentals,US548661DE41,LOWES COS INC 4.25% 15Sep2044,2026-08-14,2026-08-13,2044-09-15,18.089,4.25,79.03,6.1939,5.0911,110.28,-0.1
LOW,cusip6,fundamentals,US548661DJ38,LOWES COS INC 4.375% 15Sep2045,2026-08-10,2026-08-10,2045-09-15,19.0992,4.375,81.672,5.9999,5.2023,79.76,-0.0
LOW,cusip6,catalogue,US548661DN40,LOWES COS INC 3.7% 15Apr2046,2026-08-14,2026-08-13,2046-04-15,19.6687,3.7,71.865,6.194,5.1811,101.29,-0.1
LOW,cusip6,fundamentals,US548661DQ70,LOWES COS INC 4.05% 03May2047,2026-08-14,2026-08-13,2047-05-03,20.7173,4.05,74.859,6.226,5.2007,102.53,-0.0
LOW,cusip6,fundamentals,US548661DZ79,LOWES COS INC 3% 15Oct2050,2026-08-14,2026-08-13,2050-10-15,24.1697,3.0,60.161,6.203,5.2042,99.88,-0.1
LOW,cusip6,catalogue,US548661EB92,LOW 3.5 01-APR-51,2026-08-10,2026-08-10,2051-04-01,24.6407,3.5,66.3524,6.1754,5.25,92.54,-0.0
LOW,cusip6,catalogue,US548661EJ29,LOW 4.25 01-APR-52,2026-08-14,2026-08-13,2052-04-01,25.6318,4.25,74.298,6.28,5.2056,107.44,-0.0
LOW,cusip6,catalogue,US548661EM57,LOW 5.625 15-APR-53,2026-08-14,2026-08-13,2053-04-15,26.6694,5.625,91.687,6.27,5.2067,106.33,-0.0
LOW,cusip6,catalogue,US548661EF07,LOW 4.45 01-APR-62,2026-08-14,2026-08-13,2062-04-01,35.6304,4.45,73.1925,6.3598,5.21,114.98,-0.0
LOW,cusip6,catalogue,US548661EN31,LOW 5.8 15-SEP-62,2026-08-13,2026-08-13,2062-09-15,36.0903,5.8,92.506,6.3299,5.21,111.99,-0.0
LRCX,cusip6,fundamentals,US512807AU29,LAM RESH CORP 4% 15Mar2029,2026-08-19,2026-08-13,2029-03-15,2.5708,4.0,98.452,4.6449,4.1785,46.64,-0.0
LRCX,cusip6,fundamentals,US512807AV02,LAM RESH CORP 1.9% 15Jun2030,2026-08-18,2026-08-13,2030-06-15,3.8248,1.9,89.885,4.8291,4.2495,57.96,-0.2
LRCX,cusip6,fundamentals,US512807AT55,LAM RESH CORP 4.875% 15Mar2049,2026-08-18,2026-08-13,2049-03-15,22.5736,4.875,86.2092,5.9976,5.2026,79.5,-0.0
LRCX,cusip6,fundamentals,US512807AW84,LAM RESH CORP 2.875% 15Jun2050,2026-08-18,2026-08-13,2050-06-15,23.8248,2.875,60.789,5.9844,5.2038,78.06,-0.0
LUV,cusip6,catalogue,US844741BC18,SOUTHWEST AIRLS CO 3% 15Nov2026,2026-08-19,2026-08-13,2026-11-15,0.2409,3.0,99.535,4.9532,3.87,108.32,-0.7
LUV,cusip6,catalogue,US844741AN81,SOUTHWEST AIRLS CO 7.375% 01Mar2027,2026-08-19,2026-08-13,2027-03-01,0.5311,7.375,101.347,4.7689,3.9075,86.14,0.3
LUV,cusip6,catalogue,US844741BE73,SOUTHWEST AIRLS CO 3.45% 16Nov2027,2026-08-19,2026-08-13,2027-11-16,1.243,3.45,98.616,4.608,4.0137,59.43,-0.4
LVS,cusip6,fundamentals,US517834AF40,LAS VEGAS SANDS CORP 3.9% 08Aug2029,2026-08-14,2026-08-13,2029-08-08,2.9843,3.9,96.584,5.1528,4.1992,95.36,-0.4
LYB,name_block,catalogue,US50249AAG85,LYB 2.25 01-OCT-30,2026-08-19,2026-08-13,2030-10-01,4.1177,2.25,89.444,5.1281,4.2671,86.1,-0.3
LYB,name_block,fundamentals,US50249AAH68,LYB INTL FIN III LLC 3.375% 01Oct2040,2026-08-19,2026-08-13,2040-10-01,14.1191,3.375,72.943,6.296,4.8648,143.12,-0.1
LYB,name_block,fundamentals,US50249AAA16,LYB INTL FIN III LLC 4.2% 15Oct2049,2026-08-19,2026-08-13,2049-10-15,23.1567,4.2,71.648,6.6072,5.2032,140.4,-0.0
LYB,name_block,fundamentals,US50249AAD54,LYB INTL FIN III LLC 4.2% 01May2050,2026-08-19,2026-08-13,2050-05-01,23.6988,4.2,71.303,6.614,5.2037,141.03,-0.0
LYB,name_block,fundamentals,US50249AAJ25,LYB INTL FIN III LLC 3.625% 01Apr2051,2026-08-19,2026-08-13,2051-04-01,24.616,3.625,64.871,6.506,5.2046,130.14,-0.0
LYB,name_block,catalogue,US50249AAK97,LYB 3.8 01-OCT-60,2026-08-19,2026-08-13,2060-10-01,34.1191,3.8,61.7326,6.6506,5.21,144.06,-0.0
LYV,name_block,catalogue,US538034AV10,Live Nation Entertainment 6.5% 15may2027 USD,2026-08-19,2026-08-13,2027-05-15,0.7365,6.5,100.43,5.8781,3.9349,194.32,0.0
LYV,name_block,catalogue,US538034AR08,Live Nation Entertainment 4.75% 15oct2027 USD,2026-08-18,2026-08-13,2027-10-15,1.1581,4.75,99.452,5.239,3.9985,124.05,-0.1
MA,cusip6,fundamentals,US57636QAG91,MASTERCARD INC 2.95% 21Nov2026,2026-08-14,2026-08-13,2026-11-21,0.271,2.95,99.75,3.8898,3.8728,1.7,-1.7
MA,cusip6,fundamentals,US57636QAR56,MASTERCARD INC 3.3% 26Mar2027,2026-08-14,2026-08-13,2027-03-26,0.6133,3.3,99.49,4.1528,3.9184,23.44,-0.7
MA,cusip6,fundamentals,US57636QAJ31,MASTERCARD INC 3.5% 26Feb2028,2026-08-14,2026-08-13,2028-02-26,1.5359,3.5,98.8125,4.3123,4.0665,24.58,-0.6
MA,cusip6,catalogue,US57636QAW42,MA 4.875 09-MAR-28,2026-08-14,2026-08-13,2028-03-09,1.5688,4.875,100.821,4.2961,4.0724,22.37,3.0
MA,cusip6,fundamentals,US57636QAM69,MASTERCARD INC 2.95% 01Jun2029,2026-08-14,2026-08-13,2029-06-01,2.7981,2.95,96.052,4.4699,4.1899,28.0,-0.5
MA,cusip6,fundamentals,US57636QAP90,MASTERCARD INC 3.35% 26Mar2030,2026-08-14,2026-08-13,2030-03-26,3.614,3.35,95.7122,4.6546,4.2368,41.78,-0.3
MA,cusip6,catalogue,US57636QAS30,MA 1.9 15-MAR-31,2026-08-14,2026-08-13,2031-03-15,4.5832,1.9,88.788,4.6468,4.295,35.18,-0.3
MA,cusip6,catalogue,US57636QAU85,MA 2 18-NOV-31,2026-08-14,2026-08-13,2031-11-18,5.2621,2.0,87.973,4.6031,4.3397,26.34,-0.4
MA,cusip6,catalogue,US57636QAX25,MA 4.85 09-MAR-33,2026-08-14,2026-08-13,2033-03-09,6.5681,4.85,99.54,4.9323,4.4376,49.47,-0.0
MA,cusip6,fundamentals,US57636QAH74,MASTERCARD INC 3.8% 21Nov2046,2026-08-11,2026-08-11,2046-11-21,20.2793,3.8,76.593,5.7733,5.2497,52.36,-0.0
MA,cusip6,fundamentals,US57636QAK04,MASTERCARD INC 3.95% 26Feb2048,2026-08-14,2026-08-13,2048-02-26,21.5359,3.95,75.912,5.9488,5.2015,74.73,-0.1
MA,cusip6,fundamentals,US57636QAQ73,MASTERCARD INC 3.85% 26Mar2050,2026-08-14,2026-08-13,2050-03-26,23.614,3.85,74.228,5.8831,5.2036,67.95,-0.0
MA,cusip6,catalogue,US57636QAT13,MA 2.95 15-MAR-51,2026-08-14,2026-08-13,2051-03-15,24.5832,2.95,61.612,5.939,5.2046,73.44,-0.0
MAA,name_block,catalogue,US59523UAT43,MAA 1.1 15-SEP-26,2026-08-18,2026-08-13,2026-09-15,0.0767,1.1,99.761,4.399,3.87,52.9,-15.3
MAA,name_block,catalogue,US59523UAN72,MID-AMERICA APTS L P 3.6% 01Jun2027,2026-08-19,2026-08-13,2027-06-01,0.783,3.6,99.545,4.1926,3.9411,25.15,-0.2
MAA,name_block,catalogue,US59523UAP21,MID-AMERICA APTS L P 4.2% 15Jun2028,2026-08-19,2026-08-13,2028-06-15,1.8234,4.2,99.407,4.5401,4.1182,42.19,-0.1
MAA,name_block,catalogue,US59523UAU16,MAA 2.875 15-SEP-51,2026-08-17,2026-08-13,2051-09-15,25.0787,2.875,59.46,6.0313,5.2051,82.62,-0.0
MAR,name_block,catalogue,US571903BJ14,MAR 5 15-OCT-27,2026-08-14,2026-08-13,2027-10-15,1.1691,5.0,100.5513,4.4668,4.0004,46.64,3.8
MAR,name_block,catalogue,US571903AY99,MARRIOTT INTL INC NEW 4% 15Apr2028,2026-08-19,2026-08-13,2028-04-15,1.6564,4.0,99.101,4.5679,4.0882,47.97,-0.1
MAR,name_block,catalogue,US571903BB87,MARRIOTT INTL INC NEW 4.65% 01Dec2028,2026-08-19,2026-08-13,2028-12-01,2.2861,4.65,100.019,4.6381,4.1643,47.38,0.0
MAR,name_block,fundamentals,US571903BE27,MARRIOTT INTL INC NEW 4.625% 15Jun2030,2026-08-14,2026-08-13,2030-06-15,3.8357,4.625,99.1715,4.863,4.2501,61.29,-0.0
MAR,name_block,fundamentals,US571903BG74,MARRIOTT INTL INC NEW 2.85% 15Apr2031,2026-08-14,2026-08-13,2031-04-15,4.668,2.85,91.209,4.9861,4.3001,68.6,-0.3
MAR,name_block,fundamentals,US571903BF91,MARRIOTT INTL INC NEW 3.5% 15Oct2032,2026-08-14,2026-08-13,2032-10-15,6.1711,3.5,91.2257,5.1815,4.4078,77.37,-0.3
MAR,name_block,catalogue,US571903BH57,MAR 2.75 15-OCT-33,2026-08-14,2026-08-13,2033-10-15,7.1704,2.75,85.719,5.16,4.4791,68.09,-0.3
MAR,name_block,catalogue,US571903AX17,MARRIOTT INTL INC NEW 4.5% 01Oct2034,2026-08-19,2026-08-13,2034-10-01,8.1177,4.5,92.599,5.6488,4.5296,111.92,-0.0
MAS,cusip6,fundamentals,US574599BN52,MASCO CORP 3.5% 15Nov2027,2026-08-14,2026-08-13,2027-11-15,1.2539,3.5,98.7503,4.5424,4.0157,52.67,-1.0
MAS,cusip6,catalogue,US574599BS40,MAS 1.5 15-FEB-28,2026-08-14,2026-08-13,2028-02-15,1.5058,1.5,95.69,4.5148,4.061,45.38,-2.3
MAS,cusip6,fundamentals,US574599AT32,MASCO CORP 7.75% 01Aug2029,2026-08-14,2026-08-13,2029-08-01,2.9651,7.75,107.064,5.1417,4.1983,94.34,0.8
MAS,cusip6,catalogue,US574599BQ83,MAS 2 15-FEB-31,2026-08-14,2026-08-13,2031-02-15,4.5065,2.0,88.076,4.9948,4.2904,70.44,-0.8
MAS,cusip6,fundamentals,US574599AY27,MASCO CORP 6.5% 15Aug2032,2026-08-12,2026-08-12,2032-08-15,6.0096,6.5,107.214,5.0906,4.4507,63.99,0.1
MAS,cusip6,fundamentals,US574599BM79,MASCO CORP 4.5% 15May2047,2026-08-11,2026-08-11,2047-05-15,20.7584,4.5,80.4569,6.1835,5.2492,93.43,-0.0
MAS,cusip6,catalogue,US574599BR66,MAS 3.125 15-FEB-51,2026-08-13,2026-08-13,2051-02-15,24.5092,3.125,62.041,6.1413,5.2045,93.68,-0.0
MCD,name_block,catalogue,US58013MFB54,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 3.5% 01Mar2027,2026-08-19,2026-08-13,2027-03-01,0.5311,3.5,99.581,4.3052,3.9075,39.77,-0.1
MCD,name_block,fundamentals,US58013MFP41,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 3.5% 01Jul2027,2026-08-19,2026-08-13,2027-07-01,0.8652,3.5,99.377,4.2377,3.952,28.57,-0.1
MCD,cusip6,fundamentals,US580135BY65,MCDONALDS CORP 6.375% 08Jan2028,2026-08-14,2026-08-13,2028-01-08,1.4018,6.375,103.154,4.018,4.0423,1.0,1.6
MCD,name_block,catalogue,US58013MFF68,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 3.8% 01Apr2028,2026-08-19,2026-08-13,2028-04-01,1.6181,3.8,99.03,4.427,4.0813,34.57,-0.2
MCD,name_block,fundamentals,US58013MFJ80,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 2.625% 01Sep2029,2026-08-19,2026-08-13,2029-09-01,3.0363,2.625,94.55,4.5709,4.2022,36.87,-0.4
MCD,name_block,fundamentals,US58013MFM10,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 2.125% 01Mar2030,2026-08-19,2026-08-13,2030-03-01,3.5318,2.125,91.5756,4.7445,4.2319,51.26,-0.1
MCD,name_block,fundamentals,US58013MFQ24,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 3.6% 01Jul2030,2026-08-19,2026-08-13,2030-07-01,3.8658,3.6,95.8,4.8027,4.252,55.07,-0.1
MCD,name_block,catalogue,US58013MFS89,MCD 4.6 09-SEP-32,2026-08-14,2026-08-13,2032-09-09,6.0726,4.6,98.956,4.8,4.4004,39.96,-0.0
MCD,name_block,catalogue,US58013MEZ32,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 4.7% 09Dec2035,2026-08-19,2026-08-13,2035-12-09,9.306,4.7,96.064,5.239,4.593,64.6,-0.0
MCD,name_block,catalogue,US58013MEC47,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 6.3% 15Oct2037,2026-08-19,2026-08-13,2037-10-15,11.1567,6.3,106.943,5.4595,4.6959,76.36,0.0
MCD,name_block,catalogue,US58013MEF77,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 6.3% 01Mar2038,2026-08-19,2026-08-13,2038-03-01,11.5318,6.3,106.827,5.4926,4.7173,77.53,0.0
MCD,name_block,catalogue,US58013MEH34,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 5.7% 01Feb2039,2026-08-19,2026-08-13,2039-02-01,12.4545,5.7,100.9,5.5982,4.7699,82.83,0.0
MCD,name_block,catalogue,US58013MEK62,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 4.875% 15Jul2040,2026-08-19,2026-08-13,2040-07-15,13.9055,4.875,92.3361,5.6791,4.8526,82.65,-0.0
MCD,name_block,catalogue,US58013MEN02,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 3.7% 15Feb2042,2026-08-19,2026-08-13,2042-02-15,15.4935,3.7,78.6085,5.8139,4.9431,87.08,-0.1
MCD,name_block,catalogue,US58013MER16,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 3.625% 01May2043,2026-08-19,2026-08-13,2043-05-01,16.6982,3.625,75.987,5.9058,5.0118,89.4,-0.0
MCD,name_block,catalogue,US58013MEV28,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 4.6% 26May2045,2026-08-19,2026-08-13,2045-05-26,18.768,4.6,84.456,5.9896,5.1298,85.98,-0.0
MCD,name_block,catalogue,US58013MFA71,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 4.875% 09Dec2045,2026-08-19,2026-08-13,2045-12-09,19.3073,4.875,86.984,6.024,5.1605,86.35,-0.0
MCD,name_block,catalogue,US58013MFC38,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 4.45% 01Mar2047,2026-08-19,2026-08-13,2047-03-01,20.5311,4.45,81.28,6.055,5.2005,85.45,-0.0
MCD,name_block,catalogue,US58013MFH25,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 4.45% 01Sep2048,2026-08-19,2026-08-13,2048-09-01,22.037,4.45,80.07,6.108,5.202,90.6,-0.1
MCD,name_block,fundamentals,US58013MFK53,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 3.625% 01Sep2049,2026-08-19,2026-08-13,2049-09-01,23.0363,3.625,70.083,6.049,5.203,84.6,-0.0
MCD,name_block,fundamentals,US58013MFR07,MCDONALDS CORP MEDIUM TERM NTS BOOK ENTR 4.2% 01Apr2050,2026-08-18,2026-08-13,2050-04-01,23.6194,4.2,75.607,6.176,5.2036,97.24,-0.0
MCD,name_block,catalogue,US58013MFT62,MCD 5.15 09-SEP-52,2026-08-14,2026-08-13,2052-09-09,26.0726,5.15,87.241,6.137,5.2061,93.09,-0.0
MCK,cusip6,fundamentals,US581557BJ38,MCKESSON CORP NEW 3.95% 16Feb2028,2026-08-13,2026-08-13,2028-02-16,1.5113,3.95,99.357,4.3959,4.062,33.39,-0.2
MCK,cusip6,fundamentals,US581557BN40,MCKESSON CORP NEW 4.75% 30May2029,2026-08-12,2026-08-12,2029-05-30,2.7981,4.75,100.224,4.6553,4.2399,41.54,0.6
MCO,cusip6,catalogue,US615369AM79,MOODYS CORP 3.25% 15Jan2028,2026-08-19,2026-08-13,2028-01-15,1.4073,3.25,98.435,4.4107,4.0433,36.74,-0.4
MCO,cusip6,catalogue,US615369AW51,MCO 2 19-AUG-31,2026-08-19,2026-08-13,2031-08-19,4.9993,2.0,87.6281,4.8151,4.32,49.51,-0.1
MCO,cusip6,catalogue,US615369AZ82,MCO 4.25 08-AUG-32,2026-08-19,2026-08-13,2032-08-08,5.9713,4.25,96.459,4.9422,4.3928,54.94,-0.0
MCO,cusip6,catalogue,US615369AV78,MCO 2.75 19-AUG-41,2026-08-18,2026-08-13,2041-08-19,15.0034,2.75,68.242,5.988,4.9152,107.28,-0.1
MCO,cusip6,catalogue,US615369AE53,MOODYS CORP 5.25% 15Jul2044,2026-08-19,2026-08-13,2044-07-15,17.9055,5.25,91.483,6.034,5.0806,95.34,-0.0
MCO,cusip6,catalogue,US615369AQ83,MOODYS CORP 4.875% 17Dec2048,2026-08-19,2026-08-13,2048-12-17,22.3299,4.875,84.665,6.146,5.2023,94.37,-0.0
MCO,cusip6,catalogue,US615369AY18,MCO 3.75 25-FEB-52,2026-08-13,2026-08-13,2052-02-25,25.5359,3.75,69.6583,6.1124,5.2055,90.69,-0.0
MCO,cusip6,catalogue,US615369AX35,MCO 3.1 29-NOV-61,2026-08-17,2026-08-13,2061-11-29,35.2854,3.1,55.739,6.2061,5.21,99.61,-0.0
MDLZ,name_block,catalogue,US60920LAR50,MDLZ 1.25 24-SEP-26,2026-08-14,2026-08-13,2026-09-24,0.1123,1.25,99.711,4.0535,3.87,18.35,-20.8
MDLZ,cusip6,catalogue,US609207BA22,MDLZ 2.625 17-MAR-27,2026-08-14,2026-08-13,2027-03-17,0.5886,2.625,99.096,4.2067,3.9152,29.15,-1.4
MDLZ,cusip6,fundamentals,US609207AM78,MONDELEZ INTL INC 4.125% 07May2028,2026-08-14,2026-08-13,2028-05-07,1.7303,4.125,99.68,4.3165,4.1015,21.5,-0.1
MDLZ,cusip6,fundamentals,US609207AT22,MONDELEZ INTL INC 2.75% 13Apr2030,2026-08-14,2026-08-13,2030-04-13,3.6632,2.75,93.131,4.8209,4.2398,58.11,-0.4
MDLZ,cusip6,catalogue,US609207BB05,MDLZ 3 17-MAR-32,2026-08-14,2026-08-13,2032-03-17,5.5907,3.0,90.3368,5.0047,4.3643,64.04,-0.3
MDLZ,cusip6,fundamentals,US609207AW50,MONDELEZ INTL INC 2.625% 04Sep2050,2026-08-14,2026-08-13,2050-09-04,24.0575,2.625,57.305,6.002,5.2041,79.79,-0.1
MDT,cusip6,fundamentals,US585055BT26,MEDTRONIC INC 4.375% 15Mar2035,2026-08-14,2026-08-13,2035-03-15,8.5832,4.375,94.648,5.1543,4.5544,59.99,-0.0
MDT,cusip6,fundamentals,US585055BU98,MEDTRONIC INC 4.625% 15Mar2045,2026-08-14,2026-08-13,2045-03-15,18.5845,4.625,86.4969,5.8238,5.1193,70.45,-0.0
MET,name_block,catalogue,US58989V2D54,MET 1.25 14-SEP-26,2026-08-14,2026-08-13,2026-09-14,0.0849,1.25,99.77,4.3037,3.87,43.37,-32.3
MET,name_block,catalogue,US59217GER65,MET 1.875 11-JAN-27,2026-08-13,2026-08-13,2027-01-11,0.4134,1.875,99.1,4.109,3.8918,21.72,-2.0
MET,name_block,catalogue,US59217GFB05,MET 4.4 30-JUN-27,2026-08-14,2026-08-13,2027-06-30,0.8761,4.4,100.172,4.1913,3.9535,23.78,0.2
MET,name_block,catalogue,US592179KF10,MET 5.05 06-JAN-28,2026-08-13,2026-08-13,2028-01-06,1.399,5.05,100.798,4.45,4.0418,40.82,0.2
MET,name_block,catalogue,US59217GEZ81,MET 3.3 21-MAR-29,2026-08-12,2026-08-12,2029-03-21,2.6064,3.3,96.584,4.7071,4.2303,47.68,-0.0
MET,name_block,catalogue,US59217GFD60,MET 4.3 25-AUG-29,2026-08-14,2026-08-13,2029-08-25,3.0308,4.3,98.826,4.721,4.2018,51.92,-0.1
MET,cusip6,fundamentals,US59156RBZ01,METLIFE INC 4.55% 23Mar2030,2026-08-14,2026-08-13,2030-03-23,3.6057,4.55,99.54,4.6891,4.2363,45.28,-0.0
MET,name_block,catalogue,US59217GGU76,MET 1.55 07-JAN-31,2026-07-31,2026-07-31,2031-01-07,4.4381,1.55,86.606,4.958,4.4191,53.89,-1.0
MET,name_block,catalogue,US59217GET22,MET 2.4 11-JAN-32,2026-08-14,2026-08-13,2032-01-11,5.41,2.4,87.995,4.961,4.3507,61.03,-0.4
MET,cusip6,fundamentals,US59156RAE80,METLIFE INC 6.5% 15Dec2032,2026-08-14,2026-08-13,2032-12-15,6.3381,6.5,107.712,5.0589,4.4204,63.85,0.2
MET,cusip6,fundamentals,US59156RAJ77,METLIFE INC 6.375% 15Jun2034,2026-08-14,2026-08-13,2034-06-15,7.8357,6.375,106.612,5.3294,4.5146,81.48,0.1
MET,cusip6,fundamentals,US59156RAM07,METLIFE INC 5.7% 15Jun2035,2026-08-14,2026-08-13,2035-06-15,8.835,5.7,102.013,5.409,4.5679,84.11,0.0
MET,cusip6,fundamentals,US59156RAY45,METLIFE INC 5.875% 06Feb2041,2026-08-13,2026-08-13,2041-02-06,14.486,5.875,100.974,5.7746,4.8857,88.89,0.0
MET,cusip6,fundamentals,US59156RBD98,METLIFE INC 4.125% 13Aug2042,2026-08-14,2026-08-13,2042-08-13,15.9973,4.125,81.455,5.9371,4.9718,96.53,-0.1
MET,cusip6,fundamentals,US59156RBG20,METLIFE INC 4.875% 13Nov2043,2026-08-14,2026-08-13,2043-11-13,17.2485,4.875,88.554,5.9445,5.0432,90.13,-0.0
MET,cusip6,fundamentals,US59156RBN70,METLIFE INC 4.05% 01Mar2045,2026-08-13,2026-08-13,2045-03-01,18.5489,4.05,79.038,5.928,5.1173,81.07,-0.0
MET,cusip6,fundamentals,US59156RBR84,METLIFE INC 4.6% 13May2046,2026-08-13,2026-08-13,2046-05-13,19.7481,4.6,84.305,5.9622,5.1856,77.66,0.0
MET,cusip6,catalogue,US59156RCC07,MET 5 15-JUL-52,2026-08-14,2026-08-13,2052-07-15,25.9192,5.0,85.698,6.1056,5.2059,89.97,-0.0
MET,cusip6,catalogue,US59156RCD89,MET 5.25 15-JAN-54,2026-08-14,2026-08-13,2054-01-15,27.4223,5.25,88.816,6.094,5.2074,88.66,-0.0
META,cusip6,fundamentals,US30303M8G02,"Meta Platforms, 3.5% 15aug2027, USD",2026-08-14,2026-08-13,2027-08-15,1.0021,3.5,99.354,4.1697,3.9704,19.93,-0.5
META,cusip6,catalogue,US30303M8H84,META 3.85 15-AUG-32,2026-08-14,2026-08-13,2032-08-15,6.0041,3.85,93.1522,5.194,4.3953,79.87,-0.2
META,cusip6,catalogue,US30303M8J41,META 4.45 15-AUG-52,2026-08-14,2026-08-13,2052-08-15,26.0041,4.45,71.878,6.762,5.206,155.6,-0.0
META,cusip6,catalogue,US30303M8K14,META 4.65 15-AUG-62,2026-08-14,2026-08-13,2062-08-15,36.0027,4.65,70.469,6.8758,5.21,166.58,-0.0
MGM,cusip6,catalogue,US552953CD18,MGM Resorts International 4.625% 1sep2026 USD,2026-08-19,2026-08-13,2026-09-01,0.0356,4.625,99.9975,4.6069,3.87,73.69,3.9
