date,market_total,20_total,20_ratio,20_resid,25_total,25_ratio,25_resid,30_total,30_ratio,30_resid,40_total,40_ratio,40_resid,55_total,55_ratio,55_resid
1959-11-30,7.5852,,,,,,,,,,,,,4.7724,0.6292,3.1893
1959-12-31,7.7033,,,,,,,,,,,,,4.9949,0.6484,3.256
1960-01-29,7.3604,,,,,,,,,,,,,4.6203,0.6277,3.1176
1960-02-29,6.9128,,,,,,,,,,,,,4.3932,0.6355,3.0241
1960-03-31,6.6757,,,,,,,,,,,,,4.2492,0.6365,2.9026
1960-04-29,6.8969,,,,,,,,,,,,,4.2616,0.6179,2.9115
1960-05-31,6.9521,,,,,,,,,,,,,4.22,0.607,2.9766
1960-06-30,7.0248,,,,,,,,,,,,,4.3136,0.614,3.0375
1960-07-29,7.0633,,,,,,,,,,,,,4.3317,0.6133,3.0388
1960-08-31,7.025,,,,,,,,,,,,,4.1404,0.5894,2.8467
1960-09-30,6.8821,,,,,,,,,,,,,4.102,0.596,2.8718
1960-10-31,6.9908,,,,,,,,,,,,,4.2958,0.6145,2.9311
1960-11-30,6.8258,,,,,,,,,,,,,4.2827,0.6274,2.9428
1960-12-30,7.0695,,,,,,,,,,,,,4.5023,0.6369,3.0922
1961-01-31,7.1663,,,,,,,,,,,,,4.6723,0.652,3.1404
1961-02-28,7.0129,,,,,,,,,,,,,4.5894,0.6544,3.1525
1961-03-30,7.0553,,,,,,,,,,,,,4.7048,0.6668,3.2055
1961-04-28,6.9748,,,,,,,,,,,,,4.7423,0.6799,3.2443
1961-05-31,6.8599,,,,,,,,,,,,,4.7596,0.6938,3.2031
1961-06-30,6.7923,,,,,,,,,,,,,4.775,0.703,3.2364
1961-07-31,6.945,,,,,,,,,,,,,5.1265,0.7382,3.3462
1961-08-31,6.8776,,,,,,,,,,,,,5.1086,0.7428,3.3491
1961-09-29,6.9522,,,,,,,,,,,,,5.1259,0.7373,3.2963
1961-10-31,6.9004,,,,,,,,,,,,,5.1452,0.7456,3.2688
1961-11-30,6.7352,,,,,,,,,,,,,5.1032,0.7577,3.2791
1961-12-29,6.4269,,,,,,,,,,,,,4.7888,0.7451,3.1612
1962-01-31,6.2372,,,,,,,,,,,,,4.7253,0.7576,3.1755
1962-02-28,6.1845,,,,,,,,,,,,,4.7634,0.7702,3.1499
1962-03-30,6.1725,,,,,,,,,,,,,5.0089,0.8115,3.3618
1962-04-30,6.2405,,,,,,,,,,,,,5.1068,0.8183,3.3092
1962-05-31,6.0549,,,,,,,,,,,,,5.0776,0.8386,3.2406
1962-06-29,6.0012,,,,,,,,,,,,,4.9858,0.8308,3.1566
1962-07-31,6.0551,,,,,,,,,,,,,4.9967,0.8252,3.2001
1962-08-31,9.5308,,,,,,,,,,,,,10.4235,1.0937,4.5744
1962-09-28,10.2883,,,,,,,,,,,,,11.0608,1.0751,4.8096
1962-10-31,10.4282,,,,,,,,,,,,,11.1015,1.0646,4.7679
1962-11-30,10.4909,,,,,,,,,,,,,11.1031,1.0583,4.7499
1962-12-31,10.5747,,,,,,,,,,,,,11.099,1.0496,4.6739
1963-01-31,10.9177,,,,,,,,,,,,,11.3014,1.0351,5.2435
1963-02-28,11.0149,,,,,,,,,,,,,11.3727,1.0325,5.2817
1963-03-29,11.0972,,,,,,,,,,,,,11.3739,1.0249,5.2612
1963-04-30,11.0766,,,,,,,,,,,,,11.3636,1.0259,5.2337
1963-05-31,11.0774,,,,,,,,,,,,,11.3606,1.0256,5.219
1963-06-28,11.124,,,,,,,,,,,,,11.3512,1.0204,5.1534
1963-07-31,11.0241,,,,,,,,,,,,,11.2631,1.0217,5.129
1963-08-30,9.286,,,,,,,,,,,,,8.3628,0.9006,4.174
1963-09-30,8.5486,,,,,,,,,,,,,7.4838,0.8754,3.8524
1963-10-31,8.3135,,,,,,,,,,,,,7.2983,0.8779,3.836
1963-11-29,8.2493,,,,,,,,,,,,,7.2775,0.8822,3.8222
1963-12-31,7.8977,,,,,,,,,,,,,7.1323,0.9031,3.7882
1964-01-31,7.3481,,,,,,,,,,,,,6.5275,0.8883,3.4706
1964-02-28,7.897,,,,,,,,,,,,,6.6928,0.8475,3.5733
1964-03-31,7.7967,,,,,,,,,,,,,6.6274,0.85,3.5396
1964-04-30,7.7015,,,,,,,,,,,,,6.5626,0.8521,3.5419
1964-05-28,7.5924,,,,,,,,,,,,,6.4145,0.8449,3.48
1964-06-30,7.5465,,,,,,,,,,,,,6.3866,0.8463,3.4551
1964-07-31,7.4981,,,,,,,,,,,,,6.3509,0.847,3.4214
1964-08-31,6.4114,,,,,,,,,,,,,4.3821,0.6835,2.6493
1964-09-30,5.9404,,,,,,,,,,,,,3.8703,0.6515,2.443
1964-10-30,5.8611,,,,,,,,,,,,,3.7987,0.6481,2.4433
1964-11-30,5.7902,,,,,,,,,,,,,3.7366,0.6453,2.4333
1964-12-31,5.5277,,,,,,,,,,,,,3.5624,0.6445,2.3999
1965-01-29,5.1729,,,,,,,,,,,,,3.2474,0.6278,2.1738
1965-02-26,4.5282,,,,,,,,,,,,,2.9869,0.6596,2.1387
1965-03-31,4.4839,,,,,,,,,,,,,2.9193,0.6511,2.088
1965-04-30,4.4547,,,,,,,,,,,,,2.8854,0.6477,2.0596
1965-05-28,4.5714,,,,,,,,,,,,,2.8523,0.6239,2.0231
1965-06-30,4.5284,,,,,,,,,,,,,2.8412,0.6274,2.0186
1965-07-30,4.4795,,,,,,,,,,,,,2.8368,0.6333,2.0231
1965-08-31,4.5641,,,,,,,,,,,,,3.0306,0.664,2.1051
1965-09-30,5.1844,,,,,,,,,,,,,3.536,0.6821,2.1979
1965-10-29,5.2081,,,,,,,,,,,,,3.6095,0.693,2.2424
1965-11-30,5.1741,,,,,,,,,,,,,3.5965,0.6951,2.2297
1965-12-31,5.1908,,,,,,,,,,,,,3.5648,0.6868,2.1887
1966-01-31,5.1578,,,,,,,,,,,,,3.5549,0.6892,2.1666
1966-02-28,4.7692,,,,,,,,,,,,,3.3807,0.7089,2.1216
1966-03-31,4.7959,,,,,,,,,,,,,3.3875,0.7063,2.0713
1966-04-29,4.8308,,,,,,,,,,,,,3.3885,0.7014,2.1885
1966-05-31,4.9503,,,,,,,,,,,,,3.6099,0.7292,2.2483
1966-06-30,5.2474,,,,,,,,,,,,,3.7686,0.7182,2.3652
1966-07-29,5.2827,,,,,,,,,,,,,3.8125,0.7217,2.4093
1966-08-31,5.8571,,,,,,,,,,,,,3.9253,0.6702,2.4059
1966-09-30,5.6592,,,,,,,,,,,,,3.7373,0.6604,2.3325
1966-10-31,5.9698,,,,,,,,,,,,,3.8348,0.6424,2.3911
1966-11-30,6.8679,,,,,,,,,,,,,4.9369,0.7188,2.7868
1966-12-30,7.3228,,,,,,,,,,,,,5.2174,0.7125,2.9038
1967-01-31,7.5848,,,,,,,,,,,,,5.4821,0.7228,3.0432
1967-02-28,7.7139,,,,,,,,,,,,,5.5335,0.7173,3.098
1967-03-31,7.7488,,,,,,,,,,,,,5.5624,0.7178,3.1761
1967-04-28,7.8997,,,,,,,,,,,,,5.6095,0.7101,3.1698
1967-05-31,7.9088,,,,,,,,,,,,,5.5795,0.7055,3.1553
1967-06-30,7.9035,,,,,,,,,,,,,5.5566,0.703,3.1911
1967-07-31,7.9946,,,,,,,,,,,,,5.5445,0.6935,3.2511
1967-08-31,8.0417,,,,,,,,,,,,,5.576,0.6934,3.2897
1967-09-29,7.8447,,,,,,,,,,,,,5.4525,0.6951,3.2983
1967-10-31,7.7302,,,,,,,,,,,,,5.3857,0.6967,3.2997
1967-11-30,7.1712,,,,,,,,,,,,,4.7027,0.6558,3.0635
1967-12-29,6.8041,,,,,,,,,,,,,4.4232,0.6501,2.9883
1968-01-31,6.7193,,,,,,,,,,,,,4.2541,0.6331,2.8625
1968-02-29,6.7728,,,,,,,,,,,,,4.336,0.6402,2.9181
1968-03-29,6.6931,,,,,,,,,,,,,4.3821,0.6547,3.0045
1968-04-30,6.6603,,,,,,,,,,,,,4.6949,0.7049,3.2578
1968-05-31,6.8266,,,,,,,,,,,,,4.828,0.7072,3.3774
1968-06-28,7.0214,,,,,,,,,,,,,4.9194,0.7006,3.3838
1968-07-30,7.1375,,,,,,,,,,,,,5.1867,0.7267,3.4881
1968-08-30,7.0007,,,,,,,,,,,,,5.1468,0.7352,3.4726
1968-09-30,6.7743,,,,,,,,,,,,,5.0887,0.7512,3.5296
1968-10-31,6.8681,,,,,,,,,,,,,5.266,0.7667,3.7139
1968-11-29,6.9275,,,,,,,,,,,,,5.2577,0.759,3.6827
1968-12-31,6.809,,,,,,,,,,,,,5.1121,0.7508,3.6439
1969-01-31,6.5615,,,,,,,,,,,,,4.8659,0.7416,3.5475
1969-02-28,6.3958,,,,,,,,,,,,,4.8948,0.7653,3.6576
1969-03-28,6.2062,,,,,,,,,,,,,4.863,0.7836,3.7241
1969-04-30,6.315,,,,,,,,,,,,,4.959,0.7853,3.7368
1969-05-29,6.4301,,,,,,,,,,,,,4.8657,0.7567,3.5998
1969-06-30,6.3836,,,,,,,,,,,,,4.7889,0.7502,3.5517
1969-07-31,6.2264,,,,,,,,,,,,,4.6505,0.7469,3.5087
1969-08-29,6.0267,,,,,,,,,,,,,4.4459,0.7377,3.3851
1969-09-30,6.1785,,,,,,,,,,,,,4.6981,0.7604,3.4364
1969-10-31,6.6879,,,,,,,,,,,,,4.7357,0.7081,3.3228
1969-11-28,6.7251,,,,,,,,,,,,,4.7843,0.7114,3.334
1969-12-31,6.8089,,,,,,,,,,,,,4.8393,0.7107,3.3507
1970-01-30,6.8657,,,,,,,,,,,,,5.0687,0.7383,3.5322
1970-02-27,6.8924,,,,,,,,,,,,,5.2357,0.7596,3.5805
1970-03-31,7.0079,,,,,,,,,,,,,5.4838,0.7825,3.6706
1970-04-30,7.1541,,,,,,,,,,,,,5.5214,0.7718,3.7425
1970-05-29,7.193,,,,,,,,,,,,,5.7032,0.7929,3.9122
1970-06-30,7.1852,,,,,,,,,,,,,5.8121,0.8089,3.9649
1970-07-31,7.5523,,,,,,,,,,,,,6.0156,0.7965,4.0084
1970-08-31,8.7822,,,,,,,,,,,,,6.6918,0.762,4.0035
1970-09-30,9.0554,,,,,,,,,,,,,6.7039,0.7403,4.1818
1970-10-30,9.0645,,,,,,,,,,,,,6.8426,0.7549,4.2032
1970-11-30,9.2263,,,,,,,,,,,,,6.9934,0.758,4.2586
1970-12-31,9.3547,,,,,,,,,,,,,7.0117,0.7495,4.3992
1971-01-29,9.3509,,,,,,,,,,,,,6.8797,0.7357,4.2909
1971-02-26,9.4837,,,,,,,,,,,,,6.9227,0.73,4.2851
1971-03-31,9.5294,,,,,,,,,,,,,6.9228,0.7265,4.194
1971-04-30,9.5181,,,,,,,,,,,,,6.9628,0.7315,4.3078
1971-05-28,9.4729,,,,,,,,,,,,,6.8273,0.7207,4.2009
1971-06-30,9.4517,,,,,,,,,,,,,6.8219,0.7218,4.1591
1971-07-30,9.1389,,,,,,,,,,,,,6.5442,0.7161,4.0981
1971-08-31,8.1778,,,,,,,,,,,,,6.0023,0.734,4.0919
1971-09-30,7.7946,,,,,,,,,,,,,5.9522,0.7636,4.0426
1971-10-29,7.7329,,,,,,,,,,,,,5.9785,0.7731,4.0359
1971-11-30,7.8471,,,,,,,,,,,,,6.0347,0.769,4.227
1971-12-31,7.7319,,,,,,,,,,,,,6.1525,0.7957,4.2246
1972-01-31,7.813,,,,,,,,,,,,,6.1147,0.7826,4.2016
1972-02-29,7.9279,,,,,,,,,,,,,5.9743,0.7536,4.0918
1972-03-30,7.9675,,,,,,,,,,,,,5.96,0.748,4.1255
1972-04-28,7.8931,,,,,,,,,,,,,5.9439,0.7531,4.1128
1972-05-31,7.8215,,,,,,,,,,,,,5.8618,0.7494,4.1388
1972-06-30,7.8416,,,,,,,,,,,,,5.8279,0.7432,4.1542
1972-07-31,7.6488,,,,,,,,,,,,,5.6972,0.7449,4.1536
1972-08-31,7.178,,,,,,,,,,,,,5.2458,0.7308,4.125
1972-09-29,6.881,,,,,,,,,,,,,5.072,0.7371,4.0188
1972-10-31,6.737,,,,,,,,,,,,,4.9403,0.7333,3.9636
1972-11-30,6.4319,,,,,,,,,,,,,4.8446,0.7532,3.8904
1972-12-29,6.3807,,,,,,,,,,,,,4.6997,0.7366,3.7522
1973-01-31,6.3098,,,,,,,,,,,,,4.6865,0.7427,3.8071
1973-02-28,6.0851,,,,,,,,,,,,,4.5882,0.754,3.789
1973-03-30,6.0772,,,,,,,,,,,,,4.4624,0.7343,3.6454
1973-04-30,6.1245,,,,,,,,,,,,,4.5114,0.7366,3.6487
1973-05-31,6.4128,,,,,,,,,,,,,4.3964,0.6856,3.4655
1973-06-29,6.7393,,,,,,,,,,,,,4.4554,0.6611,3.4229
1973-07-31,7.1045,,,,,,,,,,,,,4.5533,0.6409,3.3952
1973-08-31,7.6322,,,,,,,,,,,,,4.6508,0.6094,3.3575
1973-09-28,7.9729,,,,,,,,,,,,,4.7192,0.5919,3.2567
1973-10-31,8.1278,,,,,,,,,,,,,4.7833,0.5885,3.4001
1973-11-30,8.103,,,,,,,,,,,,,4.8743,0.6015,3.4022
1973-12-31,8.2051,,,,,,,,,,,,,5.0092,0.6105,3.4914
1974-01-31,8.3257,,,,,,,,,,,,,4.9856,0.5988,3.4191
1974-02-28,9.3252,,,,,,,,,,,,,5.9214,0.635,3.799
1974-03-29,9.9501,,,,,,,,,,,,,6.5022,0.6535,4.1349
1974-04-30,10.4782,,,,,,,,,,,,,6.6348,0.6332,4.1184
1974-05-31,10.698,,,,,,,,,,,,,6.7161,0.6278,4.1339
1974-06-28,10.8026,,,,,,,,,,,,,6.7138,0.6215,4.0943
1974-07-31,10.8619,,,,,,,,,,,,,7.6566,0.7049,5.0795
1974-08-30,10.9118,,,,,,,,,,,,,8.1087,0.7431,5.5528
1974-09-30,10.9848,,,,,,,,,,,,,8.6197,0.7847,6.0346
1974-10-31,11.5347,,,,,,,,,,,,,9.129,0.7914,6.166
1974-11-29,12.1368,,,,,,,,,,,,,9.4337,0.7773,6.2993
1974-12-31,12.7255,,,,,,,,,,,,,9.8654,0.7752,6.5307
1975-01-31,13.5292,,,,,,,,,,,,,10.4603,0.7732,6.7297
1975-02-28,13.6617,,,,,,,,,,,,,10.413,0.7622,6.6627
1975-03-31,13.6574,,,,,,,,,,,,,10.4377,0.7643,6.7086
1975-04-30,13.8448,,,,,,,,,,,,,10.8127,0.781,6.9214
1975-05-30,14.0136,,,,,,,,,,,,,10.9864,0.784,6.947
1975-06-30,14.1113,,,,,,,,,,,,,11.1425,0.7896,6.9753
1975-07-31,14.3077,,,,,,,,,,,,,10.8533,0.7586,6.704
1975-08-29,14.2213,,,,,,,,,,,,,10.9168,0.7676,6.6297
1975-09-30,14.1076,,,,,,,,,,,,,10.7302,0.7606,6.4633
1975-10-31,13.7869,,,,,,,,,,,,,10.6022,0.769,6.4081
1975-11-28,13.6424,,,,,,,,,,,,,10.3791,0.7608,6.2124
1975-12-31,13.2606,,,,,,,,,,,,,9.9797,0.7526,5.9958
1976-01-30,12.7956,,,,,,,,,,,,,9.6995,0.758,5.8958
1976-02-27,12.1592,,,,,,,,,,,,,9.306,0.7654,5.7943
1976-03-31,11.8126,,,,,,,,,,,,,9.1083,0.7711,5.6147
1976-04-30,11.6424,,,,,,,,,,,,,8.9388,0.7678,5.4261
1976-05-28,11.416,,,,,,,,,,,,,8.9434,0.7834,5.402
1976-06-30,11.2501,,,,,,,,,,,,,8.7572,0.7784,5.3579
1976-07-30,11.0011,,,,,,,,,,,,,8.4545,0.7685,4.9993
1976-08-31,10.8553,,,,,,,,,,,,,8.1148,0.7475,4.7514
1976-09-30,10.7355,,,,,,,,,,,,,7.7647,0.7233,4.4685
1976-10-29,10.5009,,,,,,,,,,,,,7.4912,0.7134,4.3733
1976-11-30,9.9005,,,,,,,,,,,,,6.971,0.7041,4.1708
1976-12-31,9.2809,,,,,,,,,,,,,6.5444,0.7051,3.9926
1977-01-31,9.0492,,,,,,,,,,,,,6.3477,0.7015,3.8908
1977-02-28,8.6924,,,,,,,,,,,,,5.9923,0.6894,3.8407
1977-03-31,8.4909,,,,,,,,,,,,,5.7991,0.683,3.7145
1977-04-29,8.1675,,,,,,,,,,,,,5.6885,0.6965,3.7611
1977-05-31,7.8399,,,,,,,,,,,,,5.4513,0.6953,3.6563
1977-06-30,7.6128,,,,,,,,,,,,,5.2699,0.6922,3.6296
1977-07-29,7.6073,,,,,,,,,,,,,5.2976,0.6964,3.606
1977-08-31,7.4944,,,,,,,,,,,,,5.1442,0.6864,3.4889
1977-09-30,7.3876,,,,,,,,,,,,,5.0524,0.6839,3.3702
1977-10-31,7.4267,,,,,,,,,,,,,4.9512,0.6667,3.3248
1977-11-30,7.1787,,,,,,,,,,,,,4.8361,0.6737,3.3742
1977-12-30,7.0056,,,,,,,,,,,,,4.7166,0.6733,3.3294
1978-01-31,6.7875,,,,,,,,,,,,,4.7672,0.7023,3.3803
1978-02-28,6.8328,,,,,,,,,,,,,4.6643,0.6826,3.3407
1978-03-31,6.8298,,,,,,,,,,,,,4.5935,0.6726,3.3121
1978-04-28,6.8316,,,,,,,,,,,,,4.7198,0.6909,3.39
1978-05-31,6.7656,,,,,,,,,,9.6879,1.4319,4.6676,4.5274,0.6692,3.2318
1978-06-30,6.7871,,,,,,,,,,9.2818,1.3676,4.2995,4.5801,0.6748,3.1727
1978-07-31,6.8972,,,,,,,,,,9.1566,1.3276,4.3308,4.5307,0.6569,3.2501
1978-08-31,6.9742,,,,,,,,,,8.5057,1.2196,3.964,4.4677,0.6406,3.3216
1978-09-29,7.0099,,,,,,,,,,8.2368,1.175,3.8103,4.4169,0.6301,3.2756
1978-10-31,7.1503,,,,,,,,,,8.4077,1.1759,3.8505,4.4469,0.6219,3.3025
1978-11-30,7.1589,,,,,,,,,,8.4951,1.1866,3.9127,4.3378,0.6059,3.2316
1978-12-29,7.246,,,,,,,,,,8.4925,1.172,3.9232,4.3109,0.5949,3.1961
1979-01-31,7.7787,,,,,,,,,,9.0071,1.1579,3.9505,4.5206,0.5812,3.2767
1979-02-28,8.0177,,,,,,,,,,9.0474,1.1284,4.0126,4.5774,0.5709,3.261
1979-03-30,8.1427,,,,,,,,,,9.0552,1.1121,3.9998,4.6642,0.5728,3.3027
1979-04-30,8.2409,,,,,,,,,,9.1041,1.1047,3.953,4.5699,0.5545,3.2273
1979-05-31,8.3746,,,,,,,,,,9.2134,1.1002,3.9378,4.5334,0.5413,3.1639
1979-06-29,8.3893,,,,,,,,,,9.22,1.099,3.9913,4.5781,0.5457,3.1738
1979-07-31,8.1913,,,,,,,,,,8.9119,1.088,3.8815,4.5548,0.5561,3.1826
1979-08-31,8.22,,,,,,,,,,8.9319,1.0866,3.8713,4.6361,0.564,3.2082
1979-09-28,8.1792,,,,,,,,,,8.9405,1.0931,3.9583,4.6323,0.5664,3.2284
1979-10-31,8.0982,,,,,,,,,,8.8943,1.0983,4.0148,4.6229,0.5709,3.2253
1979-11-30,8.1659,,,,,,,,,,8.9208,1.0924,3.9943,4.6945,0.5749,3.1857
1979-12-31,8.2249,,,,,,,,,,8.9253,1.0852,4.1548,4.7338,0.5756,3.2261
1980-01-31,8.3229,,,,,,,,,,9.4262,1.1326,4.3069,5.456,0.6555,3.6132
1980-02-29,8.2343,,,,,,,,,,9.3924,1.1406,4.3198,5.5336,0.672,3.6677
1980-03-31,8.197,,,,,,,,,,9.2011,1.1225,4.3545,5.3979,0.6585,3.5684
1980-04-30,8.2503,,,,,,,,,,9.1574,1.1099,4.5134,5.4095,0.6557,3.6469
1980-05-30,8.593,,,,,,,,,,9.4872,1.1041,5.1919,5.886,0.685,3.9505
1980-06-30,9.546,,,,,,,,,,10.2106,1.0696,5.5309,6.8203,0.7145,4.3597
1980-07-31,9.7289,,,,,,,,,,10.3642,1.0653,5.73,7.1356,0.7334,4.6491
1980-08-29,9.9115,,,,,,,,,,10.4662,1.056,5.7318,7.2682,0.7333,4.6035
1980-09-30,10.0711,,,,,,,,,,10.3686,1.0295,5.707,7.3866,0.7334,4.6452
1980-10-31,10.0918,,,,,,,,,,10.2735,1.018,5.6634,7.3509,0.7284,4.7563
1980-11-28,10.304,,,,,,,,,,10.3344,1.003,5.669,7.4227,0.7204,4.8641
1980-12-31,10.6307,,,,,,,,,,10.5927,0.9964,5.8286,7.575,0.7126,4.9229
1981-01-30,10.4684,,,,,,,,,,9.8598,0.9419,5.718,7.1419,0.6822,4.7599
1981-02-27,10.7253,,,,,,,,,,9.957,0.9284,5.8654,7.3172,0.6822,4.7772
1981-03-31,11.0462,,,,,,,,,,10.199,0.9233,6.1135,7.8282,0.7087,5.1258
1981-04-30,11.2388,,,,,,,,,,10.2139,0.9088,6.1909,8.0088,0.7126,5.1915
1981-05-29,11.1814,,,,,,,,,,10.0796,0.9015,6.0072,7.8598,0.7029,5.1432
1981-06-30,10.7377,,,,,,,,,,9.7519,0.9082,5.9147,7.3968,0.6889,5.0365
1981-07-31,10.6763,,,,,,,,,,9.7316,0.9115,5.8438,7.3097,0.6847,4.8887
1981-08-31,10.608,,,,,,,,,,9.7665,0.9207,6.0271,7.3563,0.6935,4.9988
1981-09-30,10.5471,,,,,,,,,,10.0743,0.9552,6.23,7.4853,0.7097,5.1447
1981-10-30,10.5989,,,,,,,,,,10.2867,0.9705,6.3809,7.7302,0.7293,5.2153
1981-11-30,10.7566,,,,,,,,,,10.4544,0.9719,6.4154,8.1108,0.754,5.4225
1981-12-31,10.6702,,,,,,,,,,10.2906,0.9644,6.386,8.3569,0.7832,5.6595
1982-01-29,10.6496,,,,,,,,,,10.4307,0.9794,6.3566,8.386,0.7874,5.5945
1982-02-26,10.4576,,,,,,,,,,10.2666,0.9817,6.2422,8.2333,0.7873,5.6736
1982-03-31,10.194,,,,,,,,,,10.1488,0.9956,6.0074,7.9075,0.7757,5.5068
1982-04-30,10.3865,,,,,,,,,,10.4254,1.0038,5.9817,8.2436,0.7937,5.4894
1982-05-28,10.3675,,,,,,,,,,10.2805,0.9916,5.8905,8.1978,0.7907,5.4469
1982-06-30,10.2244,,,,,,,,,,10.0284,0.9808,5.9568,7.9385,0.7764,5.2973
1982-07-30,10.2104,,,,,,,,,,9.8353,0.9633,5.8704,7.8188,0.7658,5.1501
1982-08-31,10.109,,,,,,,,,,9.9577,0.985,5.9174,7.7028,0.762,5.0335
1982-09-30,10.0517,,,,,,,,,,10.0252,0.9974,6.1407,7.539,0.75,4.9077
1982-10-29,10.1009,,,,,,,,,,10.0948,0.9994,6.2277,7.6724,0.7596,4.9983
1982-11-30,10.2653,,,,,,,,,,10.4103,1.0141,6.5469,7.6055,0.7409,4.9829
1982-12-31,10.0845,,,,,,,,,,10.4154,1.0328,6.5612,7.4876,0.7425,4.8415
1983-01-31,10.8879,,,,,,,,,,11.2955,1.0374,6.696,8.0059,0.7353,5.0238
1983-02-28,11.0956,,,,,,,,,,11.5571,1.0416,6.597,8.1084,0.7308,5.0232
1983-03-31,11.2402,,,,,,,,,,12.1227,1.0785,6.9823,7.9419,0.7066,4.9946
1983-04-29,11.3503,,,,,,,,,,12.2648,1.0806,7.0906,7.825,0.6894,4.8946
1983-05-31,11.4263,,,,,,,,,,12.733,1.1144,7.2128,7.8154,0.684,4.8467
1983-06-30,11.338,,,,,,,,,,12.6931,1.1195,7.1344,7.6863,0.6779,4.8498
1983-07-29,11.4865,,,,,,,,,,12.9852,1.1305,7.2115,7.6549,0.6664,4.8453
1983-08-31,11.5378,,,,,,,,,,12.9184,1.1197,7.0976,7.58,0.657,4.8315
1983-09-30,11.6595,,,,,,,,,,12.8822,1.1049,6.8219,7.5044,0.6436,4.7226
1983-10-31,11.7766,,,,,,,,,,13.1643,1.1178,6.6931,7.4716,0.6344,4.6234
1983-11-30,11.4948,,,,,,,,,,12.9707,1.1284,6.5979,7.0145,0.6102,4.2731
1983-12-30,11.2324,,,,,,,,,,12.683,1.1291,6.5057,6.8834,0.6128,4.257
1984-01-31,10.681,,,,,,,,,,12.3674,1.1579,6.6184,6.4777,0.6065,4.1997
1984-02-29,10.3115,,,,,,,,,,12.2016,1.1833,6.6242,6.2771,0.6087,4.0904
1984-03-30,9.9536,,,,,,,,,,11.734,1.1789,6.4684,6.2342,0.6263,4.1922
1984-04-30,9.3792,,,,,,,,,,11.3132,1.2062,6.2462,6.0369,0.6436,4.3357
1984-05-31,9.4659,,,,,,,,,,11.0947,1.1721,6.0498,6.1919,0.6541,4.5335
1984-06-29,9.5033,,,,,,,,,,12.1489,1.2784,7.5135,6.2925,0.6621,4.5382
1984-07-31,9.4322,,,,,,,,,,12.0498,1.2775,7.4161,6.2534,0.663,4.5047
1984-08-31,9.3999,,,,,,,,,,12.1287,1.2903,7.5096,6.3331,0.6737,4.5207
1984-09-28,9.3226,,,,,,,,,,12.07,1.2947,7.4333,6.3511,0.6813,4.5225
1984-10-31,9.2258,,,,,,,,,,12.0815,1.3095,7.5068,6.2913,0.6819,4.5845
1984-11-30,9.0539,,,,,,,,,,11.9963,1.325,7.3771,6.2327,0.6884,4.532
1984-12-31,8.9162,,,,,,,,,,11.9592,1.3413,7.3531,6.1897,0.6942,4.5183
1985-01-31,8.5748,,,,,,,,,,13.6735,1.5946,9.9131,7.4608,0.8701,6.2125
1985-02-28,8.4039,,,,,,,,,,13.546,1.6119,9.8846,7.4124,0.882,6.1718
1985-03-29,8.2616,,,,,,,,,,13.4114,1.6233,9.7466,7.3934,0.8949,6.1587
1985-04-30,8.1679,,,,,,,,,,13.5288,1.6563,9.6717,7.339,0.8985,6.1208
1985-05-31,7.8729,,,,,,,,,,13.3406,1.6945,9.5525,7.2095,0.9157,5.9706
1985-06-28,7.7507,,,,,,,,,,12.7304,1.6425,8.8947,7.2526,0.9357,5.9923
1985-07-31,7.5775,,,,,,,,,,12.7735,1.6857,8.8959,7.2153,0.9522,5.9664
1985-08-30,7.5352,,,,,,,,,,12.712,1.687,8.8333,7.2659,0.9643,6.0067
1985-09-30,7.3708,,,,,,,,,,12.6056,1.7102,8.8079,7.2552,0.9843,6.0689
1985-10-31,7.0928,,,,,,,,,,12.3124,1.7359,8.8343,7.843,1.1058,6.5573
1985-11-29,6.9552,,,,,,,,,,12.1166,1.7421,8.7797,7.8697,1.1315,6.59
1985-12-31,7.0264,,,,,,,,,,12.0657,1.7172,8.6937,8.0056,1.1394,6.6406
1986-01-31,6.9642,,,,,,,,,,10.5257,1.5114,6.3546,7.1488,1.0265,5.6012
1986-02-28,6.9723,,,,,,,,,,10.537,1.5113,6.3276,7.2327,1.0373,5.5939
1986-03-31,7.0502,,,,,,,,,,10.6715,1.5136,6.2646,7.3473,1.0421,5.6492
1986-04-30,7.439,,,,,,,,,,11.0071,1.4796,6.378,7.7852,1.0465,5.6098
1986-05-30,7.4095,,,,,,,,,,11.0182,1.487,6.4143,7.9152,1.0683,5.5491
1986-06-30,7.7767,,,,,,,,,,11.2139,1.442,5.9987,8.3621,1.0753,5.6686
1986-07-31,8.0242,,,,,,,,,,11.283,1.4061,5.9874,8.5828,1.0696,5.7078
1986-08-29,8.1275,,,,,,,,,,11.3575,1.3974,6.1455,8.6385,1.0629,5.6456
1986-09-30,8.703,,,,,,,,,,11.9932,1.378,6.3358,8.8957,1.0221,5.6689
1986-10-31,8.8339,,,,,,,,,,11.9477,1.3525,6.116,8.5609,0.9691,5.2669
1986-11-28,9.0705,,,,,,,,,,12.1749,1.3423,6.1621,8.9017,0.9814,5.4058
1986-12-31,10.1287,,,,,,,,,,12.7565,1.2594,6.2829,10.2441,1.0114,5.5267
1987-01-30,10.1447,,,,,,,,,,11.9439,1.1774,4.9795,9.8911,0.975,4.8882
1987-02-27,10.4104,,,,,,,,,,12.1407,1.1662,4.9816,10.098,0.97,4.8494
