date,market_total,20_total,20_ratio,20_resid,25_total,25_ratio,25_resid,30_total,30_ratio,30_resid,40_total,40_ratio,40_resid,55_total,55_ratio,55_resid
2007-06-29,7.6938,8.5578,1.1123,4.0315,8.9848,1.1678,4.0406,6.6977,0.8705,3.655,8.8291,1.1476,3.7001,9.0887,1.1813,6.9025
2007-07-31,7.5817,8.4272,1.1115,3.9696,8.8655,1.1693,3.9341,6.5973,0.8702,3.6352,8.6912,1.1463,3.5786,8.8091,1.1619,6.7386
2007-08-31,7.4793,8.2584,1.1042,3.9709,8.8247,1.1799,3.8539,6.4426,0.8614,3.6202,8.5226,1.1395,3.5488,9.3724,1.2531,7.0923
2007-09-28,7.5245,8.2365,1.0946,3.9672,8.7421,1.1618,3.8822,6.4488,0.857,3.5685,8.6018,1.1432,3.4931,9.8203,1.3051,7.1921
2007-10-31,8.4101,8.6803,1.0321,3.7575,9.4186,1.1199,3.8218,6.8824,0.8184,3.5811,10.039,1.1937,3.6946,11.3012,1.3438,7.4176
2007-11-30,9.2563,9.6481,1.0423,3.8529,10.1865,1.1005,3.8203,7.3164,0.7904,3.4826,11.3248,1.2235,3.9842,12.0203,1.2986,7.4776
2007-12-31,9.4068,9.8052,1.0424,3.8141,10.355,1.1008,3.8942,7.3022,0.7763,3.3594,11.5493,1.2278,4.0739,12.1456,1.2912,7.4099
2008-01-31,9.8171,10.2183,1.0409,3.9228,10.5993,1.0797,3.8913,7.5015,0.7641,3.3728,12.5582,1.2792,4.5971,12.1377,1.2364,7.2502
2008-02-29,10.5947,10.8133,1.0206,3.9898,11.2971,1.0663,4.1055,7.7712,0.7335,3.4486,14.349,1.3544,5.4102,12.4405,1.1742,7.7193
2008-03-31,11.0471,11.3138,1.0241,3.967,11.6555,1.0551,4.3834,7.9941,0.7236,3.4694,15.2337,1.379,5.8607,12.7065,1.1502,7.8174
2008-04-30,11.8344,12.234,1.0338,4.131,12.6029,1.0649,4.7962,8.4642,0.7152,3.9018,16.8428,1.4232,6.3268,13.7499,1.1619,8.8327
2008-05-30,12.1927,12.5401,1.0285,4.2385,13.075,1.0724,5.0151,8.5022,0.6973,3.9919,17.7418,1.4551,7.363,14.1182,1.1579,9.0305
2008-06-30,12.7393,13.1062,1.0288,4.3497,13.7479,1.0792,5.2852,8.5822,0.6737,4.0461,19.0242,1.4933,8.0532,14.344,1.126,9.2537
2008-07-31,12.8787,13.6681,1.0613,4.895,14.058,1.0916,5.4751,8.5938,0.6673,4.2926,19.3872,1.5054,8.4601,14.2774,1.1086,9.336
2008-08-29,12.9439,13.7642,1.0634,4.952,14.22,1.0986,5.6075,8.5855,0.6633,4.3149,19.7159,1.5232,8.6562,14.1543,1.0935,9.2841
2008-09-30,13.3121,14.5377,1.0921,5.2528,15.0496,1.1305,5.8918,9.0366,0.6788,4.6085,20.7447,1.5583,9.5165,14.2748,1.0723,9.262
2008-10-31,13.4504,14.8255,1.1022,5.1799,15.4775,1.1507,6.5454,9.0321,0.6715,4.8705,23.2772,1.7306,11.2459,13.8982,1.0333,10.1946
2008-11-28,13.6421,15.0284,1.1016,5.1745,15.9656,1.1703,6.8972,9.1376,0.6698,4.981,24.3736,1.7866,11.9301,13.8565,1.0157,10.2162
2008-12-31,17.5796,18.0815,1.0285,6.2821,18.6867,1.063,7.3672,10.8743,0.6186,5.6044,32.5699,1.8527,13.0469,16.2757,0.9258,11.0074
2009-01-30,21.9656,21.6286,0.9847,7.1121,23.0993,1.0516,7.9259,14.7512,0.6716,6.5905,37.2706,1.6968,16.7639,20.6948,0.9421,12.3168
2009-02-27,25.6639,25.5257,0.9946,7.4547,26.9218,1.049,8.1035,16.6742,0.6497,6.7494,43.7568,1.705,18.3222,22.688,0.884,12.9775
2009-03-31,26.2647,26.3425,1.003,7.7758,27.8348,1.0598,8.3224,16.9867,0.6468,7.1437,45.2624,1.7233,19.1645,23.3223,0.888,13.2643
2009-04-30,26.8351,26.9794,1.0054,8.8084,28.5198,1.0628,8.3794,17.1529,0.6392,7.7064,48.5792,1.8103,21.9793,23.175,0.8636,13.2952
2009-05-29,27.5233,28.1723,1.0236,9.2245,28.9607,1.0522,8.555,17.6497,0.6413,8.0755,50.6684,1.8409,23.1326,23.6673,0.8599,13.5065
2009-06-30,28.2091,29.1792,1.0344,9.5413,29.8473,1.0581,8.7423,18.0716,0.6406,8.3473,53.3976,1.8929,24.9501,24.1427,0.8558,13.693
2009-07-31,28.6565,29.7969,1.0398,9.6669,30.4507,1.0626,9.1623,18.2477,0.6368,8.545,55.4923,1.9365,26.2764,24.2041,0.8446,13.8473
2009-08-31,28.876,30.3157,1.0499,9.9668,30.7575,1.0652,9.7703,18.4228,0.638,8.6908,56.217,1.9468,26.7448,24.4264,0.8459,14.0518
2009-09-30,28.9978,30.4034,1.0485,9.91,30.8351,1.0634,9.8072,18.4927,0.6377,8.7529,56.5318,1.9495,26.8435,24.5319,0.846,14.1492
2009-10-30,29.053,30.5093,1.0501,10.0025,30.8813,1.0629,9.6323,18.4074,0.6336,8.6197,56.2923,1.9376,26.473,24.4359,0.8411,13.6645
2009-11-30,29.0287,30.5307,1.0517,10.1123,30.768,1.0599,9.5382,18.333,0.6315,8.621,56.2895,1.9391,26.3195,24.2635,0.8358,13.5043
2009-12-31,27.7246,29.9179,1.0791,10.0639,30.0689,1.0846,9.366,17.8707,0.6446,8.4224,54.0105,1.9481,25.913,23.4381,0.8454,13.09
2010-01-29,25.8657,28.4706,1.1007,9.4964,28.1504,1.0883,9.1356,16.0165,0.6192,7.9022,52.2855,2.0214,24.1004,20.8378,0.8056,12.0042
2010-02-26,23.0577,26.7964,1.1621,9.3027,26.167,1.1349,9.0173,14.9305,0.6475,7.8008,50.0823,2.172,22.5494,19.7103,0.8548,11.5472
2010-03-31,22.4837,25.4677,1.1327,9.1782,24.7066,1.0989,8.8802,14.1632,0.6299,7.6248,47.487,2.1121,22.1438,18.5829,0.8265,11.3122
2010-04-30,21.6148,24.6294,1.1395,8.318,23.4689,1.0858,8.6531,13.7421,0.6358,7.1625,44.3786,2.0532,20.604,18.2011,0.8421,10.7656
2010-05-28,20.3419,23.2626,1.1436,8.0204,22.6533,1.1136,8.5053,12.9563,0.6369,6.7531,42.167,2.0729,19.7167,17.1263,0.8419,10.2255
2010-06-30,19.4828,22.0228,1.1304,7.7197,21.4358,1.1002,8.3045,12.3127,0.632,6.4635,38.5543,1.9789,18.2615,16.3426,0.8388,9.9486
2010-07-30,19.0707,21.5927,1.1322,7.4906,21.1013,1.1065,8.0525,12.102,0.6346,6.2056,36.0304,1.8893,16.7865,16.3001,0.8547,9.6313
2010-08-31,19.6485,22.1913,1.1294,7.421,21.6005,1.0993,7.3967,12.7052,0.6466,6.2988,35.671,1.8155,16.1337,16.5822,0.8439,9.413
2010-09-30,19.5551,22.0702,1.1286,7.3475,21.4666,1.0978,7.202,12.6126,0.645,6.3597,35.2202,1.8011,15.7399,16.4486,0.8411,9.2682
2010-10-29,19.6391,22.0956,1.1251,7.2663,21.6351,1.1016,7.0459,12.6622,0.6447,6.2862,34.8152,1.7727,15.1764,16.3961,0.8349,8.8207
2010-11-30,19.6196,22.1331,1.1281,7.0515,21.469,1.0943,6.7824,12.7077,0.6477,6.2292,34.124,1.7393,14.6691,16.4935,0.8407,8.7527
2010-12-31,18.5417,21.3202,1.1499,6.5644,20.6746,1.115,6.419,12.2831,0.6625,5.9427,31.9793,1.7247,13.9452,15.7814,0.8511,8.4615
2011-01-31,17.0508,20.0627,1.1766,6.1614,19.0663,1.1182,6.1106,10.9311,0.6411,5.5253,30.1028,1.7655,12.8299,13.9594,0.8187,7.776
2011-02-28,15.2537,18.5013,1.2129,6.0265,17.311,1.1349,6.0711,9.9624,0.6531,5.4592,27.5061,1.8032,12.0941,12.684,0.8315,7.4534
2011-03-31,14.9069,18.0961,1.2139,5.8885,16.8269,1.1288,5.8781,9.7064,0.6511,5.377,26.8673,1.8023,11.8712,12.2233,0.82,7.0435
2011-04-29,14.1313,17.4073,1.2318,5.2979,16.1416,1.1423,5.8545,9.2872,0.6572,5.1568,24.4501,1.7302,10.6083,11.8359,0.8376,6.8317
2011-05-31,13.38,16.5787,1.2391,5.2365,15.6595,1.1704,5.842,8.6729,0.6482,4.9511,22.3517,1.6705,9.8716,10.9429,0.8179,6.6013
2011-06-30,13.1495,16.3627,1.2444,5.1025,15.3679,1.1687,5.8172,8.5949,0.6536,4.8348,20.7194,1.5757,8.9527,10.9088,0.8296,6.5132
2011-07-29,12.4035,15.4363,1.2445,4.9032,14.3879,1.16,5.547,8.292,0.6685,4.7105,18.3393,1.4786,7.8397,10.6275,0.8568,6.382
2011-08-31,11.4635,14.1255,1.2322,4.7188,13.308,1.1609,5.1658,7.5841,0.6616,4.5176,16.641,1.4517,7.1082,9.5747,0.8352,5.968
2011-09-30,11.0934,13.582,1.2243,4.6715,12.8291,1.1565,5.0624,7.44,0.6707,4.3504,15.9861,1.4411,7.0055,9.0041,0.8117,5.6886
2011-10-31,11.8082,13.8896,1.1763,5.021,12.8198,1.0857,5.0191,7.405,0.6271,4.3173,16.0271,1.3573,7.6591,8.8342,0.7481,5.5679
2011-11-30,14.2897,16.4428,1.1507,5.1679,15.1389,1.0594,5.0613,8.9957,0.6295,4.4861,19.8282,1.3876,7.924,10.3314,0.723,5.7212
2011-12-30,15.2605,17.5101,1.1474,5.0901,16.005,1.0488,5.1901,9.5422,0.6253,4.76,20.8165,1.3641,8.3001,10.7472,0.7043,6.1337
2012-01-31,15.7668,17.9896,1.141,5.2624,16.2493,1.0306,5.4466,9.7111,0.6159,4.9558,21.6439,1.3727,8.6104,10.953,0.6947,6.2968
2012-02-29,16.2575,18.5038,1.1382,5.3245,16.6361,1.0233,5.6063,10.0844,0.6203,4.9894,22.2772,1.3703,8.7354,11.2222,0.6903,6.3288
2012-03-30,16.4675,18.7255,1.1371,5.3536,16.8582,1.0237,5.6511,10.1579,0.6168,5.0444,22.6059,1.3728,8.7001,11.4132,0.6931,6.6712
2012-04-30,16.308,18.5809,1.1394,5.3139,16.6804,1.0228,5.5796,10.0543,0.6165,4.995,22.4901,1.3791,8.7174,11.2616,0.6906,6.7506
2012-05-31,16.2105,18.3869,1.1343,5.1931,16.5207,1.0191,5.5089,10.0103,0.6175,4.9789,22.4037,1.382,8.6711,11.166,0.6888,6.6962
2012-06-29,16.1606,18.3249,1.1339,5.2227,16.4589,1.0185,5.4611,9.9267,0.6143,4.9318,22.5302,1.3941,8.702,11.0025,0.6808,6.6801
2012-07-31,16.0885,18.2105,1.1319,5.2633,16.3935,1.019,5.5172,9.8945,0.615,4.9613,22.4153,1.3933,8.6819,10.8517,0.6745,6.6443
2012-08-31,15.831,17.8209,1.1257,5.33,16.2555,1.0268,5.6088,9.6619,0.6103,4.8549,22.2133,1.4031,8.9499,10.5115,0.664,6.6311
2012-09-28,15.8381,17.6387,1.1137,5.4337,16.0313,1.0122,5.6647,9.5159,0.6008,4.7269,22.1488,1.3985,8.9482,10.3654,0.6545,6.7204
2012-10-31,15.4358,17.4592,1.1311,5.3024,15.7247,1.0187,5.5688,9.5013,0.6155,4.7522,21.9215,1.4202,8.6783,10.2678,0.6652,6.6667
2012-11-30,13.6187,15.3938,1.1303,5.1327,13.8199,1.0148,5.4935,8.397,0.6166,4.6868,19.2604,1.4143,8.4385,9.0022,0.661,6.3694
2012-12-31,12.7279,14.2944,1.1231,5.1465,12.9427,1.0169,5.3882,7.9049,0.6211,4.6774,18.1802,1.4284,8.2868,8.543,0.6712,6.3068
2013-01-31,12.1361,13.7438,1.1325,5.065,12.5926,1.0376,5.3198,7.701,0.6346,4.497,17.1515,1.4133,7.7122,8.3311,0.6865,6.2512
2013-02-28,11.6088,13.3954,1.1539,5.2408,12.2331,1.0538,5.3468,7.5616,0.6514,4.6494,16.3734,1.4104,7.5185,8.3193,0.7166,6.5794
2013-03-28,11.3777,13.1617,1.1568,5.3764,12.0311,1.0574,5.3811,7.4895,0.6583,4.5983,15.8419,1.3924,7.5288,8.1976,0.7205,6.5066
2013-04-30,11.3627,13.1675,1.1588,5.3659,11.9547,1.0521,5.3095,7.5645,0.6657,4.5916,15.6775,1.3797,7.3692,8.1957,0.7213,6.3938
2013-05-31,11.4954,13.2575,1.1533,5.4992,12.0514,1.0484,5.3181,7.6754,0.6677,4.5992,15.7624,1.3712,7.3432,8.3677,0.7279,6.4673
2013-06-28,11.3595,12.9213,1.1375,5.4327,11.9737,1.0541,5.324,7.6753,0.6757,4.6241,15.4865,1.3633,7.1882,8.2284,0.7244,6.3873
2013-07-31,11.5211,13.0713,1.1346,5.4471,12.0685,1.0475,5.2491,7.7936,0.6765,4.7195,15.5226,1.3473,7.1644,8.2937,0.7199,6.453
2013-08-30,11.3137,12.7846,1.13,5.2952,11.6865,1.033,5.1274,8.1159,0.7174,4.9679,14.9857,1.3246,6.9397,8.6938,0.7684,6.7399
2013-09-30,11.3102,13.0333,1.1523,5.3541,12.0087,1.0618,5.1805,8.9742,0.7935,5.6106,15.0332,1.3292,6.8561,9.6333,0.8517,7.4763
2013-10-31,10.9061,12.5957,1.1549,5.164,11.6861,1.0715,5.1019,8.9,0.8161,5.5879,14.6366,1.3421,6.4463,9.7174,0.891,7.6187
2013-11-29,10.0044,11.6027,1.1598,5.0891,10.8401,1.0835,5.0107,8.496,0.8492,5.5499,13.2599,1.3254,6.2595,9.3133,0.9309,7.6076
2013-12-31,9.4826,11.0181,1.1619,5.01,10.3424,1.0907,4.8776,8.3142,0.8768,5.4176,12.502,1.3184,6.0925,9.2734,0.9779,7.575
2014-01-31,9.1357,10.708,1.1721,4.9012,10.2306,1.1198,4.6128,8.329,0.9117,5.3531,11.938,1.3067,5.4975,9.2603,1.0136,7.4128
2014-02-28,8.5452,9.9423,1.1635,4.6773,9.8296,1.1503,4.4505,8.0328,0.94,5.2612,11.0206,1.2897,5.2427,9.0138,1.0548,7.2749
2014-03-31,8.3453,9.8513,1.1805,4.525,9.6116,1.1517,4.2921,8.1,0.9706,5.2892,10.622,1.2728,4.9453,8.9929,1.0776,7.3038
2014-04-30,8.7471,10.3891,1.1877,4.5234,10.1242,1.1574,4.2463,8.406,0.961,5.3563,10.9924,1.2567,4.9194,9.0471,1.0343,7.3424
2014-05-30,8.71,10.3158,1.1844,4.3653,10.1342,1.1635,4.1826,8.4758,0.9731,5.329,10.8991,1.2513,4.8054,9.0766,1.0421,7.3416
2014-06-30,8.6863,10.3082,1.1867,4.2897,10.1275,1.1659,4.1879,8.4165,0.9689,5.3192,10.7034,1.2322,4.6925,9.1431,1.0526,7.4467
2014-07-31,8.6348,10.1064,1.1704,4.2048,10.3624,1.2001,4.1809,8.2941,0.9605,5.2818,10.6109,1.2289,4.6653,9.2572,1.0721,7.7438
2014-08-29,8.4179,9.9645,1.1837,4.063,10.1263,1.2029,4.1379,8.0496,0.9563,5.0826,10.2373,1.2161,4.2299,9.265,1.1006,7.9157
2014-09-30,7.8765,9.4244,1.1965,3.8354,9.5754,1.2157,3.9088,7.2506,0.9205,4.5513,9.6892,1.2301,4.144,8.748,1.1107,7.7369
2014-10-31,8.0141,9.4122,1.1745,3.8303,9.6506,1.2042,3.9269,7.3797,0.9208,4.6612,9.7082,1.2114,3.9834,8.9412,1.1157,7.9578
