date,market_total,10_total,10_ratio,10_firms,15_total,15_ratio,15_firms,20_total,20_ratio,20_firms,25_total,25_ratio,25_firms,30_total,30_ratio,30_firms,35_total,35_ratio,35_firms,40_total,40_ratio,40_firms,45_total,45_ratio,45_firms,50_total,50_ratio,50_firms,55_total,55_ratio,55_firms
1928-07-31,6.811,6.7767,0.995,56,9.4197,1.383,107,7.3091,1.0731,126,10.6643,1.5657,120,6.2689,0.9204,83,,,6,,,18,,,13,,,14,7.7156,1.1328,23
1928-08-31,7.9506,8.4839,1.0671,56,10.043,1.2632,107,7.9654,1.0019,126,11.9193,1.4992,119,6.8716,0.8643,83,,,6,,,18,,,13,,,14,8.9386,1.1243,23
1928-09-29,8.2177,8.7023,1.059,56,10.2686,1.2496,107,8.1803,0.9955,126,12.2833,1.4947,118,6.8493,0.8335,83,,,6,,,18,,,13,,,14,9.1909,1.1184,23
1928-10-31,8.2525,8.8847,1.0766,56,10.2713,1.2446,107,8.1466,0.9872,126,12.3584,1.4975,118,6.8544,0.8306,83,,,6,,,18,,,13,,,14,9.222,1.1175,23
1928-11-30,8.1547,8.9445,1.0968,56,10.0626,1.234,107,7.956,0.9756,126,12.2044,1.4966,118,6.83,0.8375,83,,,6,,,17,,,13,,,14,9.2175,1.1303,23
1928-12-31,8.1688,9.0837,1.112,56,9.979,1.2216,107,7.8846,0.9652,126,12.2819,1.5035,118,6.8548,0.8391,83,,,6,,,17,,,13,,,14,9.1881,1.1248,23
1929-01-31,8.3194,9.457,1.1367,56,10.1252,1.217,107,7.9994,0.9615,126,12.2487,1.4723,118,6.8954,0.8288,82,,,6,,,17,,,13,,,14,9.3999,1.1299,23
1929-02-28,9.2828,11.0462,1.19,56,10.8737,1.1714,107,8.7161,0.9389,126,13.459,1.4499,117,7.4287,0.8003,81,,,5,,,16,,,13,,,14,10.23,1.102,23
1929-03-28,9.3907,11.1686,1.1893,56,10.966,1.1678,107,8.9115,0.949,126,13.6264,1.451,117,7.4021,0.7882,81,,,5,,,16,,,13,,,14,10.3374,1.1008,23
1929-04-30,9.762,11.364,1.1641,56,11.5819,1.1864,107,9.2898,0.9516,125,13.6231,1.3955,117,7.8235,0.8014,81,,,5,,,16,,,13,,,14,10.9068,1.1173,23
1929-05-31,10.0108,11.4231,1.1411,56,11.9955,1.1983,107,9.5109,0.9501,125,13.7682,1.3753,117,7.7555,0.7747,81,,,5,,,16,,,13,,,14,11.0266,1.1015,23
1929-06-29,10.2134,12.1549,1.1901,56,12.506,1.2245,107,9.5247,0.9326,125,13.7144,1.3428,117,8.2033,0.8032,80,,,5,,,16,,,13,,,14,11.0634,1.0832,22
1929-07-31,10.1385,12.1548,1.1989,61,12.4347,1.2265,133,9.2337,0.9108,137,13.502,1.3318,140,8.3677,0.8253,90,,,6,12.5636,1.2392,22,,,14,,,19,11.1737,1.1021,23
1929-08-30,10.8281,12.4176,1.1468,61,13.041,1.2044,132,9.9708,0.9208,137,14.5028,1.3394,140,8.8857,0.8206,89,,,6,13.1658,1.2159,22,,,14,,,19,11.9792,1.1063,23
1929-09-30,10.8034,12.3573,1.1438,61,13.053,1.2082,132,10.0382,0.9292,136,14.3305,1.3265,140,8.8781,0.8218,89,,,6,13.2423,1.2258,22,,,14,,,19,12.2763,1.1363,23
1929-10-31,11.401,12.9156,1.1328,61,13.5351,1.1872,132,10.646,0.9338,136,14.6379,1.2839,140,9.2292,0.8095,89,,,6,13.9082,1.2199,21,,,14,,,19,13.7138,1.2029,23
1929-11-27,11.5848,13.0186,1.1238,60,13.7575,1.1875,132,10.9231,0.9429,136,14.7963,1.2772,140,9.477,0.8181,88,,,6,14.0174,1.21,20,,,14,,,19,14.114,1.2183,22
1929-12-31,11.9565,13.2148,1.1052,60,14.0637,1.1762,132,11.2629,0.942,136,15.0068,1.2551,140,9.8584,0.8245,88,,,6,14.6615,1.2262,20,,,14,,,19,14.9481,1.2502,22
1930-01-31,23.2377,20.344,0.8755,60,25.3787,1.0921,132,21.266,0.9152,136,26.4929,1.1401,139,20.6683,0.8894,88,,,6,34.4042,1.4805,20,,,13,,,19,30.598,1.3167,22
1930-02-28,23.8985,20.8294,0.8716,59,26.0554,1.0903,132,21.9173,0.9171,136,27.1368,1.1355,139,21.2085,0.8874,88,,,6,,,19,,,13,,,19,31.8513,1.3328,22
1930-03-31,23.9964,20.8232,0.8678,59,26.0714,1.0865,132,21.9984,0.9167,136,27.3427,1.1394,139,21.3355,0.8891,87,,,6,,,19,,,13,,,19,32.1786,1.341,22
1930-04-30,23.9123,20.2736,0.8478,59,25.9154,1.0838,132,22.0027,0.9201,136,27.2351,1.139,138,21.2933,0.8905,87,,,5,,,19,,,13,,,19,32.2976,1.3507,22
1930-05-29,23.87,20.2743,0.8494,58,25.8685,1.0837,131,21.9718,0.9205,135,27.2316,1.1408,138,21.4349,0.898,86,,,5,,,19,,,13,,,19,32.2522,1.3512,22
1930-06-30,23.7105,20.3214,0.8571,58,25.6449,1.0816,130,21.7917,0.9191,135,26.9049,1.1347,138,21.2929,0.898,86,,,5,,,19,,,13,,,19,32.2245,1.3591,22
1930-07-31,23.9331,20.9958,0.8773,59,25.6358,1.0711,147,22.012,0.9197,152,26.9842,1.1275,154,21.425,0.8952,88,,,5,35.7493,1.4937,30,,,18,,,19,32.644,1.364,23
1930-08-29,24.5883,21.8912,0.8903,59,26.1555,1.0637,146,22.5863,0.9186,152,27.6155,1.1231,154,22.1407,0.9005,88,,,5,36.8634,1.4992,30,,,18,,,19,33.2882,1.3538,23
1930-09-30,24.7791,21.9889,0.8874,58,26.3138,1.0619,146,22.8449,0.9219,152,27.9085,1.1263,154,22.3164,0.9006,88,,,5,37.1515,1.4993,30,,,18,,,19,33.5964,1.3558,23
1930-10-31,24.9418,21.9132,0.8786,57,26.4498,1.0605,146,23.0138,0.9227,152,28.2505,1.1327,154,22.3415,0.8957,88,,,5,37.1093,1.4878,30,,,18,,,19,33.7291,1.3523,23
1930-11-29,20.2209,18.4669,0.9133,56,21.3887,1.0577,145,19.0547,0.9423,152,23.2144,1.148,154,17.8907,0.8848,88,,,5,29.8104,1.4742,30,,,18,,,19,28.1352,1.3914,23
1930-12-31,19.1319,18.2165,0.9522,56,20.0236,1.0466,145,18.0263,0.9422,152,21.9476,1.1472,153,16.5933,0.8673,88,,,5,27.9435,1.4606,30,,,18,,,19,26.3875,1.3792,23
1931-01-31,19.5773,18.6313,0.9517,56,20.4938,1.0468,145,18.6768,0.954,152,22.2883,1.1385,153,16.8473,0.8606,88,,,5,28.8221,1.4722,30,,,18,,,19,27.1626,1.3875,23
1931-02-28,19.5864,18.9245,0.9662,56,20.399,1.0415,144,18.9076,0.9653,151,22.2759,1.1373,153,16.9632,0.8661,88,,,5,28.8661,1.4738,30,,,18,,,19,27.0329,1.3802,23
1931-03-31,20.0456,19.5463,0.9751,56,20.7657,1.0359,144,19.5914,0.9773,150,22.6285,1.1289,152,17.2576,0.8609,88,,,5,29.8512,1.4892,30,,,18,,,19,27.3751,1.3656,23
1931-04-30,20.0905,19.5155,0.9714,56,20.9304,1.0418,144,19.6651,0.9788,150,22.7482,1.1323,152,17.2714,0.8597,87,,,5,30.1085,1.4986,30,,,18,,,18,27.3207,1.3599,23
1931-05-29,20.0563,19.371,0.9658,56,21.0874,1.0514,144,19.7196,0.9832,149,22.8242,1.138,152,17.1875,0.857,87,,,5,30.1117,1.5014,30,,,18,,,18,27.0953,1.351,23
1931-06-30,19.5129,18.8217,0.9646,56,20.7375,1.0628,144,19.3118,0.9897,149,22.398,1.1479,151,16.6048,0.851,87,,,5,29.3069,1.5019,30,,,18,,,18,26.5606,1.3612,23
1931-07-31,19.3092,18.9577,0.9818,57,20.8117,1.0778,153,19.4904,1.0094,151,22.3192,1.1559,154,16.3396,0.8462,89,,,6,28.894,1.4964,32,,,18,,,18,25.911,1.3419,23
1931-08-31,19.7005,19.4065,0.9851,57,21.1153,1.0718,153,20.613,1.0463,151,22.7663,1.1556,153,17.0922,0.8676,89,,,6,29.6322,1.5041,32,,,18,,,18,25.8283,1.311,23
1931-09-30,17.6684,18.5563,1.0502,57,19.0269,1.0769,153,19.5304,1.1054,150,20.4523,1.1576,153,14.766,0.8357,89,,,6,26.186,1.4821,32,,,18,,,18,22.7629,1.2883,23
1931-10-31,16.4619,18.0592,1.097,57,18.0824,1.0984,153,18.7371,1.1382,150,18.902,1.1482,153,13.4814,0.8189,89,,,6,23.6699,1.4379,32,,,18,,,18,20.2588,1.2306,22
1931-11-30,16.1743,18.3044,1.1317,57,17.6603,1.0919,151,18.7512,1.1593,150,18.3892,1.1369,153,13.1643,0.8139,88,,,6,22.9055,1.4162,32,,,18,,,18,19.4402,1.2019,22
1931-12-31,19.3651,20.2952,1.048,57,20.5668,1.0621,151,23.1822,1.1971,150,21.384,1.1043,153,16.1393,0.8334,88,,,6,27.0257,1.3956,32,,,18,,,18,22.8167,1.1782,22
1932-01-30,19.8303,20.5669,1.0371,57,21.3172,1.075,149,23.9074,1.2056,149,21.9151,1.1051,152,16.4382,0.8289,88,,,6,26.8708,1.355,32,,,18,,,18,23.3374,1.1769,22
1932-02-29,20.2559,20.6496,1.0194,57,22.0263,1.0874,149,24.8692,1.2278,149,22.1622,1.0941,152,17.0055,0.8395,88,,,6,27.1814,1.3419,32,,,18,,,18,23.7776,1.1739,22
1932-03-31,21.2419,21.5654,1.0152,57,23.217,1.093,149,26.5005,1.2476,149,23.1068,1.0878,152,18.0086,0.8478,88,,,6,28.1886,1.327,32,,,18,,,18,24.2944,1.1437,22
1932-04-30,22.0513,22.411,1.0163,57,24.2844,1.1013,148,28.1466,1.2764,149,23.5976,1.0701,151,18.402,0.8345,87,,,6,29.0877,1.3191,32,,,18,,,18,24.5878,1.115,22
1932-05-31,21.9931,22.0609,1.0031,56,24.1854,1.0997,148,28.3908,1.2909,147,23.391,1.0636,151,18.1907,0.8271,86,,,6,28.68,1.304,30,,,18,,,18,24.3747,1.1083,22
1932-06-30,22.2046,22.4752,1.0122,55,24.3774,1.0979,148,28.9055,1.3018,147,23.6917,1.067,151,18.2774,0.8231,85,,,6,28.628,1.2893,30,,,18,,,18,25.2114,1.1354,22
1932-07-30,22.4145,23.0455,1.0281,54,24.6789,1.101,147,29.4457,1.3137,149,23.6364,1.0545,149,18.6303,0.8312,86,,,6,28.4101,1.2675,28,,,17,,,19,25.5426,1.1396,22
1932-08-31,24.0126,24.1401,1.0053,54,25.9666,1.0814,147,32.612,1.3581,149,24.8741,1.0359,149,20.8252,0.8673,86,,,6,29.6426,1.2345,28,,,17,,,19,28.3377,1.1801,22
1932-09-30,24.4508,24.3753,0.9969,54,27.4599,1.1231,147,33.443,1.3678,149,25.1846,1.03,148,21.2944,0.8709,85,,,6,29.8835,1.2222,28,,,17,,,19,28.933,1.1833,22
1932-10-31,24.8719,24.6045,0.9893,53,28.3583,1.1402,147,34.9322,1.4045,149,25.8171,1.038,147,21.2921,0.8561,85,,,6,29.7408,1.1958,28,,,17,,,19,29.3729,1.181,22
1932-11-30,25.8466,24.8565,0.9617,53,30.2904,1.1719,147,36.7776,1.4229,149,26.9178,1.0414,147,21.4959,0.8317,85,,,6,31.2581,1.2094,28,,,17,,,19,30.2807,1.1716,22
1932-12-31,27.6667,25.5649,0.924,53,33.3082,1.2039,147,39.8522,1.4404,149,29.3251,1.0599,147,22.0858,0.7983,84,,,6,33.5066,1.2111,28,,,17,,,19,31.821,1.1502,22
1933-01-31,28.1201,25.8719,0.9201,53,34.5019,1.2269,147,40.5678,1.4427,149,29.8922,1.063,146,22.1506,0.7877,83,,,6,33.6049,1.1951,28,,,17,,,17,32.0345,1.1392,22
1933-02-28,28.2104,25.7148,0.9115,53,34.5593,1.2251,147,40.685,1.4422,149,30.0594,1.0655,146,22.3285,0.7915,83,,,6,33.5352,1.1888,28,,,17,,,17,32.1811,1.1408,22
1933-03-31,28.1082,25.4489,0.9054,53,34.5434,1.2289,147,40.7422,1.4495,149,29.8864,1.0633,145,22.3275,0.7943,83,,,6,33.5861,1.1949,28,,,17,,,17,32.0789,1.1413,22
1933-04-29,27.8033,25.4169,0.9142,53,34.5326,1.242,146,40.4875,1.4562,149,29.5879,1.0642,144,22.0439,0.7929,83,,,6,33.1747,1.1932,28,,,17,,,17,31.534,1.1342,22
1933-05-31,28.3182,25.2004,0.8899,53,34.9484,1.2341,146,41.4048,1.4621,149,31.0205,1.0954,144,22.4032,0.7911,83,,,6,34.5285,1.2193,28,,,17,,,17,31.8812,1.1258,22
1933-06-30,28.3368,24.7396,0.8731,53,35.3452,1.2473,145,40.9303,1.4444,148,31.4057,1.1083,144,21.9791,0.7756,83,,,6,35.2338,1.2434,28,,,17,,,17,31.8995,1.1257,22
1933-07-31,28.4754,25.6351,0.9003,54,35.5714,1.2492,147,40.8023,1.4329,153,31.9372,1.1216,140,21.6742,0.7612,83,,,6,35.8918,1.2605,29,,,19,,,18,32.7436,1.1499,22
1933-08-31,28.4964,25.9236,0.9097,54,35.2032,1.2354,147,40.2622,1.4129,153,31.8728,1.1185,140,21.3922,0.7507,83,,,6,35.7527,1.2546,29,,,19,,,18,33.0917,1.1613,22
1933-09-30,27.7918,26.012,0.936,54,34.6212,1.2457,147,39.0745,1.406,153,31.1638,1.1213,140,20.6909,0.7445,83,,,6,35.1055,1.2632,29,,,19,,,18,32.32,1.1629,21
1933-10-31,29.1207,28.267,0.9707,54,35.2139,1.2092,147,39.6553,1.3618,152,33.2206,1.1408,140,22.1709,0.7613,83,,,6,37.1619,1.2761,29,,,19,,,18,33.1044,1.1368,21
1933-11-29,27.9608,28.2717,1.0111,54,33.3369,1.1923,147,37.5066,1.3414,152,32.2049,1.1518,140,21.3255,0.7627,83,,,6,35.6238,1.2741,29,,,19,,,18,32.3166,1.1558,21
1933-12-30,28.5941,29.3393,1.0261,54,33.5488,1.1733,147,38.3679,1.3418,152,33.0992,1.1576,140,21.5461,0.7535,83,,,6,35.8074,1.2523,29,,,19,,,18,32.7377,1.1449,21
1934-01-31,28.966,29.8196,1.0295,54,33.8882,1.1699,147,38.7795,1.3388,151,33.7541,1.1653,140,21.8747,0.7552,83,,,6,36.0308,1.2439,29,,,19,,,18,32.6128,1.1259,21
1934-02-28,29.0335,29.9862,1.0328,54,34.0229,1.1719,147,38.7892,1.336,151,33.9044,1.1678,140,21.7162,0.748,83,,,6,36.3823,1.2531,28,,,19,,,18,32.8767,1.1324,21
1934-03-31,28.461,29.1507,1.0242,54,33.5421,1.1785,147,37.7157,1.3252,151,32.9343,1.1572,140,21.3225,0.7492,83,,,6,35.7362,1.2556,28,,,19,,,18,32.6839,1.1484,21
1934-04-30,27.9664,28.983,1.0364,54,32.7945,1.1726,147,37.0087,1.3233,151,32.4289,1.1596,140,20.5551,0.735,83,,,6,35.1734,1.2577,28,,,19,,,18,32.1657,1.1502,21
1934-05-31,26.7824,27.4323,1.0243,54,31.4981,1.1761,147,35.5048,1.3257,151,31.3605,1.1709,140,19.2904,0.7203,83,,,6,34.1062,1.2735,28,,,19,,,18,29.673,1.1079,21
1934-06-30,26.2543,26.7366,1.0184,53,30.6053,1.1657,146,34.9039,1.3295,151,30.931,1.1781,140,18.9768,0.7228,83,,,6,33.4233,1.2731,28,,,19,,,18,28.7257,1.0941,21
1934-07-31,25.1879,25.7491,1.0223,54,29.2896,1.1628,145,33.4851,1.3294,156,29.8938,1.1868,141,18.2576,0.7249,87,,,9,31.9602,1.2689,30,23.689,0.9405,20,,,18,27.2015,1.0799,21
1934-08-31,22.2819,22.8968,1.0276,54,25.8987,1.1623,145,29.934,1.3434,156,26.5153,1.19,140,16.0566,0.7206,87,,,9,28.0905,1.2607,30,20.8419,0.9354,20,,,18,24.9448,1.1195,21
1934-09-29,21.3772,22.085,1.0331,54,24.5285,1.1474,145,28.4601,1.3313,156,25.6362,1.1992,140,15.5633,0.728,87,,,9,27.0258,1.2642,30,20.2558,0.9475,20,,,18,23.7745,1.1121,21
1934-10-31,20.3689,20.9341,1.0278,54,22.831,1.1209,145,26.7132,1.3115,156,25.0724,1.2309,140,14.8743,0.7302,87,,,9,26.9198,1.3216,30,19.1635,0.9408,20,,,18,23.6064,1.1589,21
1934-11-30,19.7965,20.2717,1.024,54,22.2337,1.1231,143,26.0296,1.3149,155,24.632,1.2443,140,14.2553,0.7201,87,,,9,26.1612,1.3215,28,18.5932,0.9392,20,,,18,23.0824,1.166,21
1934-12-31,19.769,20.2275,1.0232,54,22.0655,1.1162,142,25.9787,1.3141,155,24.6761,1.2482,140,14.1927,0.7179,87,,,9,25.7562,1.3029,28,18.45,0.9333,20,,,18,23.1953,1.1733,21
1935-01-31,19.1692,19.8195,1.0339,54,21.4399,1.1185,142,25.1477,1.3119,155,23.8603,1.2447,140,13.7558,0.7176,87,,,9,24.6215,1.2844,28,17.8857,0.933,20,,,18,23.1081,1.2055,21
1935-02-28,18.5791,19.1984,1.0333,54,20.8133,1.1203,142,24.4428,1.3156,154,23.3269,1.2555,140,13.3014,0.7159,87,,,9,23.4766,1.2636,28,17.4407,0.9387,20,,,18,22.3732,1.2042,21
1935-03-30,18.0357,18.5238,1.0271,54,20.301,1.1256,142,24.0291,1.3323,154,22.53,1.2492,138,12.9439,0.7177,87,,,9,22.7612,1.262,28,16.9375,0.9391,20,,,18,21.7785,1.2075,21
1935-04-30,17.6056,18.0815,1.027,54,19.7432,1.1214,142,23.6265,1.342,154,22.0129,1.2503,138,12.6651,0.7194,87,,,9,22.1474,1.258,28,16.6012,0.9429,20,,,18,21.4791,1.22,21
1935-05-31,16.9517,17.1898,1.0141,54,19.12,1.1279,142,23.2001,1.3686,154,21.4235,1.2638,137,12.2533,0.7228,87,,,9,21.0641,1.2426,28,16.0178,0.9449,20,,,18,21.248,1.2534,21
1935-06-29,15.3977,15.6271,1.0149,54,17.3862,1.1291,142,21.7171,1.4104,153,19.3963,1.2597,137,10.9691,0.7124,87,,,9,19.0151,1.2349,28,,,19,,,18,20.7613,1.3483,21
1935-07-31,15.1478,15.44,1.0193,55,17.0406,1.125,148,21.4996,1.4193,154,19.1358,1.2633,141,10.7322,0.7085,87,,,9,18.7023,1.2347,29,,,19,,,18,21.0374,1.3888,21
1935-08-31,12.7354,14.1897,1.1142,54,14.7,1.1543,147,18.1428,1.4246,152,15.8696,1.2461,139,8.9319,0.7013,86,,,9,15.986,1.2552,29,,,19,,,18,20.4292,1.6041,21
1935-09-30,12.0802,13.8679,1.148,54,13.9333,1.1534,147,17.1647,1.4209,152,15.1185,1.2515,138,8.4031,0.6956,86,,,9,15.2029,1.2585,29,,,19,,,18,20.4124,1.6897,21
1935-10-31,11.8383,13.5534,1.1449,54,13.4385,1.1352,146,17.0627,1.4413,152,14.771,1.2477,138,8.1072,0.6848,85,,,9,15.0123,1.2681,28,,,19,,,18,21.3939,1.8072,21
1935-11-30,11.8539,13.4003,1.1305,54,13.485,1.1376,146,16.9287,1.4281,152,14.8171,1.25,138,7.8257,0.6602,85,,,9,14.7684,1.2459,28,,,19,,,18,22.3683,1.887,21
1935-12-31,12.1632,13.4508,1.1059,54,13.7772,1.1327,146,17.3753,1.4285,152,15.151,1.2456,138,7.9307,0.652,85,,,9,14.9822,1.2318,28,,,19,,,18,22.0559,1.8133,21
1936-01-31,11.8758,13.3835,1.127,53,13.4278,1.1307,146,16.9303,1.4256,152,14.9419,1.2582,138,7.6042,0.6403,85,,,9,14.5032,1.2212,28,,,19,,,18,21.9545,1.8487,21
1936-02-29,12.0014,13.4464,1.1204,53,13.5664,1.1304,146,17.1646,1.4302,152,15.1001,1.2582,138,7.6599,0.6383,85,,,9,14.5943,1.2161,28,,,19,,,18,21.9423,1.8283,21
1936-03-31,11.3961,13.2224,1.1603,52,12.8582,1.1283,146,16.1836,1.4201,152,14.2878,1.2537,138,7.2041,0.6322,85,,,9,13.9033,1.22,28,,,19,,,18,21.5379,1.8899,21
1936-04-30,11.1909,13.0094,1.1625,52,12.5824,1.1243,146,15.9034,1.4211,152,14.0608,1.2564,137,7.0473,0.6297,85,,,9,13.6982,1.224,28,,,19,,,17,21.3873,1.9111,21
1936-05-29,11.6611,13.3651,1.1461,52,12.9684,1.1121,146,16.537,1.4181,152,14.4599,1.24,137,7.3609,0.6312,84,,,9,14.0263,1.2028,28,,,19,,,17,21.6788,1.8591,21
1936-06-30,10.8513,12.0901,1.1142,52,12.0091,1.1067,146,15.5472,1.4328,152,13.3055,1.2262,136,6.5225,0.6011,84,,,9,12.8176,1.1812,28,,,19,,,17,20.592,1.8977,21
1936-07-31,11.6832,13.3635,1.1438,54,12.8123,1.0966,156,16.471,1.4098,159,13.791,1.1804,141,6.819,0.5837,96,,,10,13.3567,1.1432,30,,,19,,,17,21.0151,1.7988,21
1936-08-31,11.484,13.0774,1.1387,54,12.7114,1.1069,156,16.0278,1.3957,159,13.5456,1.1795,141,6.801,0.5922,96,,,10,13.2132,1.1506,30,,,19,,,17,20.1968,1.7587,21
1936-09-30,11.2495,12.9879,1.1545,54,12.4964,1.1108,155,15.6773,1.3936,158,13.3359,1.1855,141,6.7346,0.5987,96,,,10,12.9854,1.1543,30,,,19,,,17,18.4561,1.6406,21
1936-10-31,10.828,12.937,1.1948,54,12.1308,1.1203,155,15.0412,1.3891,158,12.7804,1.1803,141,6.3973,0.5908,96,,,10,12.2248,1.129,30,,,19,,,17,17.7528,1.6395,21
1936-11-30,10.858,12.8343,1.182,53,12.0742,1.112,154,15.0062,1.382,157,12.7976,1.1786,141,6.3189,0.582,96,,,10,12.1653,1.1204,30,,,19,,,17,17.5455,1.6159,21
1936-12-31,10.7072,12.8659,1.2016,53,11.8641,1.1081,154,14.664,1.3696,157,12.6078,1.1775,141,6.1959,0.5787,96,,,10,11.9726,1.1182,30,,,19,,,17,17.3797,1.6232,21
1937-01-30,10.7157,13.2763,1.239,52,11.8846,1.1091,154,14.3668,1.3407,157,12.6408,1.1796,141,6.1997,0.5786,96,,,10,11.7645,1.0979,30,,,19,,,17,18.018,1.6815,21
1937-02-27,10.7857,13.3314,1.236,52,11.9764,1.1104,154,14.3011,1.3259,157,12.8278,1.1893,141,6.2793,0.5822,95,,,10,11.9758,1.1103,27,,,19,,,17,17.8042,1.6507,21
1937-03-31,10.332,12.9641,1.2548,52,11.4895,1.112,154,13.6759,1.3236,157,12.426,1.2027,141,5.9338,0.5743,95,,,10,11.4822,1.1113,27,,,19,,,17,16.6458,1.6111,21
1937-04-30,10.2499,12.5734,1.2267,51,11.3477,1.1071,154,13.588,1.3257,157,12.2467,1.1948,141,5.9221,0.5778,95,,,10,11.3122,1.1036,27,,,19,,,17,16.6292,1.6224,21
1937-05-28,9.5307,11.9734,1.2563,51,10.5788,1.11,152,12.6647,1.3288,157,11.8242,1.2406,141,5.6516,0.593,95,,,10,10.5954,1.1117,27,,,19,,,17,15.8136,1.6592,21
1937-06-30,9.9316,12.4103,1.2496,51,11.268,1.1346,152,13.0937,1.3184,157,11.9661,1.2049,141,5.8281,0.5868,95,,,10,10.5767,1.065,27,,,19,,,17,15.3192,1.5425,21
1937-07-31,10.8896,13.4781,1.2377,53,12.3872,1.1375,166,13.8393,1.2709,166,12.9226,1.1867,148,6.5732,0.6036,101,,,12,11.5104,1.057,32,8.544,0.7846,20,,,17,14.7979,1.3589,22
1937-08-31,10.9724,13.6269,1.2419,53,12.5621,1.1449,166,13.7913,1.2569,166,13.0278,1.1873,148,6.659,0.6069,101,,,12,11.4207,1.0409,32,8.5671,0.7808,20,,,17,14.7114,1.3408,22
1937-09-30,10.9864,13.6284,1.2405,53,12.6503,1.1515,166,13.8116,1.2572,166,13.0729,1.1899,148,6.6107,0.6017,101,,,12,11.4316,1.0405,32,8.5771,0.7807,20,,,17,14.7842,1.3457,22
1937-10-30,10.8243,13.484,1.2457,52,12.448,1.15,166,13.5114,1.2483,166,13.0212,1.203,148,6.5076,0.6012,101,,,12,14.037,1.2968,32,8.4792,0.7834,20,,,17,14.7402,1.3618,22
1937-11-30,12.689,15.0391,1.1852,52,14.2094,1.1198,166,16.4244,1.2944,166,14.8731,1.1721,148,7.6182,0.6004,101,,,12,15.7775,1.2434,32,10.1596,0.8007,20,,,17,15.3068,1.2063,22
1937-12-31,16.0285,18.5722,1.1587,52,18.5549,1.1576,166,20.7189,1.2926,166,18.5577,1.1578,148,10.0815,0.629,101,,,12,18.074,1.1276,32,13.0775,0.8159,20,,,17,17.2863,1.0785,22
1938-01-31,17.1959,19.7777,1.1501,52,20.0109,1.1637,166,22.3628,1.3005,166,19.9452,1.1599,148,10.7885,0.6274,101,,,12,19.0559,1.1082,32,14.5163,0.8442,20,,,17,18.9062,1.0995,22
1938-02-28,18.2674,20.6795,1.132,52,21.3834,1.1706,166,23.813,1.3036,166,21.3714,1.1699,148,11.2448,0.6156,101,,,12,19.7018,1.0785,32,15.5127,0.8492,20,,,17,20.3847,1.1159,22
1938-03-31,18.5898,20.7564,1.1165,52,21.8452,1.1751,166,24.2325,1.3035,166,21.9425,1.1803,148,11.493,0.6182,101,,,12,20.0589,1.079,32,15.7746,0.8486,20,,,17,20.8867,1.1236,22
1938-04-30,18.9488,20.6688,1.0908,52,22.3683,1.1805,166,24.6964,1.3033,166,22.5586,1.1905,148,11.6257,0.6135,101,,,12,20.4057,1.0769,32,16.3625,0.8635,20,,,17,21.3223,1.1253,22
1938-05-31,19.1538,21.0211,1.0975,52,22.5968,1.1798,165,25.213,1.3163,166,22.748,1.1877,148,11.7484,0.6134,101,,,12,20.5954,1.0753,32,16.4759,0.8602,20,,,17,21.2698,1.1105,22
1938-06-30,20.5392,22.5503,1.0979,52,24.2201,1.1792,165,27.0668,1.3178,163,24.2864,1.1824,148,12.4495,0.6061,101,,,12,21.951,1.0687,32,17.2641,0.8405,20,,,17,22.3764,1.0895,22
1938-07-30,20.6239,22.5759,1.0946,54,24.3674,1.1815,177,27.2778,1.3226,167,24.314,1.1789,154,12.5281,0.6075,101,,,12,21.7925,1.0567,34,,,19,,,18,22.8481,1.1078,23
1938-08-31,20.927,22.8433,1.0916,54,24.9038,1.19,176,27.7522,1.3261,166,24.5724,1.1742,154,12.7209,0.6079,101,,,12,21.1697,1.0116,34,,,19,,,18,23.1619,1.1068,23
1938-09-30,20.8366,22.5724,1.0833,54,24.9516,1.1975,175,27.6405,1.3265,165,24.7043,1.1856,152,12.5913,0.6043,101,,,12,20.9724,1.0065,34,,,19,,,18,22.8657,1.0974,23
1938-10-31,19.7563,21.0157,1.0638,54,23.6849,1.1989,175,26.4136,1.337,165,23.6935,1.1993,152,11.5451,0.5844,101,,,12,19.9419,1.0094,34,,,19,,,18,22.0505,1.1161,23
1938-11-30,19.604,20.5921,1.0504,54,23.5548,1.2015,175,26.3751,1.3454,164,23.8061,1.2144,152,11.4547,0.5843,101,,,12,19.9661,1.0185,34,,,19,,,18,20.9949,1.071,23
1938-12-31,19.5397,20.4429,1.0462,54,23.2036,1.1875,175,26.4417,1.3532,164,23.8038,1.2182,152,11.7535,0.6015,101,,,12,20.2331,1.0355,33,,,19,,,18,20.9278,1.071,23
1939-01-31,19.3292,20.3238,1.0515,53,22.8783,1.1836,175,26.2121,1.3561,160,23.4961,1.2156,152,11.5859,0.5994,101,,,12,20.052,1.0374,33,,,19,,,18,20.9409,1.0834,23
1939-02-28,18.942,19.8859,1.0498,53,22.3747,1.1812,175,25.9039,1.3675,160,23.0609,1.2174,152,11.3888,0.6012,101,,,12,20.1131,1.0618,33,,,19,,,18,20.5429,1.0845,23
1939-03-31,18.4553,19.1345,1.0368,53,21.7793,1.1801,175,25.3506,1.3736,160,22.5596,1.2224,152,11.1215,0.6026,101,,,12,20.4128,1.1061,33,,,19,,,18,20.5148,1.1116,23
