date,market_total,10_total,10_ratio,10_firms,15_total,15_ratio,15_firms,20_total,20_ratio,20_firms,25_total,25_ratio,25_firms,30_total,30_ratio,30_firms,35_total,35_ratio,35_firms,40_total,40_ratio,40_firms,45_total,45_ratio,45_firms,50_total,50_ratio,50_firms,55_total,55_ratio,55_firms
1978-02-28,6.339,7.7626,1.2246,184,7.1668,1.1306,599,7.1806,1.1328,576,7.4669,1.1779,671,7.4086,1.1687,321,8.7681,1.3832,125,6.216,0.9806,627,8.4822,1.3381,494,5.6272,0.8877,132,4.3177,0.6811,187
1978-03-31,6.3616,7.8239,1.2299,184,7.19,1.1302,597,7.2129,1.1338,573,7.5068,1.18,668,7.3792,1.16,319,8.7315,1.3725,125,6.233,0.9798,623,8.5571,1.3451,491,5.5837,0.8777,130,4.2236,0.6639,187
1978-04-28,6.3957,7.9437,1.242,184,7.1931,1.1247,594,7.3285,1.1458,570,7.547,1.18,666,7.3453,1.1485,319,8.6696,1.3555,125,6.3317,0.99,621,8.3957,1.3127,488,5.6901,0.8897,129,4.2934,0.6713,187
1978-05-31,6.3192,7.9859,1.2638,181,7.123,1.1272,589,7.2288,1.1439,568,7.4088,1.1724,663,7.2005,1.1395,318,8.5523,1.3534,124,6.3072,0.9981,620,8.2545,1.3063,485,5.5981,0.8859,127,4.0985,0.6486,187
1978-06-30,6.3227,7.8916,1.2481,178,7.1277,1.1273,582,7.2804,1.1515,564,7.3891,1.1687,659,7.1474,1.1304,314,8.5946,1.3593,123,6.3434,1.0033,617,8.2013,1.2971,484,5.5848,0.8833,127,4.1153,0.6509,187
1978-07-31,6.3829,7.9456,1.2448,188,7.2347,1.1334,607,7.2981,1.1434,582,7.4851,1.1727,666,7.2641,1.138,314,8.508,1.3329,125,6.4105,1.0043,668,8.1931,1.2836,502,5.6488,0.885,128,4.0519,0.6348,189
1978-08-31,6.4544,7.9196,1.227,187,7.3267,1.1351,605,7.4924,1.1608,579,7.5179,1.1648,663,7.3908,1.1451,313,8.6893,1.3462,124,6.4943,1.0062,665,8.1899,1.2689,499,5.6303,0.8723,128,4.01,0.6213,189
1978-09-29,6.4952,7.8829,1.2137,184,7.3485,1.1314,601,7.6739,1.1815,576,7.4374,1.1451,658,7.432,1.1442,309,8.8204,1.358,124,6.5927,1.015,660,8.3355,1.2833,496,5.6879,0.8757,127,3.9452,0.6074,187
1978-10-31,6.62,7.9425,1.1998,184,7.4879,1.1311,599,7.8787,1.1901,571,7.5696,1.1434,654,7.5825,1.1454,309,8.9781,1.3562,122,6.7371,1.0177,656,8.4871,1.282,495,5.6819,0.8583,125,3.9476,0.5963,187
1978-11-30,6.6535,7.9086,1.1886,183,7.5606,1.1363,598,7.9326,1.1923,566,7.562,1.1365,649,7.6093,1.1437,305,8.9945,1.3518,122,6.7984,1.0218,653,8.4863,1.2755,494,5.6642,0.8513,124,3.8483,0.5784,187
1978-12-29,6.7876,8.0386,1.1843,183,7.6533,1.1275,592,8.2219,1.2113,562,7.7069,1.1354,647,7.7117,1.1361,305,9.2237,1.3589,122,6.8622,1.011,650,8.6713,1.2775,492,5.7303,0.8442,122,3.7978,0.5595,187
1979-01-31,7.5333,8.5024,1.1286,182,8.4907,1.1271,589,9.417,1.25,559,8.5867,1.1398,647,8.1971,1.0881,303,10.077,1.3377,121,7.6046,1.0095,647,9.5397,1.2663,488,6.1608,0.8178,122,4.0636,0.5394,187
1979-02-28,7.8117,8.9124,1.1409,181,8.7961,1.126,583,9.8472,1.2606,552,8.9296,1.1431,640,8.4323,1.0794,300,10.2603,1.3135,121,7.7561,0.9929,642,9.7551,1.2488,486,6.2023,0.794,122,4.152,0.5315,187
1979-03-30,7.994,8.9571,1.1205,178,8.9419,1.1186,582,10.2205,1.2785,550,9.0088,1.1269,636,8.6267,1.0792,298,10.6001,1.326,120,7.846,0.9815,635,10.1434,1.2689,485,6.2439,0.7811,121,4.2522,0.5319,187
1979-04-30,8.0768,8.9396,1.1068,176,9.0736,1.1234,581,10.2927,1.2744,549,9.1128,1.1283,635,8.7281,1.0806,295,10.6677,1.3208,119,7.8549,0.9725,634,10.3771,1.2848,482,6.326,0.7832,120,4.1794,0.5175,187
1979-05-31,8.2294,9.0864,1.1041,175,9.2124,1.1194,580,10.5615,1.2834,545,9.2465,1.1236,633,8.8581,1.0764,293,10.8428,1.3176,118,7.9531,0.9664,627,10.5298,1.2795,477,6.4263,0.7809,119,4.1952,0.5098,187
1979-06-29,8.2606,9.1331,1.1056,174,9.2926,1.1249,575,10.6329,1.2872,544,9.1979,1.1135,632,8.818,1.0675,292,10.783,1.3054,117,7.9675,0.9645,623,10.5932,1.2824,476,6.3723,0.7714,119,4.2611,0.5158,187
1979-07-31,8.0928,9.1039,1.1249,198,9.0928,1.1236,601,10.3797,1.2826,568,8.963,1.1075,646,8.5282,1.0538,296,10.4826,1.2953,127,7.7738,0.9606,661,10.4738,1.2942,530,6.2292,0.7697,128,4.2747,0.5282,188
1979-08-31,8.1845,9.4314,1.1524,197,9.177,1.1213,598,10.4162,1.2727,562,9.0858,1.1101,638,8.4379,1.031,292,10.4173,1.2728,127,7.8276,0.9564,656,10.4874,1.2814,527,6.2211,0.7601,127,4.3867,0.536,188
1979-09-28,8.167,9.5167,1.1653,196,9.1418,1.1194,593,10.4005,1.2735,557,9.0897,1.113,633,8.3691,1.0247,291,10.3743,1.2703,126,7.845,0.9606,653,10.481,1.2833,527,6.233,0.7632,126,4.3983,0.5385,187
1979-10-31,8.1089,9.6143,1.1856,196,9.0448,1.1154,591,10.3503,1.2764,552,9.0241,1.1129,631,8.3024,1.0239,290,10.239,1.2627,124,7.8017,0.9621,648,10.4593,1.2899,525,6.1039,0.7527,125,4.3903,0.5414,187
1979-11-30,8.2057,9.8741,1.2033,194,9.1543,1.1156,589,10.4299,1.2711,551,9.0468,1.1025,629,8.3339,1.0156,288,10.2478,1.2489,124,7.8668,0.9587,647,10.4955,1.2791,523,6.1326,0.7474,125,4.4434,0.5415,187
1979-12-31,8.2451,10.2166,1.2391,193,9.1608,1.1111,589,10.412,1.2628,547,8.9915,1.0905,625,8.3044,1.0072,286,10.2591,1.2443,124,7.8701,0.9545,643,10.5919,1.2846,519,6.0122,0.7292,124,4.5062,0.5465,187
1980-01-31,8.5402,10.7072,1.2537,191,9.5607,1.1195,586,10.5419,1.2344,546,9.0547,1.0602,622,8.2582,0.967,283,10.1507,1.1886,123,8.6176,1.0091,640,10.4846,1.2277,512,6.1579,0.721,124,5.4304,0.6359,187
1980-02-29,8.4369,10.8458,1.2855,189,9.4328,1.118,578,10.3174,1.2229,539,8.8803,1.0526,618,8.1218,0.9627,279,10.0759,1.1943,123,8.5499,1.0134,630,10.3745,1.2297,508,6.1749,0.7319,123,5.4914,0.6509,187
1980-03-31,8.3956,11.1948,1.3334,189,9.3238,1.1105,576,10.1154,1.2048,536,8.7072,1.0371,613,8.0871,0.9632,278,9.9719,1.1877,122,8.3921,0.9996,627,10.3496,1.2327,506,6.1605,0.7338,122,5.4308,0.6469,187
1980-04-30,8.4429,11.4463,1.3557,188,9.4305,1.117,575,10.1491,1.2021,534,8.6789,1.0279,611,8.0695,0.9558,277,9.8268,1.1639,122,8.3862,0.9933,622,10.5637,1.2512,505,6.014,0.7123,121,5.4515,0.6457,187
1980-05-30,8.7139,12.1747,1.3972,187,9.6196,1.1039,570,10.2475,1.176,531,8.7747,1.007,606,8.3095,0.9536,276,10.0534,1.1537,119,8.5945,0.9863,619,10.8378,1.2437,504,6.409,0.7355,120,5.8981,0.6769,187
1980-06-30,9.8638,14.4909,1.4691,186,11.0917,1.1245,567,11.3615,1.1518,531,9.3455,0.9475,601,8.7465,0.8867,276,10.6668,1.0814,117,9.566,0.9698,614,11.6503,1.1811,499,6.8853,0.698,119,7.0185,0.7115,186
1980-07-31,10.0769,14.8722,1.4759,242,11.261,1.1175,592,11.6395,1.1551,555,9.5617,0.9489,621,8.947,0.8879,283,10.8744,1.0791,136,9.7613,0.9687,672,11.8791,1.1788,550,7.0139,0.696,126,7.3378,0.7282,189
1980-08-29,10.216,15.2559,1.4933,242,11.4048,1.1164,591,11.713,1.1465,554,9.6706,0.9466,620,9.0478,0.8856,280,10.8154,1.0587,136,9.8399,0.9632,665,12.0814,1.1826,550,7.1118,0.6961,126,7.4245,0.7268,189
1980-09-30,10.3547,15.6355,1.51,241,11.456,1.1064,587,11.7907,1.1387,553,9.8026,0.9467,618,9.1586,0.8845,279,10.8226,1.0452,135,9.8101,0.9474,654,12.2487,1.1829,546,7.2357,0.6988,126,7.5386,0.728,188
1980-10-31,10.36,15.9706,1.5416,240,11.4803,1.1081,582,11.8236,1.1413,551,9.8832,0.954,614,9.1576,0.8839,275,10.8064,1.0431,134,9.7525,0.9414,651,12.3025,1.1875,542,7.2079,0.6957,124,7.5358,0.7274,188
1980-11-28,10.544,16.1072,1.5276,239,11.6145,1.1015,581,11.9704,1.1353,547,10.0805,0.956,610,9.378,0.8894,275,10.9715,1.0405,134,9.809,0.9303,647,12.6038,1.1954,541,7.4239,0.7041,124,7.6296,0.7236,188
1980-12-31,10.9057,16.5072,1.5136,238,11.9028,1.0914,578,12.3609,1.1334,543,10.4157,0.9551,609,9.7739,0.8962,274,11.241,1.0307,133,10.0699,0.9234,645,13.112,1.2023,538,7.8792,0.7225,124,7.8572,0.7205,188
1981-01-30,10.5394,16.6739,1.5821,238,11.2624,1.0686,576,11.6009,1.1007,537,9.8664,0.9361,605,9.5174,0.903,273,10.5406,1.0001,133,9.147,0.8679,638,13.0352,1.2368,535,7.5605,0.7174,121,7.4369,0.7056,187
1981-02-27,10.7545,17.0866,1.5888,238,11.4067,1.0606,575,11.646,1.0829,534,9.8812,0.9188,595,9.5977,0.8924,272,10.6161,0.9871,132,9.2032,0.8558,634,13.2411,1.2312,530,7.7316,0.7189,120,7.6512,0.7114,186
1981-03-31,11.0771,17.4689,1.577,235,11.8024,1.0655,572,11.9949,1.0829,532,10.1631,0.9175,588,9.8479,0.889,271,10.8154,0.9764,131,9.4799,0.8558,631,13.4175,1.2113,528,8.0638,0.728,120,8.1565,0.7363,186
1981-04-30,11.3498,17.9079,1.5778,235,11.9698,1.0546,568,12.3847,1.0912,529,10.4014,0.9164,585,9.9453,0.8763,270,10.9849,0.9678,130,9.6094,0.8467,628,13.6254,1.2005,526,8.2576,0.7276,118,8.3943,0.7396,186
1981-05-29,11.315,17.8447,1.5771,232,11.8814,1.0501,566,12.356,1.092,525,10.4206,0.921,582,9.9065,0.8755,268,10.7744,0.9522,128,9.5277,0.842,626,13.5663,1.199,524,8.1688,0.7219,118,8.2938,0.733,186
1981-06-30,10.6903,16.9686,1.5873,231,11.0225,1.0311,562,11.6649,1.0912,525,10.1539,0.9498,580,9.7019,0.9075,266,10.2912,0.9627,127,8.8773,0.8304,625,13.1621,1.2312,524,8.0415,0.7522,118,7.6717,0.7176,186
1981-07-31,10.6432,17.0926,1.606,358,10.9575,1.0295,602,11.5683,1.0869,586,10.2522,0.9633,609,9.7887,0.9197,274,10.2528,0.9633,158,8.8531,0.8318,698,13.166,1.237,652,8.2031,0.7707,139,7.5377,0.7082,191
1981-08-31,10.5988,17.1477,1.6179,358,10.854,1.0241,602,11.5127,1.0862,583,10.246,0.9667,605,9.7525,0.9202,271,10.2517,0.9673,156,8.8577,0.8357,694,13.109,1.2368,651,8.3856,0.7912,137,7.5083,0.7084,191
1981-09-30,10.5541,17.1007,1.6203,357,10.9216,1.0348,598,11.4608,1.0859,582,10.2663,0.9727,601,9.7561,0.9244,268,10.3022,0.9761,156,8.9943,0.8522,693,13.0546,1.2369,651,8.4283,0.7986,136,7.5941,0.7195,190
1981-10-30,10.6069,17.1253,1.6145,356,10.9532,1.0327,595,11.4067,1.0754,578,10.2005,0.9617,595,9.7144,0.9159,268,10.4253,0.9829,155,9.068,0.8549,687,12.931,1.2191,649,8.6038,0.8111,136,7.7938,0.7348,190
1981-11-30,10.7813,17.4621,1.6197,354,10.9968,1.02,592,11.5277,1.0692,574,10.2532,0.951,591,9.6688,0.8968,268,10.6775,0.9904,154,9.2232,0.8555,683,12.9845,1.2043,643,8.6299,0.8005,136,8.0834,0.7498,190
1981-12-31,10.7511,17.499,1.6277,353,11.0157,1.0246,590,11.5123,1.0708,569,10.1205,0.9413,589,9.4711,0.8809,267,10.5428,0.9806,154,9.0825,0.8448,681,12.8345,1.1938,642,8.635,0.8032,134,8.2851,0.7706,190
1982-01-29,10.6757,17.2908,1.6196,349,10.9948,1.0299,589,11.4691,1.0743,566,10.1172,0.9477,583,9.5,0.8899,266,10.726,1.0047,152,9.048,0.8475,677,12.8254,1.2014,640,8.5892,0.8046,134,8.1853,0.7667,190
1982-02-26,10.4827,16.9302,1.6151,348,10.8678,1.0367,588,11.3266,1.0805,564,10.1128,0.9647,580,9.392,0.896,265,10.5164,1.0032,152,8.9549,0.8543,670,12.7076,1.2122,635,8.4814,0.8091,134,7.9911,0.7623,190
1982-03-31,10.0903,16.5045,1.6357,347,10.3697,1.0277,586,10.7979,1.0701,562,9.7644,0.9677,575,8.9992,0.8919,264,10.1253,1.0035,152,8.6457,0.8568,667,12.3474,1.2237,632,8.2762,0.8202,133,7.5851,0.7517,190
1982-04-30,10.1854,16.4071,1.6109,345,10.5192,1.0328,585,10.8606,1.0663,557,9.9411,0.976,570,9.2451,0.9077,264,10.4615,1.0271,150,8.847,0.8686,660,12.5206,1.2293,630,8.3144,0.8163,133,7.6687,0.7529,190
1982-05-28,10.1657,16.3898,1.6123,342,10.5176,1.0346,582,10.9696,1.0791,555,9.977,0.9814,565,9.1728,0.9023,263,10.6906,1.0516,149,8.7352,0.8593,653,12.8061,1.2597,626,8.2097,0.8076,132,7.6211,0.7497,188
1982-06-30,9.9249,16.0417,1.6163,341,10.1816,1.0259,581,10.8341,1.0916,550,9.9079,0.9983,559,9.0054,0.9074,261,10.6528,1.0733,149,8.4081,0.8472,650,12.853,1.295,625,7.9948,0.8055,131,7.3235,0.7379,188
1982-07-30,9.866,15.8993,1.6115,404,10.0585,1.0195,605,10.7371,1.0883,605,9.6711,0.9802,579,8.797,0.8916,270,10.7023,1.0848,179,8.242,0.8354,729,12.7465,1.292,730,7.8809,0.7988,148,7.1983,0.7296,190
1982-08-31,9.761,15.5916,1.5973,401,9.9951,1.024,604,10.6884,1.095,601,9.5916,0.9826,577,8.6634,0.8876,268,10.5651,1.0824,175,8.2062,0.8407,726,12.5333,1.284,728,7.8675,0.806,147,7.1686,0.7344,190
1982-09-30,9.6784,15.4537,1.5967,399,9.9672,1.0298,601,10.7072,1.1063,600,9.5369,0.9854,573,8.627,0.8914,265,10.5864,1.0938,174,8.1825,0.8454,720,12.4859,1.2901,726,7.8485,0.8109,147,7.013,0.7246,190
1982-10-29,9.6943,15.4412,1.5928,395,9.9616,1.0276,596,10.7037,1.1041,595,9.6329,0.9937,571,8.7195,0.8995,263,10.9583,1.1304,172,8.2084,0.8467,711,12.5436,1.2939,721,7.965,0.8216,144,7.0933,0.7317,190
1982-11-30,9.7348,15.3832,1.5802,392,10.1729,1.045,592,10.8922,1.1189,588,9.9448,1.0216,567,8.8982,0.9141,262,11.0884,1.139,171,8.2896,0.8515,706,12.6805,1.3026,717,8.3229,0.855,142,7.0055,0.7196,190
1982-12-31,9.4244,14.8602,1.5768,392,9.7924,1.039,590,10.5894,1.1236,586,9.7875,1.0385,564,8.7703,0.9306,259,11.0412,1.1716,170,8.1677,0.8667,696,12.333,1.3086,715,8.2826,0.8788,142,6.7413,0.7153,190
1983-01-31,10.1237,15.6925,1.5501,389,10.6148,1.0485,584,11.3339,1.1195,583,10.667,1.0537,563,9.4192,0.9304,258,11.6486,1.1506,168,8.8497,0.8742,688,13.1707,1.301,711,9.2218,0.9109,140,7.1215,0.7034,190
1983-02-28,10.3045,15.7146,1.525,385,10.7951,1.0476,579,11.638,1.1294,580,11.058,1.0731,558,9.6968,0.941,254,11.8853,1.1534,167,9.0233,0.8757,679,13.5107,1.3111,708,9.361,0.9084,138,7.0638,0.6855,190
1983-03-31,10.3622,15.9957,1.5436,380,10.8057,1.0428,577,11.7569,1.1346,576,11.2759,1.0882,555,9.9474,0.96,253,11.9904,1.1571,166,9.2281,0.8905,677,13.8378,1.3354,707,9.9191,0.9572,138,6.8942,0.6653,190
1983-04-29,10.4863,16.4547,1.5692,378,11.1171,1.0602,573,11.8619,1.1312,574,11.4057,1.0877,553,9.9681,0.9506,252,11.9327,1.1379,164,9.3503,0.8917,674,13.9962,1.3347,705,10.2335,0.9759,138,6.8587,0.6541,190
1983-05-31,10.5231,16.9175,1.6077,374,11.1432,1.0589,570,11.7528,1.1169,572,11.4078,1.0841,553,9.9594,0.9464,252,11.8542,1.1265,162,9.5966,0.912,669,13.7899,1.3104,703,10.4101,0.9893,136,6.8268,0.6487,190
1983-06-30,10.4187,17.1299,1.6441,371,10.99,1.0548,569,11.6653,1.1196,568,11.2993,1.0845,550,9.9766,0.9576,251,11.6851,1.1215,162,9.5128,0.913,662,13.6784,1.3129,697,10.318,0.9903,136,6.7262,0.6456,189
1983-07-29,10.5409,17.1095,1.6232,388,11.1163,1.0546,598,11.7418,1.1139,634,11.5316,1.094,607,9.9772,0.9465,270,11.6552,1.1057,204,9.7077,0.921,760,13.8837,1.3171,824,10.5039,0.9965,163,6.6962,0.6353,195
1983-08-31,10.5952,17.1111,1.615,386,11.2349,1.0604,595,11.8517,1.1186,633,11.7271,1.1068,605,9.973,0.9413,269,11.6547,1.1,204,9.7104,0.9165,754,14.0334,1.3245,820,10.501,0.9911,163,6.6419,0.6269,195
1983-09-30,10.7479,17.0803,1.5892,378,11.267,1.0483,589,11.9587,1.1126,629,12.0085,1.1173,602,9.9581,0.9265,268,11.7937,1.0973,202,9.7538,0.9075,747,14.2367,1.3246,817,10.5181,0.9786,162,6.5603,0.6104,194
1983-10-31,10.877,17.0688,1.5693,371,11.3293,1.0416,584,12.1942,1.1211,627,12.291,1.13,597,10.0308,0.9222,268,11.6838,1.0742,202,9.8885,0.9091,739,14.5287,1.3357,813,10.5336,0.9684,162,6.4333,0.5915,194
1983-11-30,10.5784,16.592,1.5685,369,11.1003,1.0493,581,11.8897,1.124,626,12.1867,1.152,597,9.7912,0.9256,267,11.3648,1.0743,202,9.6613,0.9133,738,14.293,1.3511,811,10.2361,0.9676,161,6.0076,0.5679,191
1983-12-30,10.2914,16.3622,1.5899,368,10.8058,1.05,579,11.5941,1.1266,623,11.973,1.1634,596,9.5693,0.9298,267,10.9856,1.0675,202,9.39,0.9124,736,13.9364,1.3542,808,9.918,0.9637,161,5.8279,0.5663,191
1984-01-31,9.7977,15.6579,1.5981,359,10.2122,1.0423,579,11.0499,1.1278,620,11.4908,1.1728,589,9.1253,0.9314,266,10.5946,1.0813,201,9.0311,0.9218,732,13.5537,1.3834,805,9.4573,0.9653,161,5.5262,0.564,189
1984-02-29,9.4648,15.3239,1.619,352,9.9306,1.0492,577,10.6942,1.1299,618,11.1355,1.1765,582,8.8175,0.9316,266,10.2661,1.0847,198,8.7944,0.9292,723,13.1856,1.3931,801,9.3291,0.9857,160,5.4613,0.577,189
1984-03-30,9.1177,14.9726,1.6421,349,9.5283,1.045,576,10.1903,1.1176,611,10.8097,1.1856,578,8.3786,0.9189,260,9.9871,1.0954,196,8.4269,0.9242,719,12.6535,1.3878,799,8.8646,0.9722,159,5.4615,0.599,189
1984-04-30,8.5897,14.1167,1.6434,344,8.9341,1.0401,574,9.7394,1.1339,611,10.5043,1.2229,575,7.9577,0.9264,259,9.6875,1.1278,196,8.0401,0.936,716,12.1831,1.4183,798,8.4551,0.9843,159,5.453,0.6348,189
1984-05-31,8.7289,13.3995,1.5351,342,9.0024,1.0313,570,10.0854,1.1554,610,10.8967,1.2484,571,8.0732,0.9249,257,9.7037,1.1117,196,8.0318,0.9201,710,12.5014,1.4322,796,9.0302,1.0345,156,5.7789,0.662,189
1984-06-29,8.7683,12.9331,1.475,340,9.0737,1.0348,569,10.1575,1.1584,608,10.9482,1.2486,566,8.0815,0.9217,255,9.8012,1.1178,193,8.0369,0.9166,707,12.5428,1.4305,794,9.4185,1.0742,156,5.8054,0.6621,189
1984-07-31,8.6867,12.6287,1.4538,374,8.9883,1.0347,626,10.1155,1.1645,719,10.8469,1.2487,681,8.1058,0.9331,284,9.797,1.1278,290,7.8814,0.9073,924,12.5303,1.4425,1055,9.5191,1.0958,199,5.7867,0.6661,195
1984-08-31,8.6787,12.5398,1.4449,370,8.8874,1.0241,620,10.0876,1.1623,714,10.7906,1.2434,676,8.2315,0.9485,282,9.8754,1.1379,288,7.9238,0.913,918,12.4922,1.4394,1054,9.6216,1.1087,197,5.8394,0.6728,195
1984-09-28,8.5495,12.1952,1.4264,367,8.7422,1.0225,618,9.948,1.1636,711,10.6981,1.2513,676,8.1907,0.958,279,9.6444,1.1281,287,7.8028,0.9127,915,12.4108,1.4516,1051,9.7124,1.136,195,5.8138,0.68,194
1984-10-31,8.4449,12.0186,1.4232,357,8.6456,1.0238,613,9.8995,1.1722,703,10.6095,1.2563,666,8.1575,0.966,277,9.607,1.1376,285,7.6831,0.9098,909,12.4661,1.4762,1044,9.8174,1.1625,194,5.763,0.6824,193
1984-11-30,8.2705,11.7696,1.4231,353,8.4709,1.0242,607,9.7316,1.1767,697,10.3479,1.2512,660,8.0862,0.9777,277,9.4854,1.1469,282,7.5587,0.9139,903,12.2701,1.4836,1036,9.7169,1.1749,192,5.6804,0.6868,193
1984-12-31,8.1288,11.5801,1.4246,343,8.2325,1.0128,601,9.5156,1.1706,694,10.1667,1.2507,652,7.9065,0.9727,276,9.2845,1.1422,281,7.4286,0.9139,899,12.0938,1.4878,1030,9.6722,1.1899,190,5.6458,0.6945,193
1985-01-31,7.8246,11.4721,1.4662,335,7.9587,1.0171,599,9.315,1.1905,690,9.8804,1.2627,648,7.6181,0.9736,274,9.0998,1.163,277,7.2453,0.926,895,11.6954,1.4947,1028,9.4076,1.2023,189,5.5751,0.7125,193
1985-02-28,7.6571,11.1875,1.4611,330,7.7718,1.015,594,9.0597,1.1832,683,9.6976,1.2665,646,7.4926,0.9785,269,8.8673,1.158,273,7.1277,0.9309,881,11.3798,1.4862,1021,9.2852,1.2126,188,5.5278,0.7219,193
1985-03-29,7.5012,11.0345,1.471,328,7.6147,1.0151,588,8.9043,1.1871,676,9.5679,1.2755,643,7.3464,0.9794,267,8.6727,1.1562,272,6.9655,0.9286,880,11.1307,1.4839,1014,9.0481,1.2062,185,5.4322,0.7242,193
1985-04-30,7.4084,10.6531,1.438,325,7.4466,1.0052,585,8.8167,1.1901,674,9.4746,1.2789,637,7.2776,0.9823,264,8.7137,1.1762,269,6.9688,0.9407,877,11.0488,1.4914,1006,8.9758,1.2116,184,5.2164,0.7041,191
1985-05-31,7.1238,10.0256,1.4073,324,7.1415,1.0025,584,8.5896,1.2058,668,9.086,1.2754,628,7.143,1.0027,264,8.4528,1.1866,268,6.7543,0.9481,871,10.6827,1.4996,997,8.5683,1.2028,184,4.901,0.688,191
1985-06-28,6.9996,9.6121,1.3732,320,7.0087,1.0013,578,8.5096,1.2157,664,8.8132,1.2591,620,6.9301,0.9901,258,8.3377,1.1912,268,6.6591,0.9514,861,10.6767,1.5253,992,8.2858,1.1838,182,4.9169,0.7024,190
1985-07-31,6.8423,9.5402,1.3943,357,6.8254,0.9975,602,8.3313,1.2176,712,8.6504,1.2642,676,6.8938,1.0075,284,8.2497,1.2057,317,6.6269,0.9685,985,10.4261,1.5238,1095,7.9704,1.1649,214,4.8551,0.7096,192
1985-08-30,6.7592,9.3447,1.3825,356,6.7087,0.9925,592,8.2652,1.2228,708,8.6539,1.2803,672,6.933,1.0257,282,8.2704,1.2236,314,6.455,0.955,978,10.4311,1.5432,1085,7.8458,1.1607,214,4.8804,0.722,191
1985-09-30,6.5977,9.1998,1.3944,351,6.5507,0.9929,585,8.1779,1.2395,701,8.3619,1.2674,667,6.7813,1.0278,280,8.1741,1.2389,313,6.3367,0.9604,971,10.3768,1.5728,1073,7.6195,1.1549,213,4.7911,0.7262,191
1985-10-31,6.3698,8.9945,1.4121,347,6.276,0.9853,583,7.7888,1.2228,699,8.0153,1.2583,658,6.631,1.041,278,8.0006,1.256,312,6.3721,1.0004,964,10.0766,1.5819,1068,7.6563,1.202,210,5.7754,0.9067,191
1985-11-29,6.2235,8.894,1.4291,339,6.0927,0.979,581,7.6469,1.2287,695,7.7556,1.2462,650,6.5105,1.0461,278,7.8291,1.258,310,6.2229,0.9999,962,9.8802,1.5875,1058,7.4813,1.2021,208,5.7904,0.9304,190
1985-12-31,6.3139,8.9371,1.4155,333,6.0982,0.9658,578,7.724,1.2233,681,7.7607,1.2291,645,6.519,1.0325,276,8.1631,1.2929,307,6.2921,0.9965,959,9.9566,1.5769,1052,7.5388,1.194,205,6.0056,0.9512,190
1986-01-31,6.2736,8.5178,1.3577,327,6.0206,0.9597,577,7.6866,1.2252,675,7.6985,1.2271,638,6.5308,1.041,272,8.1573,1.3003,303,6.2839,1.0016,949,9.7977,1.5617,1047,7.4783,1.192,202,5.9154,0.9429,189
1986-02-28,6.2922,8.4335,1.3403,321,6.0231,0.9572,575,7.7062,1.2247,672,7.6622,1.2177,637,6.5841,1.0464,270,8.1915,1.3019,299,6.3506,1.0093,938,9.7753,1.5536,1039,7.5477,1.1995,201,5.942,0.9444,188
1986-03-31,6.3764,9.0007,1.4116,317,6.1079,0.9579,572,7.7924,1.2221,669,7.7109,1.2093,632,6.7497,1.0585,269,8.3013,1.3019,296,6.4336,1.009,935,9.8601,1.5464,1036,7.6378,1.1978,199,6.0228,0.9445,188
1986-04-30,6.655,9.5908,1.4411,313,6.2219,0.9349,570,7.8191,1.1749,665,7.8975,1.1867,628,7.1437,1.0734,267,8.5847,1.29,292,6.7268,1.0108,925,10.12,1.5207,1024,7.9719,1.1979,196,6.3308,0.9513,187
1986-05-30,6.5801,9.977,1.5163,304,6.2123,0.9441,566,7.6741,1.1663,661,7.7854,1.1832,623,7.1815,1.0914,262,8.4668,1.2867,291,6.7292,1.0227,914,9.8827,1.5019,1019,7.8324,1.1903,195,6.3045,0.9581,185
1986-06-30,6.8134,10.3094,1.5131,299,6.5967,0.9682,562,7.7394,1.1359,656,8.009,1.1755,619,7.713,1.132,260,8.8189,1.2943,288,7.0852,1.0399,905,9.7456,1.4304,1014,7.8202,1.1478,192,6.5192,0.9568,184
1986-07-31,7.0506,10.5248,1.4928,329,6.8258,0.9681,609,7.8785,1.1174,822,8.1652,1.1581,730,8.0891,1.1473,270,9.0858,1.2887,364,7.2955,1.0347,1102,9.8899,1.4027,1074,7.8816,1.1179,233,6.8911,0.9774,195
1986-08-29,7.0857,10.5891,1.4944,322,6.8684,0.9693,602,7.7725,1.0969,816,8.1888,1.1557,720,8.2551,1.165,269,9.1077,1.2854,361,7.2493,1.0231,1093,9.8153,1.3852,1067,7.9132,1.1168,230,6.8503,0.9668,193
1986-09-30,7.6156,10.6945,1.4043,313,7.3933,0.9708,598,8.0591,1.0582,812,8.6707,1.1385,717,9.267,1.2168,266,9.8908,1.2987,358,7.7622,1.0192,1083,10.0774,1.3233,1055,8.499,1.116,229,7.0368,0.924,193
1986-10-31,7.7973,10.8315,1.3891,309,7.7399,0.9926,596,8.1077,1.0398,802,9.0094,1.1554,709,9.5465,1.2243,264,10.1005,1.2954,356,7.7768,0.9974,1077,10.1399,1.3004,1044,8.5447,1.0958,228,6.7477,0.8654,192
1986-11-28,7.9916,11.2196,1.4039,307,7.9604,0.9961,587,8.2561,1.0331,792,9.2213,1.1539,704,9.7819,1.224,260,10.368,1.2974,351,7.9568,0.9956,1072,10.3339,1.2931,1035,8.7268,1.092,226,6.9962,0.8754,191
