tenor,real_cod,spread,rating,offset,real_cod_BBB
1,0.026167,0.01502,BBB,1.0,0.026167
2,0.02774,0.01504,BBB,1.0,0.02774
3,0.029121,0.01506,BBB,1.0,0.029121
4,0.03033,0.01508,BBB,1.0,0.03033
5,0.031382,0.0151,BBB,1.0,0.031382
6,0.032304,0.01512,BBB,1.0,0.032304
7,0.033101,0.01514,BBB,1.0,0.033101
8,0.0338,0.01516,BBB,1.0,0.0338
9,0.034393,0.01518,BBB,1.0,0.034393
10,0.03491,0.0152,BBB,1.0,0.03491
11,0.035354,0.01522,BBB,1.0,0.035354
12,0.035738,0.01524,BBB,1.0,0.035738
13,0.036048,0.01526,BBB,1.0,0.036048
14,0.03633,0.01528,BBB,1.0,0.03633
15,0.03654,0.0153,BBB,1.0,0.03654
16,0.036741,0.01532,BBB,1.0,0.036741
17,0.0369,0.01534,BBB,1.0,0.0369
18,0.03702,0.01536,BBB,1.0,0.03702
19,0.037123,0.01538,BBB,1.0,0.037123
20,0.037199,0.0154,BBB,1.0,0.037199
21,0.037272,0.01542,BBB,1.0,0.037272
22,0.037305,0.01544,BBB,1.0,0.037305
23,0.037346,0.01546,BBB,1.0,0.037346
24,0.037354,0.01548,BBB,1.0,0.037354
25,0.037378,0.0155,BBB,1.0,0.037378
26,0.037376,0.01552,BBB,1.0,0.037376
27,0.037374,0.01554,BBB,1.0,0.037374
28,0.037347,0.01556,BBB,1.0,0.037347
29,0.037355,0.01558,BBB,1.0,0.037355
30,0.037345,0.0156,BBB,1.0,0.037345
