tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
1,0.011147,0.051263,0.0051,0.056363,0.06751
2,0.0127,0.050576,0.0042,0.054776,0.067476
3,0.014061,0.049935,0.0033,0.053235,0.067296
4,0.01525,0.049336,0.0024,0.051736,0.066986
5,0.016282,0.048778,0.0015,0.050278,0.06656
6,0.017184,0.048257,0.0006,0.048857,0.066041
7,0.017961,0.047771,-0.0003,0.047471,0.065432
8,0.01864,0.047318,-0.0012,0.046118,0.064758
9,0.019213,0.046895,-0.0021,0.044795,0.064008
10,0.01971,0.0465,-0.003,0.0435,0.06321
11,0.020134,0.046132,-0.0039,0.042232,0.062366
12,0.020498,0.045788,-0.0048,0.040988,0.061486
13,0.020788,0.045467,-0.0057,0.039767,0.060555
14,0.02105,0.045168,-0.0066,0.038568,0.059618
15,0.02124,0.044889,-0.0075,0.037389,0.058629
16,0.021421,0.044629,-0.0084,0.036229,0.05765
17,0.02156,0.044386,-0.0093,0.035086,0.056646
18,0.02166,0.044159,-0.0102,0.033959,0.055619
19,0.021743,0.043947,-0.0111,0.032847,0.05459
20,0.021799,0.04375,-0.012,0.03175,0.053549
21,0.021852,0.043566,-0.0129,0.030666,0.052518
22,0.021865,0.043394,-0.0138,0.029594,0.051459
23,0.021886,0.043234,-0.0147,0.028534,0.05042
24,0.021874,0.043084,-0.0156,0.027484,0.049358
25,0.021878,0.042945,-0.0165,0.026445,0.048323
26,0.021856,0.042814,-0.0174,0.025414,0.04727
27,0.021834,0.042693,-0.0183,0.024393,0.046227
28,0.021787,0.042579,-0.0192,0.023379,0.045166
29,0.021775,0.042474,-0.0201,0.022374,0.044149
30,0.021745,0.042375,-0.021,0.021375,0.04312
