date,n_true,n_scored,n_weighted,count_cov,cap_cov,capw_avg_semidev,eqw_avg_semidev,market_semidev,k,drawdown,market_semidev_lag60,k_lag60_60,implied_avg_corr
1996-12-31,500,168,162,0.336,0.5941453253816033,17.62287275178361,16.118087628695946,8.003818,2.201808280970858,0,7.973995900363093,2.210042865833573,0.17099981023262453
1997-01-31,500,170,166,0.34,0.5946338483742145,17.607483230817866,15.99534992712856,8.142976,2.162290940169523,0,7.909257335129961,2.226186667692808,0.17619586437096973
1997-02-28,500,170,166,0.34,0.595144655618676,17.386140254926907,15.934443478206822,8.276902,2.100561327768156,0,7.879898595017435,2.206391369797626,0.18476235681508316
1997-03-31,500,170,166,0.34,0.6017422140573286,17.413877129209034,15.847423775154311,8.34776,2.086053879029708,0,8.111507801461796,2.1468113642288347,0.18685927870223457
1997-04-30,500,171,167,0.342,0.6048297522591333,17.28668886807012,15.85158212951912,8.929194,1.935974161617512,0,8.13891761428684,2.1239542759009535,0.21061517524306864
1997-05-30,500,174,170,0.348,0.6070024383140639,17.441725320193594,15.990867941395827,9.068075,1.9234209377617182,0,8.25591099989589,2.11263485282406,0.21278641646142965
1997-06-30,500,176,172,0.352,0.6185383998600423,17.54202055655229,16.1490605368035,9.390497,1.8680609297412365,0,8.53915183713595,2.0543047940971997,0.22273443037507776
1997-07-31,500,180,176,0.36,0.6231132346933655,17.99571728516148,16.384907968835922,9.293921,1.936289030771994,0,8.973547317711844,2.005418442452721,0.21056110444301065
1997-08-29,500,184,180,0.368,0.6293689208782297,18.205267774871025,16.376797388359165,9.80426,1.8568732137735053,0,9.053556003371206,2.0108416812236056,0.2248212491871481
1997-09-30,500,185,181,0.37,0.6267806016368819,18.786963414617766,16.56327354358261,9.99137,1.8803190568078016,0,9.34351012495385,2.010696533034533,0.22047800818637353
1997-10-31,500,185,181,0.37,0.6258135457657775,18.341195238407543,16.510083430423276,11.936851,1.5365187383513075,0,9.275043774802434,1.9774780242261687,0.29754024963582953
1997-11-28,500,184,180,0.368,0.6256946847498994,18.289322196350632,16.727125025578378,12.231614,1.4952501114203434,0,9.85351388516312,1.8561218271473379,0.3090451747488541
1997-12-31,500,187,183,0.374,0.6292428165099742,17.835653766708063,16.77561795367243,12.315759,1.448197692623578,0,10.004207413864673,1.782815272501239,0.3228642911352868
1998-01-30,500,189,185,0.378,0.6299915091201359,18.182942861925223,17.068087615530953,12.54619,1.4492800493157862,0,11.964718942850553,1.519713329563026,0.32253771004994597
1998-02-27,500,189,185,0.378,0.6315924203082685,18.34704258464166,17.200229861509772,12.496858,1.4681324365405817,0,12.234595067458253,1.499603581768013,0.31691574039591797
1998-03-31,500,189,185,0.378,0.6280392449027039,18.586172948546473,17.589383824275345,12.264171,1.515485469710629,0,12.315829567642874,1.5091287879931,0.30333398549101986
1998-04-30,500,191,187,0.382,0.6281925694330611,18.615151991918726,17.80213328738944,12.167772,1.529873504526443,0,12.564817718535329,1.481529808781713,0.299355224184313
1998-05-29,500,191,187,0.382,0.6281925694330611,18.417501892483536,17.798875136103046,12.076636,1.525052331831773,0,12.467436084859568,1.477248551115471,0.30068092670290386
1998-06-30,500,191,187,0.382,0.6261370082536037,18.384705592492576,17.80372763334767,12.201417,1.5067680739452292,0,12.283592605798702,1.4966879953193601,0.3057776663770617
1998-07-31,500,193,189,0.386,0.6290822332958997,18.74104165246668,17.838503584310008,12.152189,1.5421947150811002,0,12.130624989125074,1.544936198198176,0.2960012125363104
1998-08-31,500,195,191,0.39,0.6291479148974068,18.664029854867376,17.883038226482608,12.875561,1.4495702249298013,0,12.100438629658468,1.542425892654948,0.32245022579847
1998-09-30,500,195,191,0.39,0.6356068411329872,18.99944617850166,18.198304710695236,14.69392,1.2930141295516553,0,12.149289751310246,1.5638318426352995,0.374267529548382
1998-10-30,500,197,193,0.394,0.6456431365088628,19.071734183667324,18.638937594872207,14.484311,1.3167167001362594,0,12.550190770175082,1.5196369946017374,0.365798850928067
1998-11-30,500,198,194,0.396,0.6496552253662172,19.410890423481774,19.274010323829312,14.407436,1.3472827797730127,0,14.125003169359378,1.374222022518819,0.3552182228168079
1998-12-31,500,199,195,0.398,0.6546750995308434,20.53752308717676,20.34288526895499,14.698723,1.3972317926650335,0,15.056143284587257,1.364062675213825,0.3387239347953868
1999-01-29,500,201,196,0.402,0.6548190996634486,21.456561038474252,21.406869788773633,14.798953,1.4498702062554192,0,14.479832418464785,1.4818238511595405,0.3223598167296593
1999-02-26,500,201,196,0.402,0.6592152203008727,21.555259693685638,21.625058212761598,15.055996,1.4316727829687015,0,14.40743557568969,1.4961204983666068,0.3279025073517506
1999-03-31,500,201,196,0.402,0.6602579837490801,21.61166310296625,22.17341109135329,15.239745,1.4181118583654944,0,14.697255271433594,1.4704557214143164,0.3321110271667536
1999-04-30,500,202,197,0.404,0.6626001305746004,22.276910445928102,22.608715051096812,15.313325,1.4547402635239637,0,14.761819693388725,1.509089726648342,0.32089653518622396
1999-05-28,500,204,199,0.408,0.6643642885952072,22.56698951022834,22.898387109516836,15.518311,1.4542168609862465,0,15.030743166454752,1.5013888042869896,0.32105339635284474
1999-06-30,500,206,201,0.412,0.6673438892184199,22.958465184235493,23.34706375014284,15.518261,1.4794483211898222,0,15.264190317507484,1.5040735673940693,0.3136008039851594
1999-07-30,500,208,203,0.416,0.6688312099599001,24.31315345186363,24.266654648496136,15.541594,1.5643925231777147,0,15.320184789688057,1.5870013179102578,0.29008007651619605
1999-08-31,500,208,203,0.416,0.6707589505128081,24.707565525136875,24.633593630075946,15.18841,1.6267381197331963,0,15.59374698955203,1.5844534056946797,0.274252346881423
1999-09-30,500,209,204,0.418,0.6745616362530498,24.979749215665578,24.84729714146803,14.087115,1.773233853465779,0,15.526990914037908,1.60879524912206,0.24129187870235286
1999-10-29,500,213,208,0.426,0.6815740503527309,25.050217190354417,24.940031564788256,13.694065,1.8292754700926581,0,15.322782297988168,1.6348347645481742,0.23008347164652107
1999-11-30,499,216,210,0.43286573146292584,0.6887935787771056,25.662397460125764,24.907042664065397,13.554388,1.8932907527898541,0,14.384618244777663,1.7840165810060689,0.21812392216309848
1999-12-31,500,217,210,0.434,0.6970588569005592,25.781228934559742,24.872494545576426,13.267277,1.9432193158068338,0,13.824753261934699,1.8648599686437948,0.2093757931909059
2000-01-31,500,233,212,0.466,0.7145416820898723,25.341813908844344,24.89994182601669,13.656351,1.8556797426226335,0,13.633432749392808,1.8587992015417387,0.22504542674366787
2000-02-29,500,233,212,0.466,0.7174745148122894,26.51328573915173,25.109664498361475,13.892434,1.9084694402112496,0,13.478589948843947,1.9670667213543183,0.21541252469831848
2000-03-31,500,234,213,0.468,0.7247130780266752,26.996635445514627,25.41643804794468,14.204072,1.9006264855257442,0,13.601874088482218,1.9847732209471645,0.2168077597825557
2000-04-28,500,236,214,0.472,0.7257524222922743,27.54806355568994,25.948432031412075,15.142157,1.8192958609324907,0,13.73298765647635,2.0059774496847034,0.2320273134041154
2000-05-31,500,237,214,0.474,0.7314797564899306,27.39812984778284,26.806590910924605,15.398017,1.7793284581893136,0,13.93024684401018,1.966808639831366,0.24003784366807462
2000-06-30,500,239,215,0.478,0.7362892429336725,28.403276470400463,28.039736342305606,15.315538,1.8545399104099682,0,14.178037386677381,2.0033292123414808,0.22525981177382784
2000-07-31,500,240,215,0.48,0.7512960374356683,29.029414715909272,28.377484786973987,15.389859,1.8862690500224384,0,15.17934623192101,1.9124285244158028,0.21939394520132854
2000-08-31,500,241,216,0.482,0.7522805396732197,29.882891511455586,28.833904471771323,14.70214,2.032553867087076,0,15.398622201404365,1.9406211231502417,0.19488332950716922
2000-09-29,500,241,216,0.482,0.7522805396732197,29.42470298544161,29.253443470210392,14.305036,2.056947146825888,0,15.361625436189527,1.915468067338872,0.19116688316743347
2000-10-31,500,242,217,0.484,0.7422811534929648,29.078389687232576,29.682355478193784,14.302261,2.033132361885479,0,15.339670146811013,1.8956333095127034,0.19479404344275714
2000-11-30,500,245,219,0.49,0.742608925756498,28.94783584264939,29.719079355715735,14.460556,2.0018480508390817,0,14.690203899218337,1.9705537132939113,0.19970461216922075
2000-12-29,500,248,222,0.496,0.7439088772112515,30.192337057954823,30.28101491076486,14.870469,2.030355401564996,0,14.217875761719625,2.123547677863737,0.19522316036584123
2001-01-31,500,249,223,0.498,0.7554040571822062,31.623287766953908,30.69929702882957,14.781582,2.139370993372286,0,14.337271576014736,2.205669858403009,0.17931082163441317
2001-02-28,500,250,223,0.5,0.756593583404968,31.357213858842194,31.011830532638314,14.573018,2.1517309495426544,0,14.46055573311089,2.168465336850255,0.17762159458170018
2001-03-30,500,251,224,0.502,0.7572229499567597,32.43602838081778,31.519761312119776,15.109951,2.1466666821631506,1,14.993043203159163,2.1634052501084793,0.1783110357341299
2001-04-30,500,252,225,0.504,0.7670080110881482,32.77899453123643,31.66560210142661,15.024419,2.181714616135002,1,14.757446631394991,2.221183335435711,0.17361476828639913
2001-05-31,500,251,225,0.502,0.7659365998119411,31.866147671866624,31.228231548217735,14.77359,2.1569671062935023,1,14.485801213321508,2.1998194785775267,0.17691264826874786
2001-06-29,500,252,226,0.504,0.7658803507306666,32.1730315844779,30.891796246768017,14.685201,2.1908472062777964,1,15.290874442435772,2.104067475381929,0.1724193972910952
2001-07-31,500,252,226,0.504,0.770969729732782,31.560267902210942,30.578721122366037,14.784496,2.1346867625525374,1,14.981596412936806,2.106602462936342,0.17995685294045205
2001-08-31,500,253,226,0.506,0.7738657292058579,31.076247606913256,30.357427356055272,14.768474,2.1042287515225513,1,14.760873198611172,2.1053122798885076,0.18423743239337706
2001-09-28,500,254,226,0.508,0.7743708638452093,30.151029069493738,30.11110056340762,15.594309,1.933463616085441,1,14.671411729017986,2.055087105889016,0.21104697735881736
2001-10-31,500,254,226,0.508,0.780835790911823,30.360973860824675,29.93847575640515,15.627065,1.9428455606234871,1,14.785991390297319,2.053360715518053,0.20943948481182076
2001-11-30,500,256,228,0.512,0.7833382318416896,33.64211841414878,30.098756697697368,15.545449,2.1641136524360784,1,14.746221288642566,2.28140604671786,0.1759513898187088
2001-12-31,500,257,230,0.514,0.7792565920974238,33.56401403688425,30.4966061241665,15.320767,2.1907528544024104,1,15.74075327451925,2.13230037035247,0.17243168827001443
2002-01-31,500,257,230,0.514,0.7808209911183754,32.63345776173124,30.053136937765547,15.003854,2.1750050194924078,1,15.604905435434839,2.0912307284880316,0.1745003712188982
2002-02-28,500,257,230,0.514,0.7819317511135001,31.03897102780716,29.69451832494056,15.027201,2.0655191228098406,1,15.545449412524995,1.9966596142790833,0.18988414088661207
2002-03-28,500,257,230,0.514,0.7819317511135001,29.530471513807555,29.017155167247928,14.420044,2.047876657921956,1,15.320766936840032,1.927479977702626,0.19253730021904505
2002-04-30,500,258,231,0.516,0.7888282471302622,28.01350473523793,28.08776640163062,13.593612,2.060784487245769,1,15.049084990147477,1.861475614868157,0.19059117311906443
2002-05-31,500,261,233,0.522,0.7912791399170642,27.143136337687338,27.598631495785558,13.616518,1.993397749533863,1,15.0856410729346,1.7992696635468342,0.20106020704527652
2002-06-28,500,262,234,0.524,0.791408625578063,24.866829958928474,26.693527798633994,13.827461,1.798365582729069,1,14.312285389811258,1.7374464861237933,0.23617665316508293
2002-07-31,500,265,237,0.53,0.8055263461923562,23.586125750196203,25.783212333700344,15.14576,1.5572758151585793,1,13.545754191513126,1.7412190873043976,0.29196159956740436
2002-08-30,500,265,237,0.53,0.8056805323597337,23.140253419237766,25.572532084952368,15.96571,1.449372024121556,1,13.682537060787755,1.6912253419400198,0.32250997757543043
2002-09-30,500,266,237,0.532,0.8136814153493556,23.236678249189325,25.598012374184638,16.307722,1.4248880529843058,1,13.963516586396294,1.6640993051726842,0.3299996805710857
2002-10-31,500,266,237,0.532,0.8132195079401824,24.69484803822448,27.03518818505908,16.872475,1.4636174027950541,1,15.537246942212457,1.5893966370021542,0.31825080175760806
2002-11-29,500,266,238,0.532,0.8126791550316115,25.38631651781397,27.141368923972845,17.059528,1.4881019286004846,1,16.256449286764514,1.5616150901096653,0.311095467166297
2002-12-31,500,268,240,0.536,0.8151021586973256,24.03241438252326,26.79674840649207,16.896537,1.4223278049533619,1,16.38493580583792,1.4667383911239102,0.33079542838298776
2003-01-31,500,268,240,0.536,0.8154765859525697,24.436713974061014,27.445521715507613,17.011261,1.4365022072179725,1,16.848379276166277,1.4503895937711468,0.3264199128504889
2003-02-28,500,269,241,0.538,0.8153348974123269,24.886932258178962,27.64385677306585,16.996969,1.4641982495925574,1,17.02667920589535,1.4616433396808266,0.31807865083502457
2003-03-31,500,271,243,0.542,0.8224923795254963,24.13142254952737,27.09427452935476,17.183482,1.4043383378018128,1,16.88235556645349,1.4293871761283314,0.3364549435681955
2003-04-30,500,271,243,0.542,0.82899744745486,23.901470515255006,26.7738215365154,17.212639,1.3885999999915764,1,17.02254405722291,1.4041068382556643,0.3415055660858381
2003-05-30,500,271,243,0.542,0.82899744745486,24.628348075218604,26.557005756799285,17.172048,1.4342114624428375,1,16.918613606131565,1.4556954043972559,0.32712210038032447
2003-06-30,500,272,243,0.544,0.8249071200445457,24.115726509006997,26.58714433188799,17.171238,1.404425616196514,1,17.267783672318174,1.3965733510819167,0.3364271950369007
2003-07-31,500,274,244,0.548,0.8257244745007655,23.392847816927393,26.111031906128545,16.386219,1.4275927727395437,1,17.18285838507198,1.3614060764913531,0.3291616348036471
2003-08-29,500,274,244,0.548,0.8257244745007655,23.28332603538586,25.985136968392073,15.760702,1.477302599553361,1,17.232388682473164,1.351137469355425,0.3142259873132636
2003-09-30,500,275,244,0.55,0.8233740965713691,22.497801472408508,25.50634131948025,14.877638,1.512189063372056,1,17.160386496344916,1.3110311633832046,0.3042550898806632
2003-10-31,500,274,243,0.548,0.8151143441869957,21.010169131094536,23.9670554596047,14.12363,1.4875898852557405,1,16.073301792282138,1.3071470568158507,0.3112429997511814
2003-11-28,500,276,245,0.552,0.8169851306258247,21.120288347742754,23.67388395968104,13.778709,1.5328205529083134,1,15.587324119094163,1.3549656237577572,0.2985485601311382
2003-12-31,500,277,246,0.554,0.8133636081601846,20.141344050956196,22.48440844206988,13.547423,1.4867288081988874,1,14.769875050803963,1.3636773487707907,0.31149129878538784
2004-01-30,500,278,247,0.556,0.8137371178125095,19.11075700704456,21.265665188067455,13.167141,1.451397612210924,1,14.135462665729,1.3519725147290729,0.32189997947929705
2004-02-27,500,279,248,0.558,0.8150210458677467,18.43259283131146,20.525396581601623,12.731873,1.4477518611214124,1,13.71811234629816,1.3436683098958222,0.32299893384644157
2004-03-31,500,279,248,0.558,0.8125510927019877,18.318087853984927,20.233508284465803,12.212451,1.4999517995187803,1,13.486157203387444,1.358288174883784,0.3077059981589745
2004-04-30,500,281,249,0.562,0.8189040166326296,17.760608354382324,19.945862072593844,12.065905,1.4719665333335812,0,13.03083921332325,1.3629673472007213,0.3157875980467446
2004-05-28,500,281,249,0.562,0.8190399512355115,17.71983847482952,19.529267879781585,11.846658,1.4957668630958638,0,12.653029989874309,1.4004423042551835,0.3088976253963215
2004-06-30,500,281,249,0.562,0.8210586447924721,17.48810340465651,19.055789464307296,11.537675,1.5157389512754094,0,12.160016014655017,1.4381645043542857,0.30326330404852053
2004-07-30,500,282,250,0.564,0.8265891248096842,17.035997791303792,18.833540977582498,10.806717,1.576426753037374,0,12.057695588374912,1.412873435594822,0.28693405816116513
2004-08-31,500,282,250,0.564,0.8254560509937116,16.716991146877692,18.701209486355932,10.465633,1.597322507570989,0,11.7597337543855,1.421545036310325,0.28157598809990153
2004-09-30,500,282,250,0.564,0.8247256806772528,16.496528507886037,18.34023232127107,9.853394,1.6741975920059664,0,11.479029770777762,1.43710129142459,0.2629546185631061
2004-10-29,500,282,250,0.564,0.8276287093403278,15.847222762205911,17.45240404095846,9.393007,1.6871298788775426,0,10.687355260146841,1.482801158608456,0.25998287250193675
2004-11-30,500,283,251,0.566,0.8298573583265466,16.372513782030556,17.231265752095837,9.219062,1.7759413899191216,0,10.321555647332076,1.586244781450414,0.24073368962617508
2004-12-31,500,283,251,0.566,0.824965730999465,16.262874248097674,16.868110866402986,9.064996,1.7940299419986145,0,9.726191773329857,1.6720700791333378,0.23704864390579822
2005-01-31,500,283,252,0.566,0.8229870643173856,15.97466561959767,16.322257991805618,8.781999,1.819023848624632,0,9.38246141487619,1.7026092528629355,0.23208060606140576
2005-02-28,500,283,252,0.566,0.8231929611731823,15.714541259431613,16.04114686663777,8.73305,1.7994333319323275,0,9.194165238110509,1.7091862994036318,0.23596256817419908
2005-03-31,500,284,253,0.568,0.8261774695436712,15.40869893656312,15.785485131872257,8.204431,1.8780947681275058,0,9.059095879000253,1.7009091351248176,0.22088513294240542
2005-04-29,500,284,253,0.568,0.8261774695436712,15.142125914497518,15.539297086774168,8.206303,1.8451824060722006,0,8.752164272059,1.730100743519893,0.22703031505125176
2005-05-31,500,284,253,0.568,0.8265512364458376,15.451041209121186,15.490251155139445,8.115949,1.9037873709064934,0,8.692410480211581,1.7775323938389405,0.21624397242178672
2005-06-30,500,284,253,0.568,0.8264635599982508,15.272205572985659,15.31383148846385,7.967072,1.916915721733864,0,8.130605641423227,1.8783601427153127,0.21392360804528968
2005-07-29,500,286,255,0.572,0.8282485060608589,15.49164035829209,15.431050472100178,7.877309,1.9666158022101314,0,8.21176266387692,1.8865182777918,0.20544099321229384
2005-08-31,500,291,259,0.582,0.8340316374343895,15.698862051324372,15.26445602993694,7.659252,2.0496599473844666,0,8.099557352823776,1.938237037836546,0.19226680233849908
2005-09-30,500,295,259,0.59,0.8362486558502225,15.935418702201808,15.086870404203804,7.5308,2.1160326528658056,0,7.951569330470772,2.0040595811868944,0.18256189956382377
2005-10-31,500,299,262,0.598,0.8513167867229499,15.010193257980465,14.827398482807698,7.633348,1.9663970852606831,0,7.794424618054702,1.9257602701309648,0.20547730593208227
2005-11-30,500,300,263,0.6,0.8518156936959446,15.31107342584189,14.783718752426118,7.610908,2.0117275659936884,0,7.646564398011696,2.002346757168901,0.19813563090165495
2005-12-30,500,300,263,0.6,0.8505943824474235,15.327389251579355,14.751416298778231,7.518036,2.038749116335617,0,7.499100981493809,2.043896900362337,0.193930068019315
2006-01-31,500,302,267,0.604,0.8527919225873034,15.71150052766836,14.740445993700565,7.582845,2.0719796498106398,0,7.6468257598991,2.054643458735703,0.18892521631764056
2006-02-28,500,304,268,0.608,0.8536738860791553,15.568695914130894,14.806440809396294,7.500511,2.075684698566657,0,7.61090796165645,2.0455766897412984,0.18837830320010876
2006-03-31,500,304,268,0.608,0.8498658102220208,15.657228533516784,14.66501670701634,7.336954,2.134022992854635,0,7.552119716875795,2.0732230314794267,0.18004865920779176
2006-04-28,500,308,270,0.616,0.8544480079400253,15.000413431995126,14.640378627600287,7.06421,2.1234382092258195,0,7.568406457887962,1.9819777803240681,0.1815214823677404
2006-05-31,500,309,270,0.618,0.8558762032898813,14.735684294561324,14.606900736085674,7.167279,2.0559663290017487,0,7.522879809384736,1.9587823636606116,0.19131441926300044
2006-06-30,500,312,273,0.624,0.8578432761173745,14.632704017544254,14.57634949248727,7.481983,1.9557253762196807,0,7.329733508643281,1.9963487076698287,0.20725982471569895
2006-07-31,500,312,273,0.624,0.8582649940478582,14.716624479033076,14.607984725408397,7.579306,1.9416849615298652,0,6.986150090470444,2.1065428438343305,0.20963743146176803
2006-08-31,500,315,276,0.63,0.8632554629730401,17.614765697184815,14.73513268882193,7.440885,2.367294441075869,0,7.308000355213702,2.410340016557063,0.15142147735412675
2006-09-29,500,315,276,0.63,0.8632554629730401,17.628681730179405,14.75447607553669,7.412394,2.378271005316151,0,7.469527014344152,2.360080055447428,0.15023648030134618
2006-10-31,500,315,276,0.63,0.8662756530905972,17.950425948411137,15.023949950529758,7.13611,2.515435713352392,0,7.5273673927905005,2.3846884324529647,0.13647374285813163
2006-11-30,500,318,278,0.636,0.8698889412202933,17.940606314472284,15.061360965638588,7.144331,2.5111667298830755,0,7.430948925953566,2.4143089251780965,0.13687458273659467
2006-12-29,500,318,278,0.636,0.8719814263367264,17.667153816848117,15.093225856351243,7.090074,2.4918151512731908,0,7.382920993145748,2.3929761449770597,0.13871274781755769
2007-01-31,500,318,278,0.636,0.8768145350656206,17.47793550241755,14.946499008272285,6.951132,2.5144013237581375,0,7.123972038470624,2.453397543959159,0.1365707144983304
2007-02-28,500,322,279,0.644,0.878888210415862,16.97256638423562,14.844928966133544,7.431573,2.283845746282196,0,7.121146386004657,2.3834036634315185,0.160876418878773
2007-03-30,500,326,282,0.652,0.8818310277118698,16.912245983729562,14.835620006517109,7.695226,2.1977581923818175,0,7.092289443447099,2.384596133390408,0.17152243618452306
2007-04-30,500,328,284,0.656,0.8829646549341904,16.635870789090653,14.667984377995717,7.579751,2.1947780064398756,0,6.966455199855931,2.387996522167356,0.1719084268601069
2007-05-31,500,328,284,0.656,0.8845501289395884,16.19979315039862,14.53544060213385,7.50572,2.1583263365005116,0,7.456680972747195,2.1725206173639315,0.17672926036153425
2007-06-29,500,329,284,0.658,0.8846917997320806,16.067059942175305,14.483923164483693,7.560862,2.125030180708933,0,7.697562680857493,2.087291862154147,0.18129889994066153
2007-07-31,500,331,285,0.662,0.8859967565947104,15.783710053466708,14.280470287829017,8.020955,1.9678093261297074,0,7.5793726126864085,2.08245601054734,0.20524299199720247
2007-08-31,500,331,285,0.662,0.8856998015652562,15.739751755008642,14.217399993084623,9.19349,1.7120540463968135,0,7.344462298774501,2.143077479972221,0.2543798448997707
2007-09-28,500,331,286,0.662,0.8849179507721375,15.639245106658434,14.148144858343782,9.396222,1.6644184339895793,0,7.542104870160695,2.0735915736909156,0.2652316767658752
2007-10-31,500,336,289,0.672,0.8983740251979385,15.703256278384265,14.159908933478581,9.579848,1.6391968096345855,0,8.389398168343027,1.8717977098333125,0.27122570454545025
2007-11-30,500,337,290,0.674,0.8985381624501892,15.792286228247285,14.527173363049226,10.583255,1.4921955701008136,0,9.257393565039791,1.7059106450746868,0.3099191848464448
2007-12-31,500,342,295,0.684,0.9065965069274247,15.792616575648632,14.545091390505881,10.983233,1.4378841435530532,0,9.413905560820073,1.6775839181323686,0.3259972211502322
2008-01-31,500,343,295,0.686,0.9079185436041863,15.573299503889677,14.679627193767395,11.764939,1.3237042286313323,0,9.809722912519266,1.5875371448071054,0.3633466264257191
2008-02-29,500,343,295,0.686,0.9074368983987824,16.15798346036951,15.10053505453755,12.037276,1.3423289006889525,0,10.586934922579815,1.5262192106147516,0.3569074412973354
2008-03-31,500,342,294,0.684,0.8965899004110188,16.228528736869507,15.460313906831052,12.661269,1.281745829495409,0,10.985278487652113,1.4772978905460625,0.37837619811332324
2008-04-30,500,342,294,0.684,0.8972563677310281,18.300600638174643,16.30675518288267,12.843979,1.4248388788376751,0,11.81227196605797,1.5492871050345431,0.33001494171899737
2008-05-30,500,342,294,0.684,0.8972563677310281,19.02347206260825,16.66367874733134,12.955311,1.4683917709585088,0,12.182896772892331,1.5614900476655604,0.316839272953979
2008-06-30,500,344,295,0.688,0.8939297307890866,19.441827356749677,17.29399980373955,13.292262,1.4626425025890761,0,12.73125676254605,1.5270941211354234,0.31854000725963616
2008-07-31,500,346,297,0.692,0.894514290995701,19.67832733506971,17.697992460926695,13.570892,1.4500393441396269,1,12.853655457903056,1.530951829191167,0.32230885566597245
2008-08-29,500,348,299,0.696,0.8957952585114545,19.799397697487837,17.942524877119308,13.496292,1.4670249945309302,1,12.919865296382717,1.5324770996669168,0.31724254459557377
2008-09-30,499,350,302,0.7014028056112225,0.8986096466788588,19.564713697061883,18.56564476039967,17.007073,1.1503868829787398,1,13.304924453078051,1.47048664320192,0.43040557477659547
2008-10-31,500,354,306,0.708,0.9035211882657509,20.31331327062371,19.554740316398462,21.923887,0.926537947884137,1,13.508257112340765,1.5037701090295383,0.5380762765889933
2008-11-28,500,358,310,0.716,0.9089991243283275,20.013864124126435,19.803138343896208,24.593009,0.8138029845850272,1,13.467873822622064,1.48604481952519,0.6015850691951663
2008-12-31,500,358,311,0.716,0.91183589429755,21.34719045894684,21.644800996486172,26.127214,0.8170480962473398,1,17.3561307940237,1.2299510018844406,0.5996758422557681
2009-01-30,500,362,333,0.724,0.9176676959758023,23.494705877607867,25.401213946861166,26.822993,0.8759166390420289,1,21.932384420784892,1.0712335433689733,0.5658573153773978
2009-02-27,500,362,333,0.724,0.9164696141701816,24.447407893524748,27.151335317420155,27.270878,0.8964657424496838,1,24.610494706339516,0.9933732818149016,0.5544310377687454
