field,value
shares,997
real_noa,62523.7518035969
real_nfo,64811.7202847169
real_cse,-2287.96848112002
real_gross_ppe,38664.2743965241
real_net_ppe,22448.72599818
real_accum_dep,16215.5483983441
book_nfo,63961
real_price,349.05166095709
