line_item,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
ECONOMIC RESTATEMENT (real 2026$),,,,,,,,,,,,,,,,,,
Real net PP&E (BEA),3470.48806335224,4406.54933489638,6293.10213167002,10650.4610437733,19268.2353066729,26793.3525232232,34968.5621127953,44029.3633307071,53737.00379573,61619.0036618709,69117.2115894227,71785.7832554551,69650.2702535309,71121.1327826542,70644.8344505657,69744.1970906348,66965.3657510156,67457.8731365555
Non-PP&E op net (nom),-5915,1414,17403,42886,73629,83366,101141,119745,121116,141763,114025,60600,50066,85730,81132,68823,52728,67859
Real non-PP&E op net,-9206.80410862831,2208.77481273626,26746.0907702608,63893.2554070215,107471.324890894,119927.128259722,143174.993845465,169309.811680175,169114.889432392,193815.444880059,152175.766008116,79436.3299264249,64828.265096924,106026.847215559,92905.2954366063,75694.1872025783,56330.8421525779,70637.074441749
Real NOA,-5736.31604527607,6615.32414763264,33039.1929019309,74543.7164507947,126739.560197567,146720.480782945,178143.55595826,213339.175010882,222851.893228122,255434.44854193,221292.977597539,151222.11318188,134478.535350455,177147.979998213,163550.129887172,145438.384293213,123296.207903593,138094.947578305
Real NFO,-38119.1263939657,-36652.5404568909,-39374.5242506512,-38664.3138628695,-42517.6523210537,-33929.9144391454,14464.5800131792,32323.6177278423,27754.3566270984,56736.5754609987,64302.8525130721,9818.12064602182,27830.341983146,76777.6353101819,83108.8550375015,55423.0632421185,44290.7763230461,45759.6750977658
Real CSE,32382.8103486896,43267.8646045235,72413.7171525821,113208.030313664,169257.212518621,180650.39522209,163678.975945081,181015.55728304,195097.536601023,198697.873080931,156990.125084467,141403.992535858,106648.193367309,100370.344688031,80441.2748496705,90015.3210510945,79005.4315805474,92335.2724805388
tie: Real NOA−NFO−CSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
