t,phase,df_cumulative,df_equity,annuity_equity,dri_equity,normal_eps,aeg_eps,contrib_eps,cum_contrib_eps,normal_nfe,aeg_nfe,contrib_nfe,normal_oi,aeg_oi,contrib_oi,retention_rate,retained_eps,coe,rore,pi,infl_index,eps_real,dps_real
1,explicit,0.947837286823399,0.933993450552685,13.5917669205974,-0.162955495974393,7.78084658958735,-0.162955495974393,-2.2148531197143,-2.21485312,0,1.3947064027796,32.1166217951279,7.75453114028501,1.25806635610754,22.9147098123764,0.126413,0.963004,0.070671,0.048047,0.021332,1.021332,7.45878,6.515891
2,explicit,0.89534599963691,0.866905716699497,12.6577734700447,-0.11533849171593,7.84142036144572,-0.158438844889382,-1.45992850051687,-3.67478162,1.42593426128197,0.0639595031687612,1.39909526841494,9.24928794442867,-0.0764126634216069,-0.655308255069978,0.025041,0.192392,0.077388,0.067591,0.02239,1.0442,7.357769,7.173521
3,explicit,0.842776978452605,0.799866613692571,11.7908677533452,-0.0478388509914235,7.87355974118689,-0.089011466498806,-0.564061565511862,-4.23884319,1.52459289154192,0.0782689608187086,1.28131226580811,9.39402835280159,-0.00661822575287019,0.275854736538323,0.020464,0.159305,0.083813,0.527917,0.02329,1.068519,7.285363,7.136274
4,explicit,0.791803255831502,0.736657146508822,10.9910011396526,0.00559979575357528,7.98148306123749,-0.125973440870804,0.0615473615093678,-4.17729582,1.64138512288714,0.079446804770315,1.17229372562532,9.61945443705198,-0.0431128890278423,1.03740698782667,0.018889,0.148386,0.085806,0.445445,0.024034,1.0942,7.179228,7.043616
5,explicit,0.742478943684312,0.677055074785766,10.2543439931438,0.110767736842727,8.05841696141433,-0.0156114591140817,1.13585047692735,-3.04144535,1.76322009319203,0.0792298163131853,1.07059796930183,9.81843199865948,0.0668234131459791,2.49054475478114,0.017388,0.139846,0.088031,1.262219,0.024632,1.121153,7.173694,7.04896
6,explicit,0.694707486743451,0.62115079541727,9.57728891835804,0.107175029307044,8.25635727213787,-0.0366528213792936,1.02644622050705,-2.01499913,1.88930182699126,0.103156340405685,1.21121309046289,10.1426892880123,0.069473330143266,2.44946189058413,0.015346,0.12614,0.090001,1.264955,0.025429,1.149662,7.149667,7.039948
7,explicit,0.649033915886077,0.569455145831575,8.95613812294077,0.103721617190818,8.43702784374908,-0.0502463545162453,0.928945129895753,-1.086054,2.04313941137938,0.0909323730717202,0.688096721877446,10.4775928274354,0.0432604462485227,1.92440075975957,0.015486,0.129878,0.090781,1.324536,0.025437,1.178906,7.114038,7.00387
8,explicit,0.605835236423065,0.522363725871936,8.38668297710919,0.122142402579389,8.6048434090103,-0.0530914642757647,1.02436960849578,-0.06168439,2.18740568602355,0.0874815056406813,0.396590851391783,10.7898013820931,0.036837754305628,1.86760385419388,0.01691,0.144613,0.090151,1.270199,0.024992,1.208369,7.077105,6.957429
9,explicit,0.565131913940994,0.479580519921525,7.86431925123726,0.134910485366929,8.77062042266976,-0.0464710075283108,1.0609791272649,0.99929474,2.33061996046365,0.0858430524717764,0.370308576841075,11.0987551907343,0.0418572373425405,1.92446332093291,0.018491,0.161316,0.08921,1.192134,0.024499,1.237973,7.047126,6.916819
10,explicit,0.527060694568758,0.440997159658008,7.38473873131573,0.161678789575867,8.94328309041591,-0.0374130804648267,1.19395561941315,2.19325036,2.47432039067699,0.0764128993543238,0.331130308221863,11.4151421031309,0.0414611968514524,2.12307360481539,0.020273,0.180545,0.087491,1.126487,0.023943,1.267613,7.025699,6.883269
