field,value
intrinsic_value_ps,33.672663436259214
current_price_real_ps,25.0345811215029
equity_enterprise_tie,0
normal_no_growth_value_ps,37.8619264423987
pvgo_ps,-12.8273453208959
implied_real_eps_growth,-0.045253432960249
growth_premium_turns,-1.45524769110886
economic_rnoa,0.0597075849361659
real_coe_longrun,0.0545909304464218
economic_noa,349459.118482842
normal_no_growth_value_adj_ps,37.853740603041985
intrinsic_value_pre_convergence_ps,32.84539379722495
convergence_value_ps,1.0209669283580265
convergence_value_idio_adjusted_ps,0.8272696390342662
convergence_K,3
actual_eps_at_N,3.06708822692525
normalized_eps_at_N,3.148049460794362
convergence_guard,PASS
convergence_in_four_method_tie,False
upside_downside,0.34504600947114805
