field,value
shares,2507
real_noa,85987.2577128127
real_nfo,37499.8247360558
real_cse,48487.4329767569
real_gross_ppe,38219.4602774715
real_net_ppe,21648.9047000123
real_accum_dep,16570.5555774592
book_nfo,35969
real_price,133.843926844193
