year,classic_net_profit_margin,classic_asset_turnover,classic_equity_multiplier,classic_roe_3step,classic_tax_burden,classic_interest_burden,classic_ebit_margin,classic_leverage,classic_roe_5step,reform_rnoa,reform_flev,reform_nbc,reform_spread,reform_roce,reform_reported_roe,data_as_of
1985,0.12570347003154575,0.4108112030936546,2.607962687576044,0.13467622008922536,0.6034649866731282,0.7775422730912346,0.26789905362776023,2.607962687576044,0.13467622008922536,,,,,,,2026-08-02T17:18Z
1986,0.1294163798339745,0.38928462349382753,2.596546431312356,0.13081350729086724,0.5897583761028776,0.7892676710208911,0.2780294594047378,2.596546431312356,0.13081350729086721,,,,,,,2026-08-02T17:18Z
1987,0.1308449753830005,0.3722104910651994,2.624824504645286,0.12783386846699463,0.6583464319396416,0.764479692381639,0.259978007147677,2.624824504645286,0.12783386846699463,,,,,,,2026-08-02T17:18Z
1988,0.13952719457761611,0.40155115091636284,2.5492377769316468,0.1428269238905106,0.7525076157218218,0.7379242283019902,0.2512674271229404,2.5492377769316468,0.1428269238905106,,,,,,,2026-08-02T17:18Z
1989,0.12518041650438727,0.41255168828713873,2.5291938086416064,0.1306161477320265,0.7386279148360932,0.7349361680989519,0.2306009301473115,2.5291938086416064,0.1306161477320265,,,,,,,2026-08-02T17:18Z
1990,0.1208616357032339,0.4105742154941317,2.5865263599496573,0.128350347270778,0.7147306943543155,0.75101125785857,0.22516432749179735,2.5865263599496573,0.128350347270778,,,,,,,2026-08-02T17:18Z
1991,0.12392974635390436,0.4025945451564751,2.616421347299982,0.13054226115224848,0.7033815837489357,0.7706224221972254,0.2286351118207439,2.616421347299982,0.1305422611522485,,,,,,,2026-08-02T17:18Z
1992,0.12996984643648782,0.42063838723225533,2.5590318454907948,0.1399030555764539,0.6962079477991122,0.850869209065259,0.21940212073406956,2.5590318454907948,0.13990305557645394,,,,,,,2026-08-02T17:18Z
1993,-0.07796904116160218,0.44596112311015124,3.2117092119866815,-0.11167485862269437,-0.4102514318998156,0.8728181664124723,0.21774506005424255,3.2117092119866815,-0.1116748586226944,,,,,,,2026-08-02T17:18Z
1994,0.14007815154604145,0.45267695431315924,3.112319881277227,0.19735267365599118,0.6774856203779787,0.8812454742939899,0.2346245327896704,3.112319881277227,0.1973526736559912,,,,,,,2026-08-02T17:18Z
1995,-0.14112011790714812,0.9868193800563585,3.5169437340153453,-0.48976982097186705,-0.6843868662050481,0.8744140625,0.23581429624170966,3.5169437340153453,-0.48976982097186716,,,,,,,2026-08-02T17:18Z
1996,0.1379652408539005,0.6382676965936431,4.095529509386993,0.3606472357639249,0.6371632765255635,0.8764857051076133,0.24704388540592018,4.095529509386993,0.3606472357639249,,,,,,,2026-08-02T17:18Z
