field,value
intrinsic_value_ps,122.23041237014377
current_price_real_ps,145.866771416058
equity_enterprise_tie,0
normal_no_growth_value_ps,111.076832268944
pvgo_ps,34.7899391471144
implied_real_eps_growth,0.00613280734239532
growth_premium_turns,-1.45830278006621
economic_rnoa,0.166591549870957
real_coe_longrun,0.0583736695091267
economic_noa,67789.9665695023
normal_no_growth_value_adj_ps,110.94892888878336
intrinsic_value_pre_convergence_ps,122.23041237014377
convergence_value_ps,0.0
convergence_value_idio_adjusted_ps,
convergence_K,3
actual_eps_at_N,9.32498888383837
normalized_eps_at_N,9.291996883625199
convergence_guard,PASS
convergence_in_four_method_tie,False
upside_downside,-0.16204073632709592
