field,value
ticker,MRK
fiscal_year,2025
rev_cagr_5y,0.09354445955276791
rev_cagr_10y,0.0509555649910125
eps_cagr_5y,0.2122568492521555
eps_cagr_10y,0.16629829467208457
oi_cagr_5y,0.3345489896410192
oi_cagr_10y,0.12022038308746796
roe_reported,0.34699463939474584
rnoa_econ,0.26568161010945
roce_econ,0.353868668200355
roic_reported,0.19740191130877588
net_profit_margin,0.28115084865847273
asset_turnover,0.47437639735215464
equity_multiplier,2.6017184351594875
flev_econ,0.773392659372827
nbc_econ,0.0326546747258848
spread_econ,0.233026935383565
