field,value
ticker,AZO
fiscal_year,2025
rev_cagr_5y,0.08436605609642212
rev_cagr_10y,0.06396900220691903
eps_cagr_5y,0.15030842924592136
eps_cagr_10y,0.14930706424050544
oi_cagr_5y,0.08349139394506633
oi_cagr_10y,0.06336224982137173
roe_reported,-0.731698294796054
rnoa_econ,0.576224151716547
roce_econ,-0.320577228827672
roic_reported,0.3242449978459665
net_profit_margin,0.13191215645706095
asset_turnover,0.978475844682321
equity_multiplier,-5.668878043694295
flev_econ,-1.72418115700191
nbc_econ,0.0323382560979309
spread_econ,0.543885895618616
