field,value
equity_value,169.700630935603
enterprise_value,169.700630935603
active_value,169.700630935603
mode_tie,0
max_identity_tie,5.82076609134674e-10
tie_relative,6.683544902856483e-15
tie_scale,87091
audit_status,PASS — all identities tie
tie_check,PASS
adjusted_equity_ps,121.3822710888554
depreciation_anchor_penalty_ps,-0.09316313992443019
debt_capital_gain_ps,1.8321574950139614
idiosyncratic_haircut_ps,50.243680481685985
headline_value_ps,121.37232758583475
headline_value_pre_convergence_ps,121.3822710888554
convergence_value_ps,-0.015186470636965443
convergence_value_idio_adjusted_ps,-0.009943503020652538
convergence_K,3
convergence_guard,PASS
convergence_in_four_method_tie,False
