t,phase,df_cumulative,df_equity,annuity_equity,dri_equity,normal_eps,aeg_eps,contrib_eps,cum_contrib_eps,normal_nfe,aeg_nfe,contrib_nfe,normal_oi,aeg_oi,contrib_oi,retention_rate,retained_eps,coe,rore,pi,infl_index,eps_real,dps_real
1,explicit,0.937262373255936,0.930348032368084,13.1100225997489,-5.55855115604059,19.422810142986,-5.55855115604059,-72.8727312775523,-72.87273128,0,0.614409621400881,13.7249747357005,19.3003389862351,-4.82167037788885,-69.6514833133356,0.173837,2.410116,0.074867,-0.28121,0.021332,1.021332,13.574684,11.214906
2,explicit,0.874258275918251,0.860496492460737,12.1796745673808,1.24270157392032,14.3163636440664,1.16941994932939,15.1357007547213,-57.73703052,0.628166421169896,0.134764271691693,2.99424265954201,14.9225736997377,1.32614058651974,19.2777349271853,0.440288,6.818211,0.081176,0.672799,0.02239,1.0442,14.830286,8.300684
3,explicit,0.81166022020866,0.791457975337476,11.31917807492,0.929491005787638,16.2823978562158,0.829918989331187,10.5210742135468,-47.21595631,0.780699093337533,0.153236638593556,2.96826388734085,16.9941916448486,1.05206093262938,14.4461353050679,0.400462,6.852831,0.08723,0.238557,0.02329,1.068519,16.014986,9.601595
4,explicit,0.752278788985546,0.726836067834709,10.5277200995826,0.977990804666261,17.9681688203897,0.682503158069327,10.2960134514919,-36.91994286,0.956381995033907,0.164989740461483,3.0026209654966,18.8562068604607,0.915836853493648,14.1819629671537,0.369136,6.884637,0.088909,0.224485,0.024034,1.0942,17.045033,10.753096
5,explicit,0.69595239938378,0.666287323012015,9.80088403174785,0.83699287563414,19.5661374534089,0.541288739473355,8.20327010948935,-28.71667275,1.14899377689642,0.175470089647364,3.02430286675818,20.6466940142408,0.785196045185305,11.8076906768571,0.34574,6.951934,0.090875,0.211595,0.024632,1.121153,17.934603,11.7339
6,explicit,0.642655688155759,0.609799232356643,9.13459670873583,0.741418868046085,21.0859439159374,0.396378198045813,6.77256235184841,-21.9441104,1.35814384420202,0.205652927809632,3.2557145909448,22.3766405718563,0.669478314138562,10.2706931123133,0.328518,7.057321,0.092634,0.197772,0.025429,1.149662,18.685764,12.547162
7,explicit,0.592877353156309,0.557790084453593,8.52479747637919,0.658459069326662,22.5072789917422,0.279456621158449,5.61323021249492,-16.33088018,1.60357435281016,0.211351845431034,3.00578080244377,24.0453554725467,0.556306338595096,8.74355824042585,0.319848,7.288296,0.093241,0.184831,0.025437,1.178906,19.328714,13.14646
8,explicit,0.546982257148135,0.510576264084574,7.9670073919256,0.640076401702022,23.8480272816095,0.183211349422997,5.09949342375715,-11.23138676,1.86028413602169,0.223377036423286,2.88982640275926,25.6458825932379,0.469017210239571,8.01903033833659,0.31801,7.642174,0.092472,0.170754,0.024992,1.208369,19.88734,13.562967
9,explicit,0.50478966958524,0.467809639132139,7.45643112784102,0.524107080068437,25.1313954032985,0.0357564553928995,3.90796834614416,-7.32341841,2.134709069152,0.236907807301755,2.97217269378584,27.2062328425785,0.332535892566611,6.62876783146827,0.321679,8.095738,0.091419,0.148637,0.024499,1.237973,20.329327,13.789814
10,explicit,0.466274480342123,0.429336257243493,6.98862148870888,0.484797168823298,26.3013624117528,-0.0819804168503531,3.38806391170373,-3.9353545,2.42840050307859,0.244118469400498,3.0437142641333,28.6730171559615,0.21888381142,5.99691539988643,0.330124,8.655656,0.089611,0.129973,0.023943,1.267613,20.684051,13.855743
11,explicit,0.431330983648406,0.394913366884622,6.55928523146539,0.646629321163374,27.3794986945824,0.0340024918871471,4.24142615653941,0.30607165,2.73424176310597,0.245223862857903,2.97408810732375,30.0604866149561,0.332480197477306,6.88325804173159,0.341212,9.353805,0.087166,0.137958,0.023095,1.296889,21.137886,13.925393
12,explicit,0.39940344948869,0.363856053084763,6.16437186458077,0.598245895371826,28.6217096832125,-0.0187705135524823,3.68781016553102,3.99388182,3.04707467792634,0.277128918070809,3.41245905808866,31.6181055158488,0.309037249808405,6.40926351099349,0.35328,10.104834,0.085356,0.127161,0.022692,1.326318,21.565671,13.94696
