t,phase,df_cumulative,df_equity,annuity_equity,dri_equity,normal_eps,aeg_eps,contrib_eps,cum_contrib_eps,normal_nfe,aeg_nfe,contrib_nfe,normal_oi,aeg_oi,contrib_oi,retention_rate,retained_eps,coe,rore,pi,infl_index,eps_real,dps_real
13,continuing,0.369499217118945,0.335679213777,0,-20.19354776271,29.8666379066676,-20.8080258791881,0,3.99388182,3.3988712711753,-1.18842440575537,0,33.2351139202894,-21.9660550273899,0,,,,,0.022462,1.35611,6.679853,-11.025427
14,continuing,0.342057171287331,0.309970591227222,0,-2.95596880306448e-14,10.7151751898711,-0.139921442802896,0,3.99388182,2.25994713764337,0.0856156221108559,0,12.9099963151718,0.010820191650561,0,,,,,0.022394,1.386478,7.627423,4.407415
15,continuing,0.316801687248549,0.286424360198479,0,5.88418203051333e-15,11.0796101113839,-0.146087932700187,0,3.99388182,2.39828067205138,0.0843387023756006,0,13.4667861637065,-0.0506446105957927,0,,,,,0.022476,1.41764,7.712482,4.411974
16,continuing,0.293539981960961,0.264829513869668,0,1.7430501486615e-14,11.4569786519911,-0.167205462032094,0,3.99388182,2.53895330805051,0.0832716726012368,0,13.985184431405,-0.0731862607942411,0,,,,,0.022691,1.449808,7.787081,4.404061
17,continuing,0.27199936348169,0.24489178005071,0,-2.48134846003723e-14,11.8357926770315,-0.0841960367538306,0,3.99388182,2.68247353535649,0.0810094589175101,0,14.5073736329413,0.00770600161035162,0,,,,,0.022976,1.483119,7.92357,4.455974
18,continuing,0.252006627700806,0.226428141169158,0,-9.38138455808257e-15,12.3250238365644,-0.0465954544285871,0,3.99388182,2.82790533627526,0.0793577345391578,0,15.1415692546694,0.0441221982808386,0,,,,,0.023312,1.517693,8.09019,4.535904
19,continuing,0.233420187672304,0.209290774651797,0,-4.94049245958195e-15,12.8828581844078,-0.000981796879424124,0,3.99388182,2.97598500386023,0.0764742361931279,0,15.8466708281869,0.0876647993947763,0,,,,,0.023638,1.553569,8.291797,4.648654
20,continuing,0.21611516561248,0.19335227081355,0,1.59872115546023e-14,13.5213147271967,0.0525800790430182,0,3.99388182,3.12552933579203,0.0741536765312065,0,16.6334906535622,0.140087165000747,0,,,,,0.023938,1.590758,8.532972,4.79875
21,continuing,0.199855847630767,0.178367901369668,0,-1.69309011255336e-14,14.2577901140655,0.304298162518471,0,3.99388182,3.27717054024033,0.0702829642248237,0,17.5192012494821,0.390340531566984,0,,,,,0.024217,1.629282,8.937733,5.110156
22,continuing,0.184763148481802,0.164472571031865,0,3.2085445411667e-14,15.2918950360088,0.0769901242241637,0,3.99388182,3.42904883303601,0.0641707048696381,0,18.7034984619946,0.158606236143971,0,,,,,0.024375,1.668996,9.208459,5.285193
23,continuing,0.170757343343631,0.151590914776659,0,2.48134846003723e-14,16.1414124010605,0.09452756026052,0,3.99388182,3.5788013752233,0.0633956478445086,0,19.700866290839,0.177270693549836,0,,,,,0.024499,1.709886,9.495336,5.473988
24,continuing,0.15778334733013,0.139670486207922,0,1.98729921407903e-14,17.0517440722914,0.112951374701751,0,3.99388182,3.73129007754324,0.0560633651753002,0,20.7615798772806,0.190469012431095,0,,,,,0.024461,1.751712,9.798812,5.67693
25,continuing,0.145770838813467,0.128646106774321,0,-9.91984272502577e-14,18.0256729770874,0.132228542041691,0,3.99388182,3.87960673156722,0.0554683879302318,0,21.8815348848159,0.211441753810607,0,,,,,0.024358,1.794381,10.119315,5.894386
26,continuing,0.13467282366996,0.118473501769463,0,8.65973959207622e-15,19.0629655742571,0.157882936274415,0,3.99388182,4.02961947921545,0.0459137292276122,0,23.0663791163712,0.230002602603363,0,,,,,0.024026,1.837492,10.460369,6.129817
27,continuing,0.124430660448929,0.109099046013968,0,8.58202398035246e-14,20.1700511593524,0.174377853547043,0,3.99388182,4.17158539745774,0.0442024920769208,0,24.312879567245,0.247337335189101,0,,,,,0.023568,1.880798,10.816911,6.378095
28,continuing,0.114994015922316,0.100476361872237,0,-4.29656310529936e-14,21.33578393911,0.194813204225337,0,3.99388182,4.31239801939871,0.0394359843556202,0,25.6168250234373,0.265606123652358,0,,,,,0.022916,1.923899,11.191125,6.641339
29,continuing,0.106311903732582,0.0925583295207881,0,-6.0507154842071e-14,22.5615371300551,0.215645633412784,0,3.99388182,4.44792317744541,0.0357878191729242,0,26.9754974841198,0.285396275966377,0,,,,,0.02208,1.966379,11.583311,6.91978
30,continuing,0.098339112897217,0.0853024561919146,0,4.52415882534751e-14,23.8431485199478,0.237087687723875,0,3.99388182,4.57793233012424,0.0276250164424443,0,28.3845274156508,0.301266138587536,0,,,,,0.021014,2.007701,11.993935,7.213816
