field,value
ticker,WMT
fiscal_year,2026
rev_cagr_5y,0.049861329995785963
rev_cagr_10y,0.039926067678652144
eps_cagr_5y,0.1152576234695395
eps_cagr_10y,0.060096687987749364
oi_cagr_5y,0.057534356210548365
oi_cagr_10y,0.021521076558380203
roe_reported,0.21977172570946726
rnoa_econ,0.144407397644915
roce_econ,0.0780504807604041
roic_reported,0.13519742155736814
net_profit_margin,0.03069845182658102
asset_turnover,2.5052447061137886
equity_multiplier,2.857624702611
flev_econ,0.720291037961095
nbc_econ,0.0336118843018544
spread_econ,0.110795513343061
