table,period,n_years,E,E_prev,D_prev,r_nom,nominal_growth_pct,normal_growth_pct,aeg,aeg_pct_prior,rore,rore_minus_r,cum_aeg,data_as_of
single_year,1996,,4.5,1.5,0.0,0.1334,2.0,0.13339999999999996,2.7999,1.8666,2.0,1.8666,,2026-08-07T01:46Z
single_year,1997,,7.1,4.5,0.0,0.1433,0.5777777777777777,0.14329999999999998,1.9551499999999997,0.43447777777777774,0.5777777777777777,0.43447777777777774,,2026-08-07T01:46Z
single_year,1998,,13.7,7.1,0.0,0.12689999999999999,0.9295774647887325,0.1269,5.6990099999999995,0.8026774647887324,0.9295774647887324,0.8026774647887324,,2026-08-07T01:46Z
single_year,1999,,21.1,13.7,0.0,0.1404,0.5401459854014601,0.14040000000000008,5.476520000000001,0.39974598540145995,0.5401459854014601,0.3997459854014601,,2026-08-07T01:46Z
single_year,2000,,28.076,21.1,0.0,0.149,0.33061611374407573,0.14900000000000002,3.832099999999997,0.18161611374407569,0.3306161137440758,0.1816161137440758,,2026-08-07T01:46Z
single_year,2001,,35.444,28.076,0.0,0.1283,0.26243054566177526,0.12830000000000008,3.765849199999998,0.13413054566177512,0.26243054566177526,0.13413054566177526,,2026-08-07T01:46Z
single_year,2002,,41.303,35.444,0.0,0.11230000000000001,0.16530301320392726,0.11230000000000007,1.8786387999999903,0.053003013203927044,0.16530301320392715,0.05300301320392714,,2026-08-07T01:46Z
single_year,2003,,50.848,41.303,0.0,0.12990000000000002,0.2310970147446918,0.12990000000000013,4.179740299999999,0.10119701474469164,0.23109701474469171,0.1011970147446917,,2026-08-07T01:46Z
single_year,2004,,66.941,50.848,83.058,0.115,0.31649229074889873,-0.0728475062932662,19.797150000000002,0.3893397970421649,-0.4996274448928904,-0.6146274448928905,,2026-08-07T01:46Z
single_year,2005,,83.621,66.941,10.706,0.106,0.24917464633035058,0.08904722068687376,10.71908999999998,0.1601274256434768,0.29661242998132825,0.19061242998132827,,2026-08-07T01:46Z
single_year,2006,,95.024,83.621,17.862,0.1023,0.1363652670979778,0.08044804175984499,4.675854300000012,0.05591722533813291,0.1734059216228958,0.0711059216228958,,2026-08-07T01:46Z
single_year,2007,,69.394,95.024,21.08,0.10220000000000001,-0.269721333557838,0.07952808553628565,-33.1870768,-0.3492494190941236,-0.3466136535756788,-0.4488136535756788,,2026-08-07T01:46Z
single_year,2008,,56.956,69.394,22.734,0.1259,-0.17923739804594063,0.08465420641554045,-18.312494000000015,-0.263891604461481,-0.2665666523789113,-0.3924666523789113,,2026-08-07T01:46Z
single_year,2009,,19.202,56.956,24.431,0.1273,-0.662862560573074,0.072695282323197,-41.89443250000001,-0.7355578428962709,-1.1607686395080707,-1.2880686395080707,,2026-08-07T01:46Z
single_year,2010,,57.638,19.202,25.31,0.11130000000000001,2.0016664930736376,-0.03540362462243518,39.1158204,2.037070117696073,-6.292730844793715,-6.404030844793715,,2026-08-07T01:46Z
single_year,2011,,71.993,57.638,25.746,0.1061,0.2490544432492452,0.058706776779208214,10.971258799999987,0.1903476664700369,0.4501128809732847,0.34401288097328475,,2026-08-07T01:46Z
single_year,2012,,81.972,71.993,26.47,0.09720000000000001,0.13861069826233097,0.06146202547469892,5.554164400000005,0.0771486727876322,0.21920787294334731,0.1220078729433473,,2026-08-07T01:46Z
single_year,2013,,97.33,81.972,29.135,0.0727,0.18735665837115123,0.04686051212609166,11.51675010000001,0.14049614624505943,0.29066752465128615,0.21796752465128616,,2026-08-07T01:46Z
single_year,2014,,110.692,97.33,33.808,0.0764,0.13728552347683132,0.049862126785163774,8.508919199999994,0.08742339669166746,0.21035231888164724,0.13395231888164724,,2026-08-07T01:46Z
single_year,2015,,128.275,110.692,37.6,0.0739,0.15884616774473326,0.04879755357207394,12.1815012,0.11004861417265928,0.2405598423904123,0.16665984239041232,,2026-08-07T01:46Z
single_year,2016,,148.955,128.275,43.117,0.07519999999999999,0.1612161372052232,0.04992306840771765,14.27611840000003,0.11129306879750558,0.24284271589281103,0.16764271589281105,,2026-08-07T01:46Z
