table,period,n_years,E,E_prev,D_prev,r_nom,nominal_growth_pct,normal_growth_pct,aeg,aeg_pct_prior,rore,rore_minus_r,cum_aeg,data_as_of
single_year,2017,,191.633,148.955,49.749,0.0779,0.2865160618978886,0.05188243026417383,34.949852599999986,0.23463363163371476,0.430195754289055,0.352295754289055,,2026-08-07T01:46Z
single_year,2018,,234.461,191.633,58.029,0.0863,0.2234896912327209,0.060167221720685005,31.29797479999999,0.16332246951203597,0.3205592646926739,0.23425926469267389,,2026-08-07T01:46Z
single_year,2019,,261.575,234.461,69.43,0.0784,0.11564396637393837,0.055183720959989246,14.17556959999996,0.060460245413949266,0.16429640491786376,0.08589640491786377,,2026-08-07T01:46Z
single_year,2020,,366.738,261.575,83.772,0.1354,0.4020376565038708,0.09203680091751898,81.08847379999997,0.3100008555863518,0.5914579619016552,0.45605796190165526,,2026-08-07T01:46Z
single_year,2021,,650.624,366.738,91.929,0.1449,0.7740839509404536,0.10857839683916048,244.06617589999996,0.665505554101293,1.0330302137120693,0.8881302137120692,,2026-08-07T01:46Z
single_year,2022,,748.462,650.624,119.581,0.1267,0.15037563938618925,0.10341325881000385,30.554851900000017,0.04696238057618535,0.18423743463335354,0.057537434633353535,,2026-08-07T01:46Z
single_year,2023,,523.229,748.462,150.624,0.1162,-0.3009277692120641,0.09281536751364805,-294.7017756,-0.3937431367257122,-0.3767458743003957,-0.4929458743003957,,2026-08-07T01:46Z
single_year,2024,,434.325,523.229,167.461,0.1134,-0.16991412937738548,0.07710599221373426,-129.24809120000003,-0.2470201215911198,-0.24989318881968037,-0.36329318881968037,,2026-08-07T01:46Z
single_year,2025,,406.404,434.325,179.633,0.12,-0.06428596097392503,0.07036905543084115,-58.48403999999999,-0.13465501640476601,-0.10962652929813263,-0.22962652929813263,,2026-08-07T01:46Z
trailing_5y,trailing_5y,5,,,,0.12424000000000002,0.07786634615265364,0.09045641416147757,-41.56257580000001,-0.012590068008823951,0.0962004111854428,-0.028039588814557197,-207.81287900000007,2026-08-07T01:46Z
trailing_10y,trailing_10y,10,,,,0.10743999999999998,0.15782352439769098,0.07614753130774725,-3.20248898000001,0.08167599308994378,0.22303541576212732,0.11559541576212733,-32.024889800000096,2026-08-07T01:46Z
