# AEG by period,cfg_N=12,convergence_K=3,actual_eps_N=13.0870718850509,normalized_eps_N=13.119552057222634,engine_intrinsic_ps=135.258607895281,corrected_intrinsic_ps=135.258607895281,guard=REVIEW
# CAVEAT,the convergence increment is computed on the EQUITY (EPS) leg only and therefore sits OUTSIDE the four-method tie; the tie covers the explicit period
period,years,n_years,eps_entry,eps_exit,eps_growth_annualized,aeg_sum_nominal_ps,aeg_first_ps,aeg_last_ps,pv_contribution_ps,pct_of_corrected_value
explicit,1..12,12,5.98535642,13.08707189,0.06736438,3.74294178,0.29209691,0.34091243,44.88027632,0.33181087
convergence,none,0,13.08707189,13.08707189,,0.0,,,0.0,0.0
combined,1..12,12,5.98535642,13.08707189,0.06736438,3.74294178,0.29209691,0.34091243,44.88027632,0.33181087
