year,classic_net_profit_margin,classic_asset_turnover,classic_equity_multiplier,classic_roe_3step,classic_tax_burden,classic_interest_burden,classic_ebit_margin,classic_leverage,classic_roe_5step,reform_rnoa,reform_flev,reform_nbc,reform_spread,reform_roce,reform_reported_roe,data_as_of
1986,0.011702583131154558,1.8429773803261442,4.267115600448934,0.0920314253647587,0.7068965517241379,0.6105263157894737,0.027115741401455687,4.267115600448934,0.09203142536475871,,,,,,,2026-08-02T16:53Z
1987,0.023628274839347502,2.562705852546238,2.421472392638037,0.14662576687116566,0.5074309978768577,0.8078902229845627,0.057637172516065246,2.421472392638037,0.14662576687116566,,,,,,,2026-08-02T16:53Z
1988,0.03721538144046227,2.7516562559152,1.6478477854023703,0.16874610106051152,0.5658995815899582,0.9725330620549338,0.06762055444727247,1.6478477854023703,0.1687461010605115,,,,,,,2026-08-02T16:53Z
1989,0.03840960240060015,2.859696796338673,1.8260642465395667,0.20057456254896844,0.6100079428117553,0.9936858721389108,0.0633658414603651,1.8260642465395667,0.20057456254896844,,,,,,,2026-08-02T16:53Z
1990,0.04060177632771434,2.468456375838926,2.1821909783245457,0.21870728373364576,0.615046677649643,0.9864572047670639,0.06692042776871487,2.1821909783245457,0.2187072837336457,,,,,,,2026-08-02T16:53Z
1991,0.04282644021596687,2.3271729185727357,2.3990342405618965,0.23909862452443664,0.6289453425712086,0.9777945050809184,0.06963883210148346,2.3990342405618965,0.23909862452443664,,,,,,,2026-08-02T16:53Z
1992,0.048513637160044386,2.0462494522567023,1.4843306527909177,0.14735099337748345,0.6289752650176679,1.0379879486507728,0.074308408121946,1.4843306527909177,0.14735099337748345,,,,,,,2026-08-02T16:53Z
1993,0.0507666051144312,1.8180985808026857,1.7064363525888635,0.1575018445379975,0.6300347222222222,1.0484164543137968,0.07685635946505512,1.7064363525888635,0.1575018445379975,,,,,,,2026-08-02T16:53Z
1994,0.04950859418972161,1.9653257886787636,1.6704807931487864,0.16253864468213639,0.6207083729135567,1.0427338333097493,0.0764926180889293,1.6704807931487864,0.16253864468213636,,,,,,,2026-08-02T16:53Z
1995,0.048450311380413086,2.1593457943925234,1.6785776538260415,0.17561443263029455,0.6169626454378445,0.9925040518638573,0.07912348617823624,1.6785776538260415,0.17561443263029458,,,,,,,2026-08-02T16:53Z
