field,value
equity_value,135.258607895281
enterprise_value,135.258607895281
active_value,135.258607895281
mode_tie,0
max_identity_tie,4.58385329693556e-10
tie_relative,5.180938823717703e-15
tie_scale,88475.3411090523
audit_status,PASS — all identities tie
tie_check,PASS
adjusted_equity_ps,111.15136708013385
depreciation_anchor_penalty_ps,0.7690583750489982
debt_capital_gain_ps,0.4220205688338498
idiosyncratic_haircut_ps,23.760203008931995
headline_value_ps,111.29832855841666
headline_value_pre_convergence_ps,111.15136708013385
convergence_value_ps,0.19010225750146123
convergence_value_idio_adjusted_ps,0.1469614782828036
convergence_K,3
convergence_guard,PASS
convergence_in_four_method_tie,False
