field,value
equity_value,225.38843593821
enterprise_value,225.38843593821
active_value,225.38843593821
mode_tie,0
max_identity_tie,4.80213202536106e-10
tie_relative,1.2367619628851148e-14
tie_scale,38828.26420501048
audit_status,PASS — all identities tie
tie_check,PASS
adjusted_equity_ps,144.91428912811534
depreciation_anchor_penalty_ps,0.17777940843264844
debt_capital_gain_ps,0.0
idiosyncratic_haircut_ps,80.296367401662
headline_value_ps,148.53334729915701
headline_value_pre_convergence_ps,144.91428912811534
convergence_value_ps,2.7307580101461255
convergence_value_idio_adjusted_ps,3.6190581710416865
convergence_K,3
convergence_guard,PASS
convergence_in_four_method_tie,False
