ticker,fiscal_year,period_end,vendor_musd,primary_source_musd,gap_musd,gap_pct_of_primary,lease_liabilities_musd,operating_lease_musd,finance_lease_musd,explained_by_leases,gap_equals,borrowings_basis,verdict,note,cik,anchor_year,years_agreeing,first_disagreeing_year,vendor_scale_factor
HD,2022,2022-01-30,46269.0,37435.0,8834.0,23.59823694403633,9419.0,6183.0,3236.0,False,,long_term_debt_only,RED,"agrees to fiscal 2021, then disagrees in 5 year(s); 5 not explained by leases ([2022, 2023, 2024, 2025, 2026]) — unexplained feed disagreement",0000354950,2026,4,2022,1.0
HD,2023,2023-01-29,50364.0,41150.0,9214.0,22.391251518833535,10456.0,7171.0,3285.0,False,,long_term_debt_only,RED,"agrees to fiscal 2021, then disagrees in 5 year(s); 5 not explained by leases ([2022, 2023, 2024, 2025, 2026]) — unexplained feed disagreement",0000354950,2026,4,2022,1.0
HD,2024,2024-01-28,52243.0,42150.0,10093.0,23.945432977461447,11400.0,8132.0,3268.0,False,,long_term_debt_only,RED,"agrees to fiscal 2021, then disagrees in 5 year(s); 5 not explained by leases ([2022, 2023, 2024, 2025, 2026]) — unexplained feed disagreement",0000354950,2026,4,2022,1.0
HD,2025,2025-02-02,62290.0,51681.0,10609.0,20.527853563205046,11928.0,8907.0,3021.0,False,,long_term_debt_only,RED,"agrees to fiscal 2021, then disagrees in 5 year(s); 5 not explained by leases ([2022, 2023, 2024, 2025, 2026]) — unexplained feed disagreement",0000354950,2026,4,2022,1.0
HD,2026,2026-02-01,65350.0,53861.0,11489.0,21.330833070310614,12541.0,9578.0,2963.0,False,,long_term_debt_only,RED,"agrees to fiscal 2021, then disagrees in 5 year(s); 5 not explained by leases ([2022, 2023, 2024, 2025, 2026]) — unexplained feed disagreement",0000354950,2026,4,2022,1.0
