date,tenor_days,n_names,svixbar2_vw,svix2_median,median_minus_vw,median_minus_vw_premium_bps,vw_mean_premium
2026-08-06,365,211,0.17535302401334224,0.12371856600514936,-0.051634458008192885,258.17229004096555,4.821989162129281e-17
2026-08-07,365,208,0.16891501421681443,0.12004468940983043,-0.048870324806984,244.35162403491972,-1.1275702593849246e-17
2026-08-10,365,203,0.1666535629910058,0.11888977931071379,-0.04776378368029202,238.81891840145997,9.500321536404233e-18
2026-08-11,365,208,0.16220124561171387,0.11751552605158133,-0.044685719560132536,223.42859780066337,4.340620338204662e-17
2026-08-12,365,207,0.1600010916956534,0.11524648804485346,-0.044754603650799946,223.77301825399877,-1.797742727252527e-17
