# truncation gates,verdict=REVIEW,gap_ps=-0.0325,aeg_at_N=0.3409,aeg_decay=1.0507,discarded_tail_frac=DIVERGES,value_ps=135.2586,convergence_adjustment=RETIRED_2026-08-12,trend_g_short=0.057957,trend_g_full=0.066289,trend_spread=-0.008332
t,phase,eps,normal_eps,aeg_eps,contrib_eps,coe
