field,value
shares,7453
real_noa,324285.613795854
real_nfo,52583.9261833313
real_cse,271701.687612523
real_gross_ppe,257652.051527607
real_net_ppe,165316.109248531
real_accum_dep,92335.9422790762
book_nfo,51965.3
real_price,490.075515035427
