year,classic_net_profit_margin,classic_asset_turnover,classic_equity_multiplier,classic_roe_3step,classic_tax_burden,classic_interest_burden,classic_ebit_margin,classic_leverage,classic_roe_5step,reform_rnoa,reform_flev,reform_nbc,reform_spread,reform_roce,reform_reported_roe,data_as_of
1990,0.03468810480869436,2.04537149817296,3.8817966903073287,0.2754137115839244,0.608355091383812,0.7768762677484787,0.07339586124758075,3.8817966903073287,0.2754137115839244,,,,,,,req-2026-08-01T22:00:54Z
1991,0.05378973105134474,2.0506392579593884,1.9122722914669223,0.2109300095877277,0.6102635228848822,0.9092055485498108,0.09694376528117359,1.9122722914669223,0.21093000958772773,,,,,,,req-2026-08-01T22:00:54Z
1992,0.06315474408859623,1.9962158932483567,1.7798652959943282,0.2243885147110953,0.6057416267942584,1.0086872586872588,0.1033622667863913,1.7798652959943282,0.2243885147110953,,,,,,,req-2026-08-01T22:00:54Z
1993,0.07141683103221566,1.7470208183776021,1.7561775088250124,0.21911245587493697,0.6068435754189945,1.0170454545454544,0.11571334648257726,1.7561775088250124,0.21911245587493697,,,,,,,req-2026-08-01T22:00:54Z
1994,0.07718832891246685,1.7095567395986848,1.6693792581377744,0.2202876608629826,0.6031088082901555,1.0120608285264814,0.12645888594164456,1.6693792581377744,0.22028766086298257,,,,,,,req-2026-08-01T22:00:54Z
1995,0.07676566561583985,1.6262817053426875,1.6237768365707608,0.20271651818314593,0.6079719667104687,1.0026350461133071,0.12593330014932802,1.6237768365707608,0.20271651818314587,,,,,,,req-2026-08-01T22:00:54Z
1996,0.07455631855881566,1.4966631073144687,1.7310536044362292,0.19316081330868762,0.6262172284644194,0.9929341762737078,0.11990546686881298,1.7310536044362292,0.19316081330868762,,,,,,,req-2026-08-01T22:00:54Z
1997,0.07245299843947388,1.4285562632696391,1.7522321428571428,0.18136160714285715,0.624,0.9726112667289137,0.11938024819796389,1.7522321428571428,0.18136160714285715,,,,,,,req-2026-08-01T22:00:54Z
1998,0.07027660427395233,1.1800516720643355,2.1105137854235467,0.17502495968051612,0.625926943147487,0.9521443514644352,0.11791914644299854,2.1105137854235467,0.17502495968051612,,,,,,,req-2026-08-01T22:00:54Z
1999,0.05946943931590711,1.253166098392596,2.481341592385557,0.18492219368484666,0.6312532233109851,0.8951985226223453,0.10523758624040425,2.481341592385557,0.18492219368484666,,,,,,,req-2026-08-01T22:00:54Z
