field,value
ticker,POOL
fiscal_year,2025
rev_cagr_5y,0.060856035105351536
rev_cagr_10y,0.08390615258698131
eps_cagr_5y,0.039625433350424455
eps_cagr_10y,0.14161571838987075
oi_cagr_5y,0.04570092806699533
oi_cagr_10y,0.10374330895728034
roe_reported,0.3428906987594802
rnoa_econ,0.189394239365814
roce_econ,0.42368348313397
roic_reported,0.16245705266834057
net_profit_margin,0.0768337254385945
asset_turnover,1.4586906246501086
equity_multiplier,3.0594307091709703
flev_econ,1.46499694461306
nbc_econ,0.024910283594906
spread_econ,0.164483955770908
