# truncation gates,verdict=REVIEW,gap_ps=-0.0016,aeg_at_N=0.3293,aeg_decay=1.0900,discarded_tail_frac=DIVERGES,value_ps=263.3173,convergence_adjustment=RETIRED_2026-08-12,trend_g_short=0.049181,trend_g_full=0.053507,trend_spread=-0.004325
t,phase,eps,normal_eps,aeg_eps,contrib_eps,coe
