table,period,n_years,E,E_prev,D_prev,r_nom,nominal_growth_pct,normal_growth_pct,aeg,aeg_pct_prior,rore,rore_minus_r,cum_aeg,data_as_of
single_year,1986,,457.8,543.7,0.0,0.1176,-0.1579915394519037,0.11759999999999993,-149.83912000000004,-0.2755915394519037,-0.15799153945190367,-0.2755915394519037,,2026-08-20T05:00Z
single_year,1987,,594.8,457.8,0.0,0.127,0.29925731760594143,0.127,78.85939999999994,0.17225731760594132,0.2992573176059413,0.17225731760594132,,2026-08-20T05:00Z
single_year,1988,,762.2,594.8,0.0,0.1317,0.28143913920645613,0.13169999999999993,89.06484000000012,0.14973913920645615,0.28143913920645613,0.14973913920645612,,2026-08-20T05:00Z
single_year,1989,,901.4,762.2,0.0,0.1374,0.1826292311729203,0.13739999999999997,34.47371999999996,0.04522923117292044,0.1826292311729204,0.04522923117292041,,2026-08-20T05:00Z
single_year,1990,,1076.9,901.4,241.9,0.1137,0.19469713778566677,0.08318743066341239,100.51485000000025,0.11150970712225455,0.26611068991660364,0.15241068991660364,,2026-08-20T05:00Z
single_year,1991,,1080.2,1076.9,293.9,0.11720000000000001,0.003064351378958108,0.08521459745565996,-88.46760000000017,-0.0821502460767018,0.004214559386973122,-0.11298544061302689,,2026-08-20T05:00Z
single_year,1992,,374.3,1080.2,343.2,0.10890000000000001,-0.6534900944269579,0.07430040733197552,-786.1592999999999,-0.7277905017589335,-0.9578018995929445,-1.0667018995929445,,2026-08-20T05:00Z
single_year,1993,,1587.9,374.3,395.5,0.10619999999999999,3.242318995458189,-0.006015068127170564,1215.85144,3.248334063585359,-57.24528301886796,-57.35148301886796,,2026-08-20T05:00Z
single_year,1994,,1752.0,1587.9,461.6,0.111,0.10334403929718494,0.0787324768562252,39.08069999999975,0.0246115624409596,0.14569830418183422,0.034698304181834214,,2026-08-20T05:00Z
single_year,1995,,1606.0,1752.0,540.2,0.1096,-0.08333333333333337,0.07580666666666658,-278.81327999999985,-0.15913999999999992,-0.12048192771084337,-0.23008192771084338,,2026-08-20T05:00Z
single_year,1996,,1149.0,1606.0,599.0,0.1137,-0.2845579078455791,0.07129259028642587,-571.4958999999999,-0.3558504981320049,-0.4538232373386296,-0.5675232373386296,,2026-08-20T05:00Z
single_year,1997,,2142.0,1149.0,675.0,0.1158,0.8642297650130548,0.047771279373368,938.1108000000002,0.8164584856396868,2.0949367088607596,1.9791367088607597,,2026-08-20T05:00Z
single_year,1998,,1993.0,2142.0,736.0,0.1225,-0.06956115779645189,0.08040849673202621,-321.2350000000001,-0.14996965452847813,-0.10597439544807966,-0.22847439544807965,,2026-08-20T05:00Z
single_year,1999,,2505.0,1993.0,757.0,0.1373,0.25689914701455097,0.08514942298043149,342.2972,0.1717497240341194,0.41423948220064727,0.27693948220064724,,2026-08-20T05:00Z
single_year,2000,,2183.0,2505.0,935.0,0.1368,-0.12854291417165664,0.08573892215568879,-536.7760000000003,-0.21428183632734543,-0.2050955414012739,-0.3418955414012739,,2026-08-20T05:00Z
single_year,2001,,2657.0,2183.0,949.0,0.1199,0.2171323866239121,0.06777672927164424,326.0434000000005,0.14935565735226775,0.3841166936790924,0.2642166936790924,,2026-08-20T05:00Z
single_year,2002,,3309.0,2657.0,994.0,0.1174,0.2453895370718855,0.07347993978170853,456.7638000000002,0.17190959729017696,0.3920625375826819,0.2746625375826819,,2026-08-20T05:00Z
single_year,2003,,3565.0,3309.0,1041.0,0.1105,0.07736476276820792,0.07573708068903007,5.3859999999995125,0.001627682079177852,0.1128747795414462,0.002374779541446201,,2026-08-20T05:00Z
single_year,2004,,4171.0,3565.0,1070.0,0.10339999999999999,0.16998597475455823,0.07236549789621316,348.0170000000003,0.0976204768583451,0.24288577154308616,0.13948577154308617,,2026-08-20T05:00Z
single_year,2005,,4076.0,4171.0,1329.0,0.0951,-0.022776312634859797,0.06479841764564842,-365.27419999999984,-0.08757473028050823,-0.03342716396903589,-0.1285271639690359,,2026-08-20T05:00Z
single_year,2006,,5640.0,4076.0,1642.0,0.09849999999999999,0.38370951913640816,0.05881967615309125,1324.2510000000002,0.324889842983317,0.6425636811832375,0.5440636811832374,,2026-08-20T05:00Z
single_year,2007,,5656.0,5640.0,1854.0,0.0897,0.0028368794326241176,0.06021351063829794,-323.6042000000007,-0.05737663120567388,0.004226096143687269,-0.08547390385631273,,2026-08-20T05:00Z
single_year,2008,,5140.0,5656.0,2204.0,0.1177,-0.09123055162659122,0.07183528995756716,-922.3004000000001,-0.16306584158415843,-0.14947856315179606,-0.26717856315179606,,2026-08-20T05:00Z
single_year,2009,,5946.0,5140.0,2541.0,0.10339999999999999,0.1568093385214009,0.05228338521400766,537.2634000000007,0.10452595330739314,0.3101192766448634,0.2067192766448634,,2026-08-20T05:00Z
single_year,2010,,6320.0,5946.0,2732.0,0.1005,0.06289942818701655,0.05432341069626645,50.99299999999948,0.008576017490749998,0.11636589919103921,0.0158658991910392,,2026-08-20T05:00Z
single_year,2011,,6443.0,6320.0,2978.0,0.1052,0.01946202531645569,0.05562949367088588,-228.57839999999942,-0.036167468354430285,0.03680430879712747,-0.06839569120287253,,2026-08-20T05:00Z
single_year,2012,,6178.0,6443.0,3157.0,0.0959,-0.041129908427750994,0.0489100419059445,-580.1274000000003,-0.09003995033369554,-0.08064516129032258,-0.17654516129032258,,2026-08-20T05:00Z
single_year,2013,,6740.0,6178.0,3305.0,0.0729,0.09096795079313691,0.03390121398510826,352.5583000000006,0.05706673680802859,0.1956143404107205,0.1227143404107205,,2026-08-20T05:00Z
single_year,2014,,6513.0,6740.0,3434.0,0.0691,-0.03367952522255191,0.03389385756676555,-455.4445999999998,-0.06757338278931747,-0.06866303690260134,-0.13776303690260133,,2026-08-20T05:00Z
single_year,2015,,5452.0,6513.0,3730.0,0.0705,-0.162904959312145,0.03012459695992642,-1257.2015000000001,-0.19302955627207127,-0.3812432626661876,-0.4517432626661876,,2026-08-20T05:00Z
single_year,2016,,6329.0,5452.0,4040.0,0.0724,0.16085840058694068,0.01875069699192955,774.7712000000001,0.14210770359501104,0.6211048158640227,0.5487048158640226,,2026-08-20T05:00Z
single_year,2017,,4857.0,6329.0,4227.0,0.0722,-0.23258018644335599,0.023979206825722965,-1623.7644,-0.25655939326907884,-0.7002854424357755,-0.7724854424357755,,2026-08-20T05:00Z
single_year,2018,,12515.0,4857.0,4472.0,0.085,1.5766934321597694,0.006737698167593287,7625.275000000001,1.5699557339921764,19.89090909090909,19.80590909090909,,2026-08-20T05:00Z
single_year,2019,,7314.0,12515.0,4930.0,0.07690000000000001,-0.4155813024370755,0.04660699161006798,-5784.2865,-0.46218829404714346,-0.68569545154911,-0.76259545154911,,2026-08-20T05:00Z
single_year,2020,,7120.0,7314.0,5304.0,0.1199,-0.02652447361225052,0.03295036915504501,-434.9989999999989,-0.05947484276729544,-0.09651741293532339,-0.2164174129353234,,2026-08-20T05:00Z
single_year,2021,,7618.0,7120.0,5509.0,0.1338,0.06994382022471912,0.030274129213482937,282.4482000000007,0.039669691011236054,0.3091247672253259,0.1753247672253259,,2026-08-20T05:00Z
single_year,2022,,8910.0,7618.0,5815.0,0.11710000000000001,0.16959831976896833,0.02771479390916265,1080.868699999999,0.1418835258598056,0.7165834719911259,0.599483471991126,,2026-08-20T05:00Z
single_year,2023,,9074.0,8910.0,6172.0,0.09939999999999999,0.018406285072951833,0.03054514029180666,-108.15719999999783,-0.012138855218854975,0.05989773557341125,-0.03950226442658874,,2026-08-20T05:00Z
single_year,2024,,9578.0,9074.0,6682.0,0.1081,0.05554331055763728,0.028496275071633104,245.42479999999887,0.027047035486003842,0.21070234113712374,0.10260234113712374,,2026-08-20T05:00Z
single_year,2025,,8240.0,9578.0,7229.0,0.1041,-0.13969513468365002,0.025530476091042198,-1582.5309000000016,-0.16522561077469217,-0.5696040868454662,-0.6737040868454661,,2026-08-20T05:00Z
