table,period,n_years,E,E_prev,D_prev,r_nom,nominal_growth_pct,normal_growth_pct,aeg,aeg_pct_prior,rore,rore_minus_r,cum_aeg,data_as_of
single_year,1987,,23.9,8.2,0.0,0.1384,1.9146341463414633,0.13840000000000008,14.565119999999999,1.7762341463414635,1.9146341463414636,1.7762341463414635,,2026-08-07T01:46Z
single_year,1988,,54.1,23.9,0.0,0.1445,1.263598326359833,0.14450000000000007,26.746450000000003,1.1190983263598329,1.263598326359833,1.1190983263598329,,2026-08-07T01:46Z
single_year,1989,,76.8,54.1,0.0,0.1408,0.4195933456561922,0.14080000000000004,15.082719999999995,0.2787933456561921,0.41959334565619216,0.2787933456561922,,2026-08-07T01:46Z
single_year,1990,,112.0,76.8,0.0,0.1304,0.4583333333333335,0.13040000000000007,25.18527999999999,0.32793333333333324,0.45833333333333337,0.3279333333333334,,2026-08-07T01:46Z
single_year,1991,,163.4,112.0,8.4,0.1223,0.4589285714285716,0.11312750000000005,38.72972,0.3458010714285714,0.4961389961389962,0.3738389961389962,,2026-08-07T01:46Z
single_year,1992,,249.2,163.4,12.8,0.1184,0.5250917992656057,0.10912509179926566,67.96895999999998,0.4159667074663401,0.5697211155378485,0.45132111553784854,,2026-08-07T01:46Z
single_year,1993,,362.9,249.2,22.4,0.1162,0.4562600321027288,0.1057550561797751,87.34584000000001,0.3505049759229535,0.5013227513227513,0.3851227513227513,,2026-08-07T01:46Z
single_year,1994,,457.4,362.9,35.8,0.1167,0.2604023146872416,0.10518757233397635,56.32742999999999,0.15521474235326535,0.2889024763069398,0.17220247630693983,,2026-08-07T01:46Z
single_year,1995,,604.5,457.4,50.3,0.12619999999999998,0.3216003498032358,0.11232186270222977,95.7239800000001,0.2092784871010059,0.36133628101203646,0.23513628101203649,,2026-08-07T01:46Z
single_year,1996,,731.5,604.5,67.8,0.1219,0.21009098428453266,0.10822784119106688,61.57627000000002,0.10186314309346571,0.23663126513881125,0.11473126513881125,,2026-08-07T01:46Z
single_year,1997,,937.7,731.5,89.7,0.1184,0.28188653451811363,0.10388123034859875,130.2108800000001,0.17800530416951482,0.32128388906201316,0.20288388906201316,,2026-08-07T01:46Z
single_year,1998,,1160.0,937.7,110.0,0.1286,0.23706942518929286,0.11351415164764855,115.85777999999982,0.12355527354164425,0.2685755708590068,0.1399755708590068,,2026-08-07T01:46Z
single_year,1999,,1614.0,1160.0,139.0,0.1454,0.39137931034482754,0.12797706896551708,305.5465999999999,0.26340224137931023,0.4446620959843291,0.29926209598432907,,2026-08-07T01:46Z
single_year,2000,,2320.0,1614.0,168.0,0.15289999999999998,0.4374225526641884,0.13698475836431223,484.9065999999998,0.30043779429987594,0.48824343015214383,0.33534343015214385,,2026-08-07T01:46Z
single_year,2001,,2581.0,2320.0,255.0,0.1263,0.11250000000000004,0.11241788793103469,0.19049999999970169,8.211206896538866e-05,0.12639225181598063,9.225181598063181e-05,,2026-08-07T01:46Z
single_year,2002,,3044.0,2581.0,371.0,0.1164,0.17938783417280124,0.09966834560247961,205.75599999999986,0.07971948857032153,0.20950226244343892,0.09310226244343892,,2026-08-07T01:46Z
single_year,2003,,3664.0,3044.0,396.0,0.1234,0.2036793692509855,0.10734664914586056,293.23680000000013,0.09633272010512488,0.23413897280966767,0.11073897280966767,,2026-08-07T01:46Z
single_year,2004,,4304.0,3664.0,492.0,0.1069,0.1746724890829694,0.0925455240174673,300.91319999999996,0.08212696506550217,0.201765447667087,0.09486544766708702,,2026-08-07T01:46Z
single_year,2005,,5001.0,4304.0,595.0,0.10769999999999999,0.16194237918215615,0.09281117565055741,297.54070000000047,0.06913120353159863,0.1879212725802103,0.0802212725802103,,2026-08-07T01:46Z
single_year,2006,,5838.0,5001.0,719.0,0.0983,0.16736652669466112,0.08416728654269146,416.0793999999996,0.08319924015196953,0.19546940681924335,0.09716940681924335,,2026-08-07T01:46Z
single_year,2007,,5761.0,5838.0,857.0,0.095,-0.013189448441247031,0.08105429941760867,-550.1949999999997,-0.09424374785885573,-0.015458743224252159,-0.11045874322425216,,2026-08-07T01:46Z
single_year,2008,,4210.0,5761.0,1395.0,0.1115,-0.26922409303940287,0.08450078111438986,-2037.8090000000002,-0.3537248741537928,-0.35524507558405866,-0.46674507558405864,,2026-08-07T01:46Z
single_year,2009,,2312.0,4210.0,1709.0,0.1124,-0.4508313539192399,0.06677254156769608,-2179.1124000000004,-0.517603895486936,-0.7588964414234306,-0.8712964414234305,,2026-08-07T01:46Z
single_year,2010,,2661.0,2312.0,1521.0,0.1125,0.15095155709342567,0.03848940311418669,260.0125000000003,0.11246215397923887,0.44121365360303416,0.3287136536030342,,2026-08-07T01:46Z
single_year,2011,,3338.0,2661.0,1525.0,0.1057,0.2544156332205938,0.04512408868846296,556.9248000000002,0.20929154453213086,0.5959507042253521,0.4902507042253521,,2026-08-07T01:46Z
single_year,2012,,3883.0,3338.0,1569.0,0.1061,0.16327142001198314,0.05622855002995819,357.3090999999995,0.10704286998202502,0.30808366308648955,0.20198366308648955,,2026-08-07T01:46Z
single_year,2013,,4535.0,3883.0,1632.0,0.0677,0.16791140870460985,0.03924612413082684,499.60729999999967,0.12866528457378307,0.28964904486894716,0.22194904486894718,,2026-08-07T01:46Z
single_year,2014,,5385.0,4535.0,1743.0,0.069,0.187431091510474,0.04248026460859977,657.3519999999999,0.14495082690187427,0.3044412607449857,0.23544126074498567,,2026-08-07T01:46Z
single_year,2015,,6345.0,5385.0,2243.0,0.0742,0.17827298050139273,0.043293667595171836,726.8635999999997,0.13497931290622092,0.305537873965627,0.231337873965627,,2026-08-07T01:46Z
single_year,2016,,7009.0,6345.0,2530.0,0.07150000000000001,0.104649330181245,0.04299014972419224,391.2275000000009,0.06165918045705294,0.17404980340760157,0.10254980340760156,,2026-08-07T01:46Z
single_year,2017,,7957.0,7009.0,3031.0,0.0741,0.13525467256384638,0.04205589955771161,653.2302,0.09319877300613497,0.2383107088989442,0.1642107088989442,,2026-08-07T01:46Z
single_year,2018,,8630.0,7957.0,3404.0,0.0814,0.08457961543295212,0.04657712705793626,302.38580000000184,0.03800248837501594,0.14781462771798815,0.06641462771798815,,2026-08-07T01:46Z
single_year,2019,,11121.0,8630.0,4212.0,0.0818,0.2886442641946698,0.04187629200463516,2129.6075999999994,0.24676797219003468,0.5638297872340425,0.48202978723404255,,2026-08-07T01:46Z
single_year,2020,,11242.0,11121.0,4704.0,0.1281,0.010880316518298683,0.07391580793094144,-701.0176999999985,-0.06303549141264261,0.018856163316191367,-0.10924383668380863,,2026-08-07T01:46Z
single_year,2021,,12866.0,11242.0,5958.0,0.138,0.14445828144458273,0.06486319160291765,894.8080000000009,0.07959508984166526,0.30734292202876606,0.16934292202876605,,2026-08-07T01:46Z
single_year,2022,,16433.0,12866.0,6451.0,0.12029999999999999,0.27724234416290994,0.05998169594279501,2795.2754999999997,0.217260648220115,0.5560405300077942,0.4357405300077942,,2026-08-07T01:46Z
single_year,2023,,17105.0,16433.0,6985.0,0.1052,0.040893324408203036,0.060483758291243195,-321.9295999999995,-0.019590433883040194,0.07112616426756986,-0.03407383573243014,,2026-08-07T01:46Z
single_year,2024,,15143.0,17105.0,7789.0,0.10779999999999999,-0.11470330312774046,0.05871176848874571,-2966.264799999997,-0.17341507161648625,-0.21060541004723057,-0.31840541004723055,,2026-08-07T01:46Z
single_year,2025,,14806.0,15143.0,8383.0,0.1099,-0.02225450703295251,0.04906055603249038,-1079.924000000001,-0.07131506306544284,-0.04985207100591716,-0.15975207100591715,,2026-08-07T01:46Z
single_year,2026,,14156.0,14806.0,8929.0,0.1276,-0.04390112116709444,0.05064873699851402,-1399.9051999999992,-0.09454985816560849,-0.11060064658839544,-0.23820064658839543,,2026-08-07T01:46Z
trailing_5y,trailing_5y,5,,,,0.11416,0.027455347448665113,0.055777303150757664,-594.5496199999994,-0.02832195570209255,0.051221713326764194,-0.06293828667323582,-2972.748099999997,2026-08-07T01:46Z
trailing_10y,trailing_10y,10,,,,0.10742,0.08010938873976753,0.054817483390793044,30.62658000000065,0.02529190534897454,0.1532262775829753,0.04580627758297533,306.2658000000065,2026-08-07T01:46Z
