year,classic_net_profit_margin,classic_asset_turnover,classic_equity_multiplier,classic_roe_3step,classic_tax_burden,classic_interest_burden,classic_ebit_margin,classic_leverage,classic_roe_5step,reform_rnoa,reform_flev,reform_nbc,reform_spread,reform_roce,reform_reported_roe,data_as_of
1985,0.09138526550184087,1.1458747118604753,2.3153637004464436,0.24245577523413112,0.6609021868423459,1.045437153242778,0.1322638191272663,2.3153637004464436,0.2424557752341312,,,,,,,2026-08-08T04:24Z
1986,0.10777980296703042,1.0352544963813983,2.3821906116642957,0.26580369843527735,0.6182503970354685,1.319710068989608,0.13209745518307453,2.3821906116642957,0.26580369843527735,,,,,,,2026-08-08T04:24Z
1987,0.11962184819085175,0.9165469864521997,2.591848129536572,0.2841677523419567,0.6496702361534643,1.0367620027939122,0.1775981614718671,2.591848129536572,0.2841677523419567,,,,,,,2026-08-08T04:24Z
1988,0.12529684089328122,1.1190776581751805,2.446589826946442,0.34305322956687356,0.6603248846469882,0.989926166937805,0.19168125884525897,2.446589826946442,0.34305322956687356,,,,,,,2026-08-08T04:24Z
1989,0.13543688237524817,1.082499245396921,2.376273131544972,0.3483861712810214,0.6882616335090403,1.0223084946111949,0.1924870061790359,2.376273131544972,0.3483861712810214,,,,,,,2026-08-08T04:24Z
1990,0.1349986323316791,1.1032743420059925,2.4104229450275385,0.35900966434583814,0.6860107227958697,1.032178725148596,0.19065296393263256,2.4104229450275385,0.35900966434583814,,,,,,,2026-08-08T04:24Z
1991,0.139825089011027,1.1319846611363282,2.309729314474219,0.3655836232997424,0.6788906138547391,1.0277274687365245,0.20040443845276365,2.309729314474219,0.3655836232997424,,,,,,,2026-08-08T04:24Z
1992,0.12730707745967157,1.1829549670192456,2.842274457360354,0.42804238247093923,0.6060959178471287,0.9913360528500776,0.21188015817774344,2.842274457360354,0.42804238247093923,,,,,,,2026-08-08T04:24Z
1993,0.1559074299634592,1.161051493220198,2.6223821989528795,0.47469458987783597,0.6832025117739403,1.0267569310122502,0.22225406606004156,2.6223821989528795,0.47469458987783597,,,,,,,2026-08-08T04:24Z
1994,0.15792728172149395,1.165717580912564,2.6500477554918818,0.48787010506208217,0.6850858369098712,1.0053937432578208,0.2292851842691071,2.6500477554918818,0.4878701050620821,,,,,,,2026-08-08T04:24Z
