field,value
equity_value,85.3004597817039
enterprise_value,85.3004597817039
active_value,85.3004597817039
mode_tie,0
max_identity_tie,1.12340785562992e-08
tie_relative,8.135039516872301e-14
tie_scale,138094.947578305
audit_status,PASS — all identities tie
tie_check,PASS
adjusted_equity_ps,56.75154344444094
depreciation_anchor_penalty_ps,-0.018584033852580475
debt_capital_gain_ps,1.9580876908077516
idiosyncratic_haircut_ps,30.525588061923308
headline_value_ps,63.649963501273845
headline_value_pre_convergence_ps,56.75154344444094
convergence_value_ps,8.016270915421007
convergence_value_idio_adjusted_ps,6.898420056832903
convergence_K,3
convergence_guard,PASS
convergence_in_four_method_tie,False
