field,value
shares,1373
real_noa,71695.9732684431
real_nfo,42170.5176879137
real_cse,29525.4555805294
real_gross_ppe,74114.9627471547
real_net_ppe,43311.6506896015
real_accum_dep,30803.3120575532
book_nfo,40371
real_price,144.461503868697
