ticker,fiscal_year,period_end,vendor_musd,primary_source_musd,gap_musd,gap_pct_of_primary,lease_liabilities_musd,operating_lease_musd,finance_lease_musd,explained_by_leases,gap_equals,borrowings_basis,verdict,note,cik,anchor_year,years_agreeing,first_disagreeing_year,vendor_scale_factor
POOL,,,,,,,,,,,,,UNVERIFIED,"primary source unavailable (no identifier, no network, or no usable debt tags filed) — vendor row NOT checked",0000945841,2025,,,
