year,classic_net_profit_margin,classic_asset_turnover,classic_equity_multiplier,classic_roe_3step,classic_tax_burden,classic_interest_burden,classic_ebit_margin,classic_leverage,classic_roe_5step,reform_rnoa,reform_flev,reform_nbc,reform_spread,reform_roce,reform_reported_roe,data_as_of
1985,0.11719490080385417,0.7326247744442901,2.306471529842214,0.19803338669105877,0.5535668626949629,0.9128253005018089,0.23192681408504073,2.306471529842214,0.19803338669105877,,,,,,,2026-08-07T23:55Z
1986,0.11577169059973452,0.6942280304934239,2.438013153057473,0.19594787794616234,0.5656172621153166,0.9175592340149303,0.22307228188729333,2.438013153057473,0.19594787794616236,,,,,,,2026-08-07T23:55Z
1987,0.11221007458874017,0.7009138306405408,2.3936640724106013,0.1882607055919361,0.572695035460993,0.825271131003615,0.23741698171043218,2.3936640724106013,0.1882607055919361,,,,,,,2026-08-07T23:55Z
1988,0.11603758331387097,0.6822533001581135,2.390617674636662,0.18925808720112516,0.6172001911132345,0.8152216249902625,0.23061998095682948,2.390617674636662,0.18925808720112514,,,,,,,2026-08-07T23:55Z
1989,0.11836535330511234,0.6694277929155313,2.584507042253521,0.2047887323943662,0.6283491789109766,0.7930089102124743,0.237544773689352,2.584507042253521,0.20478873239436615,,,,,,,2026-08-07T23:55Z
1990,0.12083559250557262,0.6224138739161004,2.5506300361045358,0.19183224541520216,0.6437454866404557,0.8305344528855125,0.22600759081872399,2.5506300361045358,0.19183224541520216,,,,,,,2026-08-07T23:55Z
1991,0.12839432412247948,0.5899146187803438,2.3472317015159976,0.1777832930032471,0.661536093581653,0.8304467310027481,0.23371172516803584,2.3472317015159976,0.17778329300324705,,,,,,,2026-08-07T23:55Z
1992,0.13438380553180154,0.6106650001712153,1.982418030004752,0.16268413549657185,0.661970858366135,0.8055740987983978,0.25200117757559615,1.982418030004752,0.16268413549657185,,,,,,,2026-08-07T23:55Z
1993,0.1461238374212011,0.6155360941239032,1.9182352847420348,0.17253470617299693,0.6459986871158322,0.8718522372528617,0.2594457418231395,1.9182352847420348,0.17253470617299696,,,,,,,2026-08-07T23:55Z
1994,0.14714931256609945,0.6121881414666087,1.9740174862753073,0.1778255439044936,0.6489981978161773,0.8745190747693875,0.2592659359676955,1.9740174862753073,0.17782554390449357,,,,,,,2026-08-07T23:55Z
1995,0.14572464138036653,0.6354040974141398,1.9608207293959015,0.18156030173126583,0.6580148448665345,0.8691697387401827,0.2547960590127112,1.9608207293959015,0.18156030173126575,,,,,,,2026-08-07T23:55Z
1996,0.14715762878397978,0.6146612216726102,1.9942189901585188,0.1803812713633548,0.6986228342958685,0.8701871037575382,0.24206241519674357,1.9942189901585188,0.18038127136335477,,,,,,,2026-08-07T23:55Z
1997,0.14396781431877148,0.6254310226680919,2.060813864160152,0.1855596728275114,0.6822996718315124,0.8933130473504527,0.2362036322838511,2.060813864160152,0.1855596728275114,,,,,,,2026-08-07T23:55Z
1998,0.12479269647543755,0.6278380946604395,2.090335668325462,0.16377698183777617,0.6717950940452456,0.7632057685310752,0.24339446439209753,2.090335668325462,0.16377698183777614,,,,,,,2026-08-07T23:55Z
1999,0.14690820782394245,0.6319007587021997,2.1768837339585647,0.202083182039817,0.6753926701570682,0.8972436535589845,0.24242607075788317,2.1768837339585647,0.202083182039817,,,,,,,2026-08-07T23:55Z
2000,0.1388260900091273,0.6568589019300389,2.355775498674547,0.21482117248272564,0.6860146410852443,0.919892764816647,0.2199887664115706,2.355775498674547,0.21482117248272561,,,,,,,2026-08-07T23:55Z
2001,0.1100605245460659,0.6598770773702545,2.3749525736689012,0.17248429661481385,0.702493883332618,0.8638116425658138,0.18137188971082716,2.3749525736689012,0.17248429661481385,,,,,,,2026-08-07T23:55Z
2002,0.06439824220905249,0.642694144886423,2.3315565757861667,0.09649933371591983,0.5968954936526082,0.7866439490747313,0.13715053519152,2.3315565757861667,0.09649933371591983,,,,,,,2026-08-07T23:55Z
2003,0.08799043201773578,0.6633833888071832,2.1564192657258032,0.12587319206469758,0.6427719058983975,0.828472565496787,0.16523438639479593,2.1564192657258032,0.12587319206469758,,,,,,,2026-08-07T23:55Z
2004,0.12253952888028397,0.6679479119892232,1.9601802626483118,0.16044079850719994,0.7118755272284188,0.9046892224200797,0.19027105517909004,1.9601802626483118,0.16044079850719997,,,,,,,2026-08-07T23:55Z
2005,0.13611754798010178,0.6374813263618417,1.9799684407207134,0.17180660368015524,0.7109447571170974,0.9187248995983935,0.20839762937234863,1.9799684407207134,0.17180660368015524,,,,,,,2026-08-07T23:55Z
2006,0.13749569279068877,0.7211582598491777,1.874365227741731,0.18585484820452441,0.6915559406893896,0.9371531694112338,0.21215398751866457,1.874365227741731,0.18585484820452441,,,,,,,2026-08-07T23:55Z
2007,0.10247250577093556,0.7752732914394199,1.9235657534784487,0.15281613633686306,0.6536771087035638,0.9208816705336427,0.17023162735993963,1.9235657534784487,0.15281613633686308,,,,,,,2026-08-07T23:55Z
2008,0.18336564296160254,0.8264638195457021,2.1267541434399893,0.3222991048077354,0.7004222150048717,0.9557807819460181,0.2739048736523484,2.1267541434399893,0.3222991048077354,0.206426917254615,0.990711845607469,0.0448887149514373,0.161538202303178,0.378772084554054,0.322299104807735,2026-08-07T23:55Z
2009,0.20009057055050186,0.7525153102243515,2.153706382402611,0.3242861927190589,0.7015569600739942,0.9482531793597427,0.30077336698219803,2.153706382402611,0.3242861927190589,0.223659906669789,1.16706335970761,0.0378002336946621,0.185859672975127,0.539889373023601,0.324286192719059,2026-08-07T23:55Z
2010,0.20545720385800806,0.752914758938177,2.1849639884653755,0.33799592734826645,0.7065840035427053,0.9367330826564612,0.31041429556462,2.1849639884653755,0.33799592734826645,0.238449474277707,1.14594985710769,0.0349405838368994,0.203508890440808,0.566281785355573,0.337995927348266,2026-08-07T23:55Z
