field,value
intrinsic_value_ps,313.49485939639726
current_price_real_ps,359.194800058261
equity_enterprise_tie,0
normal_no_growth_value_ps,229.138012229346
pvgo_ps,130.056787828915
implied_real_eps_growth,0.00695016599204536
growth_premium_turns,2.39908809917872
economic_rnoa,0.282846397452919
real_coe_longrun,0.0545909304464218
economic_noa,62012.660020268
normal_no_growth_value_adj_ps,230.8783902780356
intrinsic_value_pre_convergence_ps,313.2609666272219
convergence_value_ps,0.2848314305777314
convergence_value_idio_adjusted_ps,0.23389276917537777
convergence_K,3
actual_eps_at_N,28.1556357205983
normalized_eps_at_N,28.19679171344604
convergence_guard,PASS
convergence_in_four_method_tie,False
upside_downside,-0.1272288481193249
