ticker,run_timestamp_utc,commit_sha,scenario,probability,coe_basis,real_coe,intrinsic_value_per_share_real,current_real_price_per_share,upside_downside_pct,tie_residual
KO,2026-08-19T06:02:59.505445+00:00,e8e9f4f4bd787e15f8931297500ef518c40d3a4e,base,0.45,variance_v2,0.0583736695091267,39.3479004909447,92.4561952271054,-0.5744157501366758,2.47382558882237e-10
KO,2026-08-19T06:02:59.505445+00:00,e8e9f4f4bd787e15f8931297500ef518c40d3a4e,bull,0.2,variance_v2,0.0583736695091267,48.2800204487767,92.4561952271054,-0.4778065403818127,3.85625753551722e-10
KO,2026-08-19T06:02:59.505445+00:00,e8e9f4f4bd787e15f8931297500ef518c40d3a4e,bear,0.35,variance_v2,0.0583736695091267,24.5739890866763,92.4561952271054,-0.7342093839540572,2.7648638933897e-10
KO,2026-08-19T06:02:59.505445+00:00,e8e9f4f4bd787e15f8931297500ef518c40d3a4e,expected_value,1.0,,,35.963455491017164,92.4561952271054,-0.6110216800217867,
