field,value
ticker,HD
fiscal_year,2026
rev_cagr_5y,0.04506334520303379
rev_cagr_10y,0.06404801796204951
eps_cagr_5y,0.03534269283967606
eps_cagr_10y,0.1002252380659101
oi_cagr_5y,0.027074515658369824
oi_cagr_10y,0.0590133645340416
roe_reported,1.1048154218371966
rnoa_econ,0.282846397452919
roce_econ,-5.36589265003206
roic_reported,0.20338463204203636
net_profit_margin,0.08595908503002739
asset_turnover,1.5669917693515392
equity_multiplier,8.202216498868337
flev_econ,-23.1548141738481
nbc_econ,0.0286974111724332
spread_econ,0.254148986280486
