t,phase,df_cumulative,df_equity,annuity_equity,dri_equity,normal_eps,aeg_eps,contrib_eps,cum_contrib_eps,normal_nfe,aeg_nfe,contrib_nfe,normal_oi,aeg_oi,contrib_oi,retention_rate,retained_eps,coe,rore,pi,infl_index,eps_real,dps_real
1,explicit,0.941301775664584,0.930501404015075,14.4918691851105,-0.0487409148643465,10.2031110984034,-0.0487409148643465,-0.706346962176716,-0.70634696,0,0.93918501152091,24.8677606779727,10.148713552292,0.944841642767896,16.838688170594,0.081214,0.824681,0.074689,0.088959,0.020875,1.020875,9.946732,9.138915
2,explicit,0.881221502027322,0.858711223491267,13.5613677810954,0.154762192766828,10.4227940036649,0.251266292924816,2.09878701471974,1.39244005,0.959265785139265,0.0469973929687682,1.19143055072498,11.3693400503925,0.310983424305251,3.61526128228551,0.080885,0.863371,0.083602,0.630171,0.021381,1.042702,10.236919,9.408907
3,explicit,0.820711310282712,0.786831636831098,12.7026565576041,0.226082404332771,10.9753184757813,0.252348856257315,2.87184713595658,4.26428719,1.02907292371044,0.0765463541463944,1.72280525148167,11.9891751445471,0.344111465348325,4.98098377470533,0.080606,0.905015,0.091353,0.641216,0.022668,1.066338,10.529181,9.680468
4,explicit,0.760913287205114,0.716492021760923,11.915824920773,0.249578467167799,11.5592031396302,0.257079496199863,2.97393331876639,7.23822051,1.13161269798627,0.073597031043424,1.53882635510773,12.6730910681402,0.348401296719535,5.04178510622764,0.080351,0.94945,0.098172,0.650393,0.02351,1.091408,10.826641,9.95671
5,explicit,0.702401996515154,0.648567665817022,11.1993328990121,0.257420940491257,12.1788557777067,0.258714612978148,2.88294280773837,10.12116332,1.23439356298148,0.0794611886400067,1.53042896365136,13.3929044613343,0.358520680971957,4.96879374945262,0.08014,0.996751,0.10473,0.654366,0.024215,1.117836,11.12647,10.23479
6,explicit,0.649932881355638,0.590080834732345,10.5507652331951,0.754215369286251,12.820362108449,0.273316960349401,7.95754929660676,18.07871261,1.34646875429451,0.0932225896538341,1.55724295340124,14.1485040040987,0.384866408648046,11.5624042362237,0.079965,1.047031,0.099117,0.658247,0.024823,1.145584,11.429694,10.515723
7,explicit,0.600636673360241,0.536383651109112,9.96068439846273,0.482538548973972,13.4972839525847,0.275602419366965,4.80641419642189,22.88512681,1.47539928457585,0.0916325863295318,1.2396178516659,14.9537985634204,0.386119679436645,7.31043592167255,0.079854,1.099825,0.10011,0.648698,0.024802,1.173998,11.731612,10.794792
8,explicit,0.554915666410139,0.487849204607853,9.42430074735362,0.546672015625491,14.1918013731097,0.279839986387055,5.15200148541662,28.03712829,1.60530138679685,0.0944893187535991,1.0608117693073,15.7783024996769,0.393129565370263,7.68984233079767,0.079801,1.154852,0.099487,0.635333,0.024422,1.202669,12.032941,11.0727
9,continuing,0.512507030511848,0.443884971903771,0,-11.0867516658657,14.903616373444,-11.3432097930449,0,28.03712829,1.74032920839296,0.0944517752730831,0,16.62512521664,-11.2299376525748,0,,,,,0.023849,1.231351,2.891463,1.907216
10,continuing,0.473317414075305,0.404173194721125,0,4.96824803519758e-15,3.73395403397167,-0.00414790746776017,0,28.03712829,1.87733509128967,0.0924046176341067,0,5.59255642970997,0.106989405717715,0,,,,,0.023193,1.25991,2.960375,1.951522
