year,classic_net_profit_margin,classic_asset_turnover,classic_equity_multiplier,classic_roe_3step,classic_tax_burden,classic_interest_burden,classic_ebit_margin,classic_leverage,classic_roe_5step,reform_rnoa,reform_flev,reform_nbc,reform_spread,reform_roce,reform_reported_roe,data_as_of
1993,0.08469539375928678,1.5835294117647059,22.36842105263158,3.0,1.0,1.0,0.08469539375928678,22.36842105263158,3.0,,,,,,,2026-07-31T02:19Z
1994,0.010784313725490198,2.0118343195266273,16.900000000000002,0.36666666666666675,0.5789473684210527,0.30645161290322576,0.060784313725490195,16.900000000000002,0.36666666666666664,,,,,,,2026-07-31T02:19Z
1995,0.00931098696461825,2.136604774535809,2.3343653250773997,0.04643962848297215,0.39473684210526316,0.39999999999999997,0.058969584109248914,2.3343653250773997,0.04643962848297213,,,,,,,2026-07-31T02:19Z
1996,0.019083969465648856,2.0830388692579507,3.0760869565217392,0.12228260869565219,0.6081081081081081,0.7551020408163265,0.04156064461407973,3.0760869565217392,0.12228260869565219,,,,,,,2026-07-31T02:19Z
1997,0.021194029850746268,2.4542124542124544,2.0495495495495497,0.10660660660660662,0.6228070175438596,0.7651006711409396,0.044477611940298506,2.0495495495495497,0.10660660660660662,,,,,,,2026-07-31T02:19Z
1998,0.029938811188811185,2.7936507936507935,2.0322580645161294,0.16997518610421836,0.631336405529954,0.8857142857142857,0.053540209790209785,2.0322580645161294,0.16997518610421838,,,,,,,2026-07-31T02:19Z
1999,0.037030537030537033,2.9356002060793402,1.9887295081967213,0.21618852459016394,0.6115942028985508,0.9126984126984128,0.06633906633906633,1.9887295081967213,0.21618852459016397,,,,,,,2026-07-31T02:19Z
2000,0.041919430961193625,2.658784065421488,2.044766427208897,0.22789885953163688,0.6208482596966078,0.9373600862283393,0.07203166502677821,2.044766427208897,0.22789885953163688,,,,,,,2026-07-31T02:19Z
2001,0.0414039784919859,2.4557589144840644,2.411186121793985,0.24516503887336416,0.6050012801911753,0.9079567292790279,0.07537383783480696,2.411186121793985,0.24516503887336416,,,,,,,2026-07-31T02:19Z
2002,0.042006781619248895,2.445313782349401,2.8328249061229664,0.2909871002740575,0.6099985231132772,0.9315283338148499,0.07392554864194718,2.8328249061229664,0.2909871002740575,,,,,,,2026-07-31T02:19Z
2003,0.04399255255088974,2.56696396844574,2.30623690720699,0.2604371008138659,0.6100027592163826,0.9469588530661396,0.07615812678659181,2.30623690720699,0.26043710081386595,,,,,,,2026-07-31T02:19Z
2004,0.05106674814033305,2.726025545578186,2.182431297796537,0.30381464588013707,0.6100019136314346,0.9660633484162897,0.08665655111595273,2.182431297796537,0.30381464588013707,,,,,,,2026-07-31T02:19Z
2005,0.05385664205727078,2.1077696447091916,2.6984980584658214,0.30632647080372183,0.6248626917644948,0.954127066741767,0.09033342156906313,2.6984980584658214,0.30632647080372183,,,,,,,2026-07-31T02:19Z
2006,0.04975698542540903,2.4656024953457565,2.7893648895867242,0.3422019273706803,0.6243938338611962,0.9092136549927711,0.08764547624258939,2.7893648895867242,0.34220192737068034,,,,,,,2026-07-31T02:19Z
2007,0.035985888578263375,2.366518419250565,3.9027256921993767,0.33236106920317454,0.6216652034472255,0.8344371851032338,0.06937164969116356,3.9027256921993767,0.33236106920317454,,,,,,,2026-07-31T02:19Z
2008,0.03193168292796422,2.1466724274466666,3.4372740284775825,0.2356143529664838,0.5898264363530923,0.8362257092382832,0.06474020327603056,3.4372740284775825,0.2356143529664838,0.112087955063576,1.11421713683982,0.0368011533249397,0.0752868017386361,0.187456748232151,0.235614352966484,2026-07-31T02:19Z
2009,0.01247049930055579,2.0644267767841584,2.957606855230444,0.07614191056636546,0.24376372614982295,0.8906942559927634,0.05743625446001218,2.957606855230444,0.07614191056636546,0.0948941737500528,0.800173988958882,0.025174353884501,0.0697198198655518,0.158323690752584,0.0761419105663654,2026-07-31T02:19Z
