ticker,fiscal_year,period_end,vendor_musd,primary_source_musd,gap_musd,gap_pct_of_primary,lease_liabilities_musd,operating_lease_musd,finance_lease_musd,explained_by_leases,gap_equals,borrowings_basis,verdict,note,cik,anchor_year,years_agreeing,first_disagreeing_year,vendor_scale_factor
MSFT,,,,,,,,,,,,,UNVERIFIED,"cannot verify: the two feeds agree and disagree in alternating years (disagreements begin 2010 but agreement continues to 2017); that is the signature of an incomplete reconstruction on our side, not of a definitional change on the vendor's",0000789019,2026,6,2010,1.0
