table,period,n_years,E,E_prev,D_prev,r_nom,nominal_growth_pct,normal_growth_pct,aeg,aeg_pct_prior,rore,rore_minus_r,cum_aeg,data_as_of
single_year,2000,,7967.0,8159.0,3287.0,0.1424,-0.023532295624463795,0.08503159700943774,-885.7728000000006,-0.10856389263390129,-0.03940886699507389,-0.1818088669950739,,2026-08-06T03:38Z
single_year,2001,,7260.0,7967.0,3418.0,0.1344,-0.08874105685954559,0.0767397514748338,-1318.3856000000005,-0.1654808083343794,-0.1554187733567817,-0.2898187733567817,,2026-08-06T03:38Z
single_year,2002,,7473.0,7260.0,3456.0,0.1264,0.029338842975206614,0.06622942148760336,-267.82560000000103,-0.036890578512396834,0.055993690851735015,-0.070406309148265,,2026-08-06T03:38Z
single_year,2003,,5971.0,7473.0,3557.0,0.1223,-0.2009902315000669,0.06408762210624941,-1980.926800000001,-0.2650778536063162,-0.3835546475995914,-0.5058546475995914,,2026-08-06T03:38Z
single_year,2004,,4979.0,5971.0,4539.0,0.1051,-0.1661363255736058,0.0252056941885781,-1142.5032,-0.1913420197621839,-0.6927374301675978,-0.7978374301675978,,2026-08-06T03:38Z
single_year,2005,,4786.0,4979.0,4141.0,0.09480000000000001,-0.03876280377585861,0.01595549307089783,-272.4423999999999,-0.05471829684675636,-0.23031026252983294,-0.32511026252983294,,2026-08-06T03:38Z
single_year,2006,,7356.0,4786.0,4256.0,0.1005,0.5369828666945258,0.011129335562056086,2516.7349999999997,0.5258535311324697,4.849056603773585,4.748556603773585,,2026-08-06T03:38Z
single_year,2007,,11951.0,7356.0,5153.0,0.0947,0.6246601413811854,0.02836107939097343,4386.375900000001,0.5962990619902122,2.085792101679528,1.991092101679528,,2026-08-06T03:38Z
single_year,2008,,12867.0,11951.0,8743.0,0.1207,0.07664630574847298,0.03239943100995735,528.7943999999989,0.04424687473851551,0.2855361596009975,0.16483615960099748,,2026-08-06T03:38Z
single_year,2009,,12535.0,12867.0,9507.0,0.102,-0.025802440351286204,0.026635579389135078,-674.7200000000012,-0.052438019740421324,-0.0988095238095238,-0.2008095238095238,,2026-08-06T03:38Z
single_year,2010,,19864.0,12535.0,9670.0,0.10099999999999999,0.5846828879138413,0.023084563222975696,7039.634999999998,0.5615983246908655,2.5581151832460733,2.4571151832460734,,2026-08-06T03:38Z
single_year,2011,,3944.0,19864.0,9916.0,0.10060000000000001,-0.801449859041482,0.0503810310108741,-16920.768799999998,-0.8518308900523559,-1.6003216726980298,-1.7009216726980299,,2026-08-06T03:38Z
single_year,2012,,7264.0,3944.0,10172.0,0.1008,0.8417849898580121,-0.15917403651115625,3947.782400000001,1.0009590263691686,-0.5330764290301863,-0.6338764290301863,,2026-08-06T03:38Z
single_year,2013,,18249.0,7264.0,10241.0,0.0745,1.5122522026431717,-0.03053228248898676,11206.7865,1.5427844851321586,-3.6899563318777293,-3.7644563318777293,,2026-08-06T03:38Z
single_year,2014,,6224.0,18249.0,9696.0,0.0672,-0.6589402159022413,0.03149551208285395,-12599.7616,-0.6904357279850951,-1.405939436455045,-1.473139436455045,,2026-08-06T03:38Z
single_year,2015,,13345.0,6224.0,9552.0,0.0691,1.1441195372750643,-0.036948071979434505,7350.964800000001,1.1810676092544987,-2.1397235576923075,-2.2088235576923076,,2026-08-06T03:38Z
single_year,2016,,12976.0,13345.0,10200.0,0.0824,-0.027650805545147983,0.019419108280254838,-628.148000000001,-0.04706991382540285,-0.11732909379968204,-0.19972909379968204,,2026-08-06T03:38Z
single_year,2017,,29450.0,12976.0,11797.0,0.0858,1.2695745992601726,0.007795792231812815,16372.841799999998,1.26177880702836,13.972858354537744,13.887058354537743,,2026-08-06T03:38Z
single_year,2018,,19370.0,29450.0,12038.0,0.07769999999999999,-0.34227504244482176,0.04593930050933803,-11432.912400000005,-0.38821434295415974,-0.5789110957960028,-0.6566110957960027,,2026-08-06T03:38Z
single_year,2019,,13900.0,19370.0,13410.0,0.08220000000000001,-0.2823954568921012,0.025292307692307725,-5959.912,-0.3076877645844089,-0.9177852348993288,-0.9999852348993289,,2026-08-06T03:38Z
single_year,2020,,-5369.0,13900.0,14888.0,0.12050000000000001,-1.3862589928057554,-0.008565035971223045,-19149.946,-1.3776939568345323,19.503036437246962,19.382536437246962,,2026-08-06T03:38Z
single_year,2021,,19874.0,-5369.0,14956.0,0.1446,-4.70162041348482,0.5474008195194637,28181.995000000003,-5.249021233004284,-1.2419680196801968,-1.3865680196801968,,2026-08-06T03:38Z
single_year,2022,,-8727.0,19874.0,15068.0,0.1338,-1.4391164335312467,0.03235598269095297,-29244.0428,-1.4714724162222,-5.95110278818144,-6.08490278818144,,2026-08-06T03:38Z
single_year,2023,,14192.0,-8727.0,9859.0,0.1069,-2.626217485963103,0.22766625415377573,24905.8434,-2.8538837401168786,-1.2331324652964597,-1.3400324652964597,,2026-08-06T03:38Z
single_year,2024,,10746.0,14192.0,8136.0,0.1036,-0.24281285231116123,0.04420811724915441,-4073.4015999999992,-0.28702096956031564,-0.5690224570673712,-0.6726224570673712,,2026-08-06T03:38Z
single_year,2025,,21889.0,10746.0,8208.0,0.1158,1.0369439791550343,0.027349748743718427,10849.099600000003,1.0095942304113161,4.390464933018125,4.274664933018125,,2026-08-06T03:38Z
trailing_5y,trailing_5y,5,,,,0.12094,-1.5945646412270593,0.17579618447141304,6123.898720000002,-1.7703608256984722,-0.9209521594414685,-1.0418921594414683,30619.49360000001,2026-08-06T03:38Z
trailing_10y,trailing_10y,10,,,,0.10533,-0.874182890456295,0.09688623950995556,982.1417000000001,-0.9710691299662507,2.7257108570082345,2.620380857008235,9821.417000000001,2026-08-06T03:38Z
