table,period,n_years,E,E_prev,D_prev,r_nom,nominal_growth_pct,normal_growth_pct,aeg,aeg_pct_prior,rore,rore_minus_r,cum_aeg,data_as_of
single_year,1986,,1022.7,996.2,0.0,0.1149,0.026601084119654672,0.1149,-87.96337999999992,-0.08829891588034522,0.026601084119654686,-0.08829891588034532,,2026-08-06T03:38Z
single_year,1987,,1047.1,1022.7,0.0,0.1323,0.02385841400215094,0.13230000000000008,-110.90321000000017,-0.10844158599784899,0.023858414002151034,-0.10844158599784896,,2026-08-06T03:38Z
single_year,1988,,1012.8,1047.1,0.0,0.1324,-0.03275713876420583,0.13240000000000007,-172.93604000000005,-0.16515713876420596,-0.03275713876420586,-0.16515713876420585,,2026-08-06T03:38Z
single_year,1989,,1092.8,1012.8,0.0,0.1408,0.07898894154818326,0.14080000000000004,-62.60223999999994,-0.06181105845181669,0.07898894154818326,-0.06181105845181675,,2026-08-06T03:38Z
single_year,1990,,1101.4,1092.8,693.4,0.11560000000000001,0.007869692532943118,0.042249853587115416,-37.570639999999685,-0.03438016105417248,0.02153229844767185,-0.09406770155232816,,2026-08-06T03:38Z
single_year,1991,,1156.5,1101.4,732.8,0.11599999999999999,0.0500272380606499,0.0388211367350646,12.34239999999977,0.011206101325585409,0.14948453608247392,0.033484536082473926,,2026-08-06T03:38Z
single_year,1992,,1301.7,1156.5,759.3,0.1107,0.12555123216601816,0.03801992217898853,101.22995999999989,0.08753130998702974,0.365558912386707,0.254858912386707,,2026-08-06T03:38Z
single_year,1993,,-845.2,1301.7,780.4,0.11019999999999999,-1.6493047553199662,0.044132488284551075,-2204.3472600000005,-1.6934372436045175,-4.118357951275657,-4.228557951275657,,2026-08-06T03:38Z
single_year,1994,,1649.0,-845.2,803.5,0.1101,-2.9510175106483674,0.21476794841457636,2675.7218700000003,-3.1657854590629437,-1.512828288954934,-1.6229282889549341,,2026-08-06T03:38Z
single_year,1995,,-3064.0,1649.0,837.0,0.11699999999999999,-2.858095815645846,0.05761309884778654,-4808.004,-2.9157089144936323,-5.804187192118227,-5.921187192118227,,2026-08-06T03:38Z
single_year,1996,,3477.0,-3064.0,1814.0,0.111,-2.134791122715405,0.17671605744125318,7082.458,-2.311507180156658,-1.3409184091840918,-1.4519184091840918,,2026-08-06T03:38Z
single_year,1997,,4087.0,3477.0,1765.0,0.1195,0.17543859649122817,0.05883922922059237,405.4159999999997,0.11659936727063552,0.35630841121495327,0.23680841121495327,,2026-08-06T03:38Z
single_year,1998,,7690.0,4087.0,2966.0,0.1223,0.881575727917788,0.03354497186200156,3465.9016999999994,0.8480307560557865,3.214094558429973,3.091794558429973,,2026-08-06T03:38Z
single_year,1999,,8159.0,7690.0,3131.0,0.1431,0.06098829648894677,0.08483652795838759,-183.39290000000074,-0.023848231469440928,0.10287343715727133,-0.04022656284272867,,2026-08-06T03:38Z
