field,value
equity_value,7307.92114496305
enterprise_value,7307.92114496305
active_value,7307.92114496305
mode_tie,0
max_identity_tie,9.57807060331106e-08
tie_relative,1.2475669632051294e-12
tie_scale,76774
audit_status,PASS — all identities tie
tie_check,PASS
adjusted_equity_ps,6064.178299744716
depreciation_anchor_penalty_ps,-1.7322943685813372
debt_capital_gain_ps,7.507302469945259
idiosyncratic_haircut_ps,1252.9824420568602
headline_value_ps,2173.7676648673673
headline_value_pre_convergence_ps,6064.178299744716
convergence_value_ps,-4670.6832024454025
convergence_value_idio_adjusted_ps,-3890.410634877349
convergence_K,3
convergence_guard,REVIEW
convergence_in_four_method_tie,False
