date,month,market_semidev,vix_equiv,erp_source,market_erp_1y_pct,real_rf_1y_pct,real_rf_1y_source,real_rf_5y_pct,real_rf_5y_source,real_rf_10y_pct,real_rf_10y_source,real_rf_20y_pct,real_rf_20y_source,real_rf_30y_pct,real_rf_30y_source,real_coe_1y_pct
1931-08-31,1931-08,18.111242,28.954867,bridge,8.383843,5.262373541776289,regime-extrapolated,3.4376578002253857,regime-extrapolated,3.3827906212264134,regime-extrapolated,3.386505621844789,regime-extrapolated,3.388208101270913,regime-extrapolated,13.646217
1931-09-30,1931-09,19.616947,30.619053,bridge,9.375264,5.922094340777076,regime-extrapolated,3.673229266734912,regime-extrapolated,3.539318271707864,regime-extrapolated,3.503560812274572,regime-extrapolated,3.4921077098287867,regime-extrapolated,15.297358
1931-10-31,1931-10,21.516689,32.71875,bridge,10.705166,7.0116552516184765,regime-extrapolated,4.21799751311216,regime-extrapolated,3.923699418567683,regime-extrapolated,3.803292238598783,regime-extrapolated,3.7635791024829217,regime-extrapolated,17.716821
1931-11-30,1931-11,21.833084,33.068446,bridge,10.935221,7.426195402540919,regime-extrapolated,4.330703276370831,regime-extrapolated,3.9738655536858847,regime-extrapolated,3.821740742568117,regime-extrapolated,3.771451512321648,regime-extrapolated,18.361416
1931-12-31,1931-12,22.639559,33.959805,bridge,11.532683,7.426615501141001,regime-extrapolated,4.534597523723182,regime-extrapolated,4.1951845473519445,regime-extrapolated,4.050174695785048,regime-extrapolated,4.002240220828732,regime-extrapolated,18.959299
1932-01-30,1932-01,23.261023,34.64668,bridge,12.003924,8.112174663792775,regime-extrapolated,4.965734059514881,regime-extrapolated,4.581143583802785,regime-extrapolated,4.41374636194551,regime-extrapolated,4.358352316969033,regime-extrapolated,20.116099
1932-02-29,1932-02,23.987838,35.449995,bridge,12.567021,8.127815544680681,regime-extrapolated,4.8571655353010765,regime-extrapolated,4.440757781815082,regime-extrapolated,4.256800677488448,regime-extrapolated,4.195880467690769,regime-extrapolated,20.694837
1932-03-31,1932-03,24.067771,35.53834,bridge,12.629736,7.672104970562726,regime-extrapolated,4.60772363650214,regime-extrapolated,4.255657325032884,regime-extrapolated,4.105835782885649,regime-extrapolated,4.056313368771224,regime-extrapolated,20.301841
1932-04-30,1932-04,24.795284,36.342426,bridge,13.20772,6.632144167702412,regime-extrapolated,4.185383966978923,regime-extrapolated,4.020620088163177,regime-extrapolated,3.96992201531497,regime-extrapolated,3.9534942973882825,regime-extrapolated,19.839864
1932-05-31,1932-05,25.308244,36.909377,bridge,13.623021,6.458173300170987,regime-extrapolated,4.210446477940044,regime-extrapolated,4.110740232585735,regime-extrapolated,4.094695190764458,regime-extrapolated,4.089839400827231,regime-extrapolated,20.081194
1932-06-30,1932-06,27.156334,38.951985,bridge,15.172571,6.16071818972501,regime-extrapolated,4.128439722391779,regime-extrapolated,4.071459746525084,regime-extrapolated,4.076950497050716,regime-extrapolated,4.079274345820127,regime-extrapolated,21.333289
1932-07-30,1932-07,27.631056,39.476673,bridge,15.584077,6.1280345641730944,regime-extrapolated,3.9823340852597937,regime-extrapolated,3.891459746525084,regime-extrapolated,3.8790369566599767,regime-extrapolated,3.875380184978919,regime-extrapolated,21.712112
1932-08-31,1932-08,28.59329,40.540185,bridge,16.435066,6.473699847443567,regime-extrapolated,3.978931616397518,regime-extrapolated,3.811128460304256,regime-extrapolated,3.75936995628664,regime-extrapolated,3.7425935842600975,regime-extrapolated,22.908766
1932-09-30,1932-09,30.330528,42.460273,bridge,18.028748,6.343753871795045,regime-extrapolated,3.927766261890068,regime-extrapolated,3.7864264564407,regime-extrapolated,3.748795135656013,regime-extrapolated,3.7367366599390976,regime-extrapolated,24.372502
1932-10-31,1932-10,31.858811,44.149413,bridge,19.491707,6.340057879988128,regime-extrapolated,3.9364697581996415,regime-extrapolated,3.801795566619246,regime-extrapolated,3.767830002092573,regime-extrapolated,3.756996785917501,regime-extrapolated,25.831765
1932-11-30,1932-11,32.224316,44.553388,bridge,19.850044,6.060885813073637,regime-extrapolated,3.8737977065305,regime-extrapolated,3.7817326909247466,regime-extrapolated,3.769220209113704,regime-extrapolated,3.7655388128664256,regime-extrapolated,25.91093
1932-12-31,1932-12,32.225066,44.554217,bridge,19.850783,6.001617391790921,regime-extrapolated,3.78497985383761,regime-extrapolated,3.68697449675411,regime-extrapolated,3.671461997943973,regime-extrapolated,3.666780390592852,regime-extrapolated,25.8524
1933-01-31,1933-01,32.059419,44.371136,bridge,19.687977,5.807688795173099,regime-extrapolated,3.6277383147956654,regime-extrapolated,3.520692402978552,regime-extrapolated,3.499436171953304,regime-extrapolated,3.492827439157993,regime-extrapolated,25.495666
1933-02-28,1933-02,31.909646,44.205598,bridge,19.541349,6.124013990631274,regime-extrapolated,3.7815908910452873,regime-extrapolated,3.631140701858335,regime-extrapolated,3.5871864621191007,regime-extrapolated,3.572978933976127,regime-extrapolated,25.665363
1933-03-31,1933-03,32.371144,44.715671,bridge,19.994912,7.597433265257848,regime-extrapolated,4.214993317513484,regime-extrapolated,3.756106390720524,regime-extrapolated,3.5492467951943807,regime-extrapolated,3.4806294719286353,regime-extrapolated,27.592345
1933-04-29,1933-04,32.184162,44.509008,bridge,19.810518,5.909833189787706,regime-extrapolated,3.8174479984663305,regime-extrapolated,3.7167427671087307,regime-extrapolated,3.697859798896837,regime-extrapolated,3.6919641244445707,regime-extrapolated,25.720351
1933-05-31,1933-05,32.281491,44.616581,bridge,19.906393,5.060956941000962,regime-extrapolated,3.5025176670182505,regime-extrapolated,3.506122122262207,regime-extrapolated,3.53969375684094,regime-extrapolated,3.5512610144519763,regime-extrapolated,24.96735
1933-06-30,1933-06,31.333232,43.568515,bridge,18.982155,4.167759622869764,regime-extrapolated,3.197659345517299,regime-extrapolated,3.3182098160397464,regime-extrapolated,3.4107398211821645,regime-extrapolated,3.441939638770109,regime-extrapolated,23.149915
1933-07-31,1933-07,32.398362,44.745753,bridge,20.021824,2.664122602805727,regime-extrapolated,2.7734877512317464,regime-extrapolated,3.094544634090335,regime-extrapolated,3.287144334589992,regime-extrapolated,3.351672069241627,regime-extrapolated,22.685947
1933-08-31,1933-08,31.195451,43.416232,bridge,18.849692,1.7651365961524708,regime-extrapolated,2.5416257064128223,regime-extrapolated,3.001493213113555,regime-extrapolated,3.2645259123058032,regime-extrapolated,3.352516330877692,regime-extrapolated,20.614829
1933-09-30,1933-09,30.753002,42.927213,bridge,18.427457,1.2857282731836732,regime-extrapolated,2.4013545129533957,regime-extrapolated,2.932014547432736,regime-extrapolated,3.2309799933237455,regime-extrapolated,3.3309291071999523,regime-extrapolated,19.713185
1933-10-31,1933-10,31.862856,44.153883,bridge,19.495654,0.9388954057212259,regime-extrapolated,2.329190905923035,regime-extrapolated,2.9109582788359574,regime-extrapolated,3.2354323587823908,regime-extrapolated,3.343859770407034,regime-extrapolated,20.434549
1933-12-30,1933-12,31.626118,43.892229,bridge,19.265277,0.614629418602611,regime-extrapolated,2.4597067223202096,regime-extrapolated,3.1141264851196593,regime-extrapolated,3.4739308174980135,regime-extrapolated,3.594076931058445,regime-extrapolated,19.879906
1934-01-31,1934-01,30.446645,42.588611,bridge,18.137898,-0.20098746744943674,regime-extrapolated,2.1948784473105145,regime-extrapolated,2.949054416232329,regime-extrapolated,3.358443985831605,regime-extrapolated,3.495090501230195,regime-extrapolated,17.936911
1934-02-28,1934-02,29.680376,41.741691,bridge,17.423687,-1.6915356988505814,regime-extrapolated,1.636568007860353,regime-extrapolated,2.5699534224431733,regime-extrapolated,3.0692528486917467,regime-extrapolated,3.2358461183000995,regime-extrapolated,15.732151
1934-03-31,1934-03,28.867264,40.842996,bridge,16.681503,-2.471358315061568,regime-extrapolated,1.3357918908959237,regime-extrapolated,2.3778100200976695,regime-extrapolated,2.9328495143162887,regime-extrapolated,3.1180124686446544,regime-extrapolated,14.210145
1934-04-30,1934-04,27.444082,39.270019,bridge,15.421344,-2.484543092266763,regime-extrapolated,1.2866831473471245,regime-extrapolated,2.317819840643834,regime-extrapolated,2.867094421321706,regime-extrapolated,3.0503093491406523,regime-extrapolated,12.936801
1934-05-31,1934-05,25.206043,36.796419,bridge,13.539765,-2.49998211945858,regime-extrapolated,1.229277970197428,regime-extrapolated,2.2477319837003478,regime-extrapolated,2.790289884595975,regime-extrapolated,2.9712390309953003,regime-extrapolated,11.039783
1934-06-30,1934-06,23.57525,34.993981,bridge,12.245787,-2.487486773419377,regime-extrapolated,1.194801123103321,regime-extrapolated,2.200887039520606,regime-extrapolated,2.736981926874304,regime-extrapolated,2.9157508427083,regime-extrapolated,9.7583
1934-07-31,1934-07,23.40199,34.802484,bridge,12.112129,-0.7608849851126444,regime-extrapolated,1.6514224564335118,regime-extrapolated,2.411131891699543,regime-extrapolated,2.82343448923669,regime-extrapolated,2.9609141580518354,regime-extrapolated,11.351244
1934-08-31,1934-08,21.523413,32.726181,bridge,10.710029,-0.2814823823890875,regime-extrapolated,1.8651188408806845,regime-extrapolated,2.5774065956084504,regime-extrapolated,2.9661832895131877,regime-extrapolated,3.095800532920463,regime-extrapolated,10.428547
1934-09-29,1934-09,21.290237,32.468462,bridge,10.54201,-1.0195178945135608,regime-extrapolated,1.7926161641009204,regime-extrapolated,2.6411086480212282,regime-extrapolated,3.098838249940798,regime-extrapolated,3.2514230197121368,regime-extrapolated,9.522492
1934-10-31,1934-10,21.19645,32.364804,bridge,10.474805,-0.6529850566160493,regime-extrapolated,1.7556482700017164,regime-extrapolated,2.514877820239197,regime-extrapolated,2.9269359263940857,regime-extrapolated,3.064264420300736,regime-extrapolated,9.82182
1934-11-30,1934-11,20.512281,31.608624,bridge,9.991051,-0.6544884316598956,regime-extrapolated,1.7529229245887317,regime-extrapolated,2.5117800958251637,regime-extrapolated,2.923634145952783,regime-extrapolated,3.0608712291770117,regime-extrapolated,9.336563
1934-12-31,1934-12,19.686046,30.695425,bridge,9.422091,-0.300666273511607,regime-extrapolated,1.805092655509262,regime-extrapolated,2.505140893580784,regime-extrapolated,2.8874196006215,regime-extrapolated,3.014774283464646,regime-extrapolated,9.121425
1935-01-31,1935-01,19.155738,30.1093,bridge,9.0657,-1.153435252454095,regime-extrapolated,1.443171320578283,regime-extrapolated,2.2272917428221986,regime-extrapolated,2.650974086958778,regime-extrapolated,2.7920987205768513,regime-extrapolated,7.912265
1935-02-28,1935-02,18.755257,29.666667,bridge,8.801112,-1.1564328234508758,regime-extrapolated,1.393654184065656,regime-extrapolated,2.1648547568493446,regime-extrapolated,2.5817493143261574,regime-extrapolated,2.7205849615263986,regime-extrapolated,7.644679
1935-03-30,1935-03,18.230048,29.086179,bridge,8.460058,-1.197376966325664,regime-extrapolated,1.3811000972046064,regime-extrapolated,2.1608192938287214,regime-extrapolated,2.5822108109531516,regime-extrapolated,2.7225245500533037,regime-extrapolated,7.262681
1935-04-30,1935-04,16.810529,27.517251,bridge,7.571991,-1.612915900863284,regime-extrapolated,1.2319219619773825,regime-extrapolated,2.0601918446698413,regime-extrapolated,2.505737214405958,regime-extrapolated,2.6540769083522893,regime-extrapolated,5.959075
1935-05-31,1935-05,15.018408,25.536503,bridge,6.52113,-1.6170843015917822,regime-extrapolated,1.2201438960102562,regime-extrapolated,2.0461736853080694,regime-extrapolated,2.4905298779674885,regime-extrapolated,2.638449287980081,regime-extrapolated,4.904046
1935-06-29,1935-06,13.816229,24.207791,bridge,5.860171,-0.8031070620669468,regime-extrapolated,1.4356700295513203,regime-extrapolated,2.1457918542746457,regime-extrapolated,2.531920488401409,regime-extrapolated,2.660406697867632,regime-extrapolated,5.057064
1935-07-31,1935-07,13.294558,23.631212,bridge,5.584342,-0.8096147073996856,regime-extrapolated,1.4154390447756509,regime-extrapolated,2.121505778638698,regime-extrapolated,2.5054865679213028,regime-extrapolated,2.633232438020075,regime-extrapolated,4.774727
1935-08-31,1935-08,13.280728,23.615927,bridge,5.57712,-0.7395779737179266,regime-extrapolated,1.5438325139707352,regime-extrapolated,2.2673771037596127,regime-extrapolated,2.6605901057055052,regime-extrapolated,2.7913949828071534,regime-extrapolated,4.837542
1935-09-30,1935-09,13.454135,23.807585,bridge,5.668011,0.07395502551085531,regime-extrapolated,1.7894919920314285,regime-extrapolated,2.4055665469010954,regime-extrapolated,2.744977749952426,regime-extrapolated,2.8578266790378173,regime-extrapolated,5.741966
1935-10-31,1935-10,13.490844,23.848158,bridge,5.687347,-0.33882207623889254,regime-extrapolated,1.6406107880764493,regime-extrapolated,2.3047618237732093,regime-extrapolated,2.6680889238982353,regime-extrapolated,2.7888844888048645,regime-extrapolated,5.348525
1935-11-30,1935-11,13.504448,23.863194,bridge,5.69452,-0.7767085319705035,regime-extrapolated,1.524435878373668,regime-extrapolated,2.254174447438329,regime-extrapolated,2.6506835120726797,regime-extrapolated,2.7825193963677903,regime-extrapolated,4.917811
1935-12-31,1935-12,13.507451,23.866513,bridge,5.696104,-1.1941984231997749,regime-extrapolated,1.389187333061583,regime-extrapolated,2.1718093964926024,regime-extrapolated,2.594742320054577,regime-extrapolated,2.7353618277495375,regime-extrapolated,4.501906
1936-01-31,1936-01,12.938285,23.237441,bridge,5.399786,-0.34727528253381224,regime-extrapolated,1.6035742802763537,regime-extrapolated,2.2598980049614767,regime-extrapolated,2.6191020673093277,regime-extrapolated,2.738451610369801,regime-extrapolated,5.052511
1936-02-29,1936-02,12.724733,23.001412,bridge,5.29065,0.03531384588440912,regime-extrapolated,1.660148153524813,regime-extrapolated,2.249781798945186,regime-extrapolated,2.575216247255571,regime-extrapolated,2.6832828033516725,regime-extrapolated,5.325964
1936-04-30,1936-04,13.06398,23.376365,bridge,5.464545,0.7967232960290859,regime-extrapolated,1.8095940009908664,regime-extrapolated,2.276749832542453,regime-extrapolated,2.540355357011938,regime-extrapolated,2.6277618734541712,regime-extrapolated,6.261268
1936-05-29,1936-05,13.183797,23.508793,bridge,5.526634,0.7892142200268548,regime-extrapolated,1.7875192631559298,regime-extrapolated,2.250457955307156,regime-extrapolated,2.5118343191978973,regime-extrapolated,2.5984733908527593,regime-extrapolated,6.315848
1936-06-30,1936-06,12.779511,23.061955,bridge,5.318538,0.007329264600250053,regime-extrapolated,1.5797727589907828,regime-extrapolated,2.154306318337773,regime-extrapolated,2.4717594454491523,regime-extrapolated,2.5770684955620533,regime-extrapolated,5.325867
1936-07-31,1936-07,12.56051,22.819903,bridge,5.20748,-0.43029291382957263,regime-extrapolated,1.4466965961917073,regime-extrapolated,2.0822376715233974,regime-extrapolated,2.430478707649148,regime-extrapolated,2.5460290586034637,regime-extrapolated,4.777187
1936-08-31,1936-08,12.510076,22.764161,bridge,5.18207,-0.8032920164785422,regime-extrapolated,1.282149848153013,regime-extrapolated,1.9499903650473989,regime-extrapolated,2.3138471653588546,regime-extrapolated,2.434573443723959,regime-extrapolated,4.378778
1936-09-30,1936-09,12.245273,22.471486,bridge,5.049677,-0.831420283231095,regime-extrapolated,1.293072306517057,regime-extrapolated,1.9727600396591642,regime-extrapolated,2.342879891781088,regime-extrapolated,2.465673958130567,regime-extrapolated,4.218257
1936-10-31,1936-10,12.267878,22.496471,bridge,5.060912,-0.8794123064136976,regime-extrapolated,1.284245605509965,regime-extrapolated,1.9758026014301018,regime-extrapolated,2.3521965682810846,regime-extrapolated,2.477062110278287,regime-extrapolated,4.1815
1936-11-30,1936-11,12.356939,22.594906,bridge,5.105298,-0.5030212368392232,regime-extrapolated,1.2921051385630573,regime-extrapolated,1.9043208321054153,regime-extrapolated,2.240261486812432,regime-extrapolated,2.3516126459559286,regime-extrapolated,4.602277
1936-12-31,1936-12,12.218848,22.44228,bridge,5.036559,-0.4730082584491827,regime-extrapolated,1.3013221168630695,regime-extrapolated,1.907483229354522,regime-extrapolated,2.2402247932542063,regime-extrapolated,2.350484697998663,regime-extrapolated,4.563551
1937-01-30,1937-01,11.788829,21.967,bridge,4.825491,-0.8774603559058552,regime-extrapolated,1.145496297535347,regime-extrapolated,1.7961574447872004,regime-extrapolated,2.150972345507232,regime-extrapolated,2.2685641979077156,regime-extrapolated,3.948031
1937-02-27,1937-02,11.519661,21.669501,bridge,4.695673,-0.8829682734943244,regime-extrapolated,1.1312520215910828,regime-extrapolated,1.7794563188038335,regime-extrapolated,2.1329732742610386,regime-extrapolated,2.2501085864315806,regime-extrapolated,3.812705
1937-03-31,1937-03,11.193346,21.308841,bridge,4.540667,-1.3115219159318332,regime-extrapolated,1.189041264281489,regime-extrapolated,1.9217287669696135,regime-extrapolated,2.316951418517267,regime-extrapolated,2.4479583633393,regime-extrapolated,3.229145
1937-04-30,1937-04,11.9247,22.117173,bridge,4.891693,-1.7468572546807528,regime-extrapolated,1.1184587366599328,regime-extrapolated,1.9301248240475648,regime-extrapolated,2.3656322875287765,regime-extrapolated,2.5100511624176005,regime-extrapolated,3.144836
1937-05-28,1937-05,12.192576,22.413243,bridge,5.023535,-2.2530613967126527,regime-extrapolated,0.9471349932185469,regime-extrapolated,1.8288385685849298,regime-extrapolated,2.299904691285071,regime-extrapolated,2.4561576145909916,regime-extrapolated,2.770474
1937-06-30,1937-06,12.13116,22.345363,bridge,4.993152,-1.8417413362166073,regime-extrapolated,1.072109700785625,regime-extrapolated,1.8998656551910447,regime-extrapolated,2.3439395481884575,regime-extrapolated,2.491172606811153,regime-extrapolated,3.151411
1937-07-31,1937-07,12.229015,22.453518,bridge,5.041605,-1.9332112288871974,regime-extrapolated,0.9782509281972447,regime-extrapolated,1.8066876704990955,regime-extrapolated,2.251181794240145,regime-extrapolated,2.3985325340094574,regime-extrapolated,3.108394
1937-08-31,1937-08,12.270889,22.499799,bridge,5.062409,-1.4369297363619415,regime-extrapolated,1.1770156923015116,regime-extrapolated,1.947439139737979,regime-extrapolated,2.362757170596769,regime-extrapolated,2.5003585942460638,regime-extrapolated,3.625479
1937-09-30,1937-09,14.687409,25.170665,bridge,6.335624,-1.9216534766840134,regime-extrapolated,1.0278186367875948,regime-extrapolated,1.8690427369591929,regime-extrapolated,2.3203502865972223,regime-extrapolated,2.4699298768919933,regime-extrapolated,4.413971
1937-10-30,1937-10,18.555815,29.446233,bridge,8.670807,-1.9627079867868629,regime-extrapolated,1.0150613507230648,regime-extrapolated,1.8647862154376607,regime-extrapolated,2.3205817629524166,regime-extrapolated,2.471636457870841,regime-extrapolated,6.708099
1937-11-30,1937-11,20.369089,31.450361,bridge,9.891252,-1.6557295788699944,regime-extrapolated,1.0550700848632144,regime-extrapolated,1.8545748806299933,regime-extrapolated,2.285248678916547,regime-extrapolated,2.4279070066700816,regime-extrapolated,8.235522
1937-12-31,1937-12,20.83889,31.96961,bridge,10.220559,-1.2595877969894564,regime-extrapolated,1.1543968453245763,regime-extrapolated,1.894745682249382,regime-extrapolated,2.295574191371531,regime-extrapolated,2.4282591412422487,regime-extrapolated,8.960971
1938-01-31,1938-01,21.011143,32.159993,bridge,10.342652,-0.11739182519206129,regime-extrapolated,1.4549643253317277,regime-extrapolated,2.0326219934964342,regime-extrapolated,2.3517471965561,regime-extrapolated,2.4571736461645295,regime-extrapolated,10.22526
1938-03-31,1938-03,22.445203,33.744992,bridge,11.387245,0.6199874023565227,regime-extrapolated,1.6405990661795793,regime-extrapolated,2.1118358686901386,regime-extrapolated,2.3775248341882573,regime-extrapolated,2.465092306435599,regime-extrapolated,12.007232
1938-04-30,1938-04,23.339281,34.733175,bridge,12.063935,0.5644754120419487,regime-extrapolated,1.5554939565354597,regime-extrapolated,2.0177061009714654,regime-extrapolated,2.2786097860259313,regime-extrapolated,2.36455627568591,regime-extrapolated,12.62841
1938-05-31,1938-05,23.401021,34.801413,bridge,12.111383,1.298448246741428,regime-extrapolated,1.7261473084325032,regime-extrapolated,2.077293725929806,regime-extrapolated,2.2822559670338913,regime-extrapolated,2.3495298069210837,regime-extrapolated,13.409831
1938-06-30,1938-06,24.042283,35.51017,bridge,12.609722,1.300550934669121,regime-extrapolated,1.7383533362873125,regime-extrapolated,2.09258383288264,regime-extrapolated,2.2991722729506145,regime-extrapolated,2.366965785987418,regime-extrapolated,13.910273
1938-07-30,1938-07,23.715194,35.148654,bridge,12.354279,1.682519860330009,regime-extrapolated,1.8318311610625084,regime-extrapolated,2.127868249683218,regime-extrapolated,2.3050465027534752,regime-extrapolated,2.363011175452351,regime-extrapolated,14.036799
1938-08-31,1938-08,22.309201,33.594676,bridge,11.286022,1.667376774305932,regime-extrapolated,1.8082585834528948,regime-extrapolated,2.101897857995938,regime-extrapolated,2.2778077899676394,regime-extrapolated,2.335325797221772,regime-extrapolated,12.953399
1938-09-30,1938-09,22.225287,33.501929,bridge,11.223792,2.0712866792217617,regime-extrapolated,1.9746706822309035,regime-extrapolated,2.225037435750894,regime-extrapolated,2.379407697559563,regime-extrapolated,2.429724366610225,regime-extrapolated,13.295079
1938-10-31,1938-10,22.093689,33.35648,bridge,11.126548,2.3650072563056996,regime-extrapolated,1.9691155362060617,regime-extrapolated,2.158575273116927,regime-extrapolated,2.282125758311537,regime-extrapolated,2.322143223336839,regime-extrapolated,13.491555
1938-11-30,1938-11,21.942264,33.189117,bridge,11.015175,2.0134648636975574,regime-extrapolated,1.8947541571162645,regime-extrapolated,2.139956847778304,regime-extrapolated,2.2916534918976814,regime-extrapolated,2.3410316687139567,regime-extrapolated,13.02864
1938-12-31,1938-12,21.610574,32.822516,bridge,10.773176,1.6253976587571737,regime-extrapolated,1.7569637749061722,regime-extrapolated,2.049539358115283,regime-extrapolated,2.2249425532818385,regime-extrapolated,2.282199075801953,regime-extrapolated,12.398574
1939-01-31,1939-01,20.924894,32.064666,bridge,10.281428,0.8904790786162495,regime-extrapolated,1.5431435147712467,regime-extrapolated,1.935193452852488,regime-extrapolated,2.1604476412174094,regime-extrapolated,2.2342973797763186,regime-extrapolated,11.171907
1939-02-28,1939-02,20.470956,31.562949,bridge,9.962198,0.8789216956504513,regime-extrapolated,1.492775140658788,regime-extrapolated,1.8740270584840109,regime-extrapolated,2.0936060957011295,regime-extrapolated,2.1655382261888834,regime-extrapolated,10.84112
1939-03-31,1939-03,20.583697,31.687556,bridge,10.041012,0.8530310551648752,regime-extrapolated,1.407835117296577,regime-extrapolated,1.7718401705838775,regime-extrapolated,1.9823164173203114,regime-extrapolated,2.051186396123989,regime-extrapolated,10.894043
